2457819.49628 nan nan car-20170306T23h45m56s-sci-gtoc-vis.fits 64
2458119.65053 nan nan car-20180101T03h31m17s-sci-gtoc-vis.fits 64
2458149.64071 nan nan car-20180131T03h14m35s-sci-gtoc-vis.fits 64
