A,e_A
2263.910759178357239,0.017347153385905
30538.606292916480015,0.671738661188217
324.224480738514103,21.236493885815040
7628.566180720459670,264.178953434006814
1239.627636075019836,5602.036212911043549
-472.006549972615176,2.562138327351047
2000.032756899483502,231.323475026151158
-65460.225349485874176,18094.730256092054333
-61337.548488616943359,637489.361856005969457
-9489517.458374023437500,34118528.944349020719528
-8577.362207680940628,88.596729242886795
41.548041902482510,2019.954981802038674
-15558.897195339202881,29883.085838331848208
64221.430482864379883,434700.737228672718629
-40514.342399716377258,7355.655124058905130
88913.882997512817383,178489.798481063480722
-217070.290290832519531,1764107.368219249183312
4794141.236328125000000,35190128.140072591602802
-3663744.293991088867188,542969.514861490693875
-1942939.872848510742188,5868156.057375115342438
-23324423.625488281250000,113685556.119086518883705
-4480081.531494140625000,18786366.040278807282448
-29446214.380859375000000,349002815.733976125717163
-574421854.640625000000000,1005833662.927729249000549
