A,e_A
2268.064726081330718,0.016849125364086
30481.950223416453809,0.660117336971788
243.634773688099813,20.489519538329592
7197.279864944051951,259.460357004164166
268.403976107016206,5410.200986096036104
-473.978383353980462,2.508736379853276
1972.761682246811688,223.012416192161908
-60663.504976391792297,17555.305007648625178
19057.958829879760742,609610.186178587260656
-15070691.784912109375000,32730598.517144609242678
-8598.526258430443704,85.303675055999165
79.015823293477297,2000.930185369701348
-17358.320809602737427,28858.040336796704651
33283.015936374664307,424215.629860655637458
-41013.588823556900024,7331.287970109496200
85663.320863246917725,170185.245452891162131
-142926.995437622070312,1747760.934263644739985
2907221.544494628906250,33855430.770162269473076
-3645314.721244812011719,515238.624739616876468
-2193136.217529296875000,5842955.903955418616533
-21824378.166503906250000,108756793.577017202973366
-1636706.424072265625000,18555910.834519382566214
-17478247.363281250000000,332370723.038071095943451
-544806523.000000000000000,960669891.969726324081421
