A,e_A
2248.133240557131103,0.016880088682725
30588.168353103839763,0.650686246019391
278.776441599417012,20.905909428474907
7547.955580792855471,252.340412871088262
867.583086678758264,5503.982261184495655
-467.560454543836386,2.501909251660655
2024.385233260691166,223.960124396818884
-61027.782564878463745,17669.814264972981618
-66617.170366287231445,612791.642486672615632
-13169114.134643554687500,33179734.109320607036352
-8593.309271548874676,85.699989468311301
71.290958177298307,2022.204231881986288
-16521.394844889640808,28881.639400090592972
28193.137083530426025,434623.160670058452524
-40801.870591998100281,7265.279676376772841
88519.836128711700439,173935.817845813056920
-430610.303192138671875,1734934.847117531811818
3376281.173950195312500,34835829.031564600765705
-3639364.000183105468750,522815.973058256902732
-1317896.972915649414062,5807386.333312554284930
-31658037.832031250000000,112035668.630634650588036
-3602935.918701171875000,18461908.004563983529806
-2249136.847656250000000,340475145.100523531436920
-566618810.468750000000000,974494131.562435746192932
