wlc,wll,posc,posm,posme,posmy,d,sd,k,order,flag
5160.69267723,nan,0.00000000,916.54866510,0.01929188,8.19947036,0.01998478,0.01998409,38725,118,1
5161.74291043,5161.71367523,0.00000000,958.43232085,0.20739448,9.68588076,0.01998420,0.01998409,38716,118,1
5161.74291043,5161.71367523,0.00000000,958.43232085,0.20739448,9.68588076,0.01998420,0.01998409,38716,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,10.43246078,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,10.70615873,nan,0.00000000,-2147483648,118,1
5162.63053807,5162.64729211,0.00000000,993.98270639,0.10269022,10.90970401,0.01998403,0.01998409,38709,118,1
5162.75633532,5162.64729211,0.00000000,999.03235211,0.11955227,11.08074932,0.01998451,0.01998409,38709,118,1
5162.98249157,nan,0.00000000,1008.11764450,0.05924001,11.38675656,0.01998487,0.01998409,38708,118,1
5162.98249157,nan,0.00000000,1008.11764450,0.05924001,11.38675656,0.01998487,0.01998409,38708,118,1
5163.19500703,5163.18093909,0.00000000,1016.66331341,0.18561998,11.67255667,0.01998415,0.01998409,38705,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,11.78361505,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,11.85003978,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,12.04867031,nan,0.00000000,-2147483648,118,1
5163.85730874,5163.84815295,0.00000000,1043.34803287,0.05438633,12.55238682,0.01998413,0.01998409,38700,118,1
5164.11435850,nan,0.00000000,1053.72622300,0.07027380,12.88943827,0.01998409,0.01998409,38698,118,1
5164.38752124,5164.38204818,0.00000000,1064.76817190,0.13197266,13.24490958,0.01998411,0.01998409,38696,118,1
5164.50638674,5164.51553924,0.00000000,1069.57728803,0.46085372,13.39872065,0.01998406,0.01998409,38695,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,13.63492586,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,13.69832172,nan,0.00000000,-2147483648,118,1
5164.90833301,5164.91605382,0.00000000,1085.85864422,0.12131403,13.91492835,0.01998406,0.01998409,38692,118,1
5165.04856701,nan,0.00000000,1091.54601053,0.12761766,14.09360846,0.01998409,0.01998409,38691,118,1
5165.18543353,nan,0.00000000,1097.10030986,0.16136316,14.26729090,0.01998410,0.01998409,38690,118,1
5165.47462377,nan,0.00000000,1108.84761301,0.34188267,14.63197552,0.01998419,0.01998409,38688,118,1
5165.47462377,nan,0.00000000,1108.84761301,0.34188267,14.63197552,0.01998419,0.01998409,38688,118,1
5165.47462377,5165.45016988,0.00000000,1108.84761301,0.34188267,14.63197552,0.01998419,0.01998409,38688,118,1
5165.71601165,5165.71726933,1118.71935662,1118.66819007,0.05114162,14.93409126,0.01998409,0.01998409,38686,118,0
5165.71608930,nan,0.00000000,1118.66819007,0.05114162,14.93409126,0.01998409,0.01998409,38686,118,1
5165.96670623,nan,0.00000000,1128.87247483,0.19175437,15.24536296,0.01998403,0.01998409,38684,118,1
5165.96670623,nan,0.00000000,1128.87247483,0.19175437,15.24536296,0.01998403,0.01998409,38684,118,1
5166.11039024,nan,0.00000000,1134.72811386,0.12521188,15.42276842,0.01998407,0.01998409,38683,118,1
5166.11039024,nan,0.00000000,1134.72811386,0.12521188,15.42276842,0.01998407,0.01998409,38683,118,1
5166.23421432,nan,0.00000000,1139.77749923,0.28765199,15.57503751,0.01998403,0.01998409,38682,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,15.94090535,nan,0.00000000,-2147483648,118,1
5166.63945480,nan,0.00000000,1156.32287912,0.11823569,16.06938922,0.01998405,0.01998409,38679,118,1
5166.76805500,nan,0.00000000,1161.57992649,0.15500293,16.22499423,0.01998403,0.01998409,38678,118,1
5166.92017454,5166.91955874,1167.78083758,1167.80603615,0.20968338,16.40837018,0.01998410,0.01998409,38677,118,0
nan,nan,0.00000000,-1.00000000,0.00000000,16.58981937,nan,0.00000000,-2147483648,118,1
