gj1006B;G  32-7;00 16 16.1530833228 +19 51 50.471455734;708.092  -748.703  [0.145 0.148 90];65.2483 [0.0838] A 2018yCat.1345....0G;v:spectroscopic -18.231 (NIR) D [7.641] 2015ApJS..220...16T


