A,e_A
2232.973460471344879,0.016931391881383
30674.322089880675776,0.644262437294549
310.512456370663131,21.129370174156975
7775.992141987662762,246.626546333840025
1689.024099161848426,5543.748913013703714
-463.937931194661360,2.484415183345024
2051.456782015506178,222.500421356624628
-56070.530514925718307,17346.636502521774673
-91648.501720428466797,606987.271518569556065
-18211817.966186523437500,32297274.337895274162292
-8655.064674086868763,85.249259163817058
79.935858272016048,1985.718406466132137
-17127.117058277130127,28469.797006493521621
54689.546408176422119,423089.903314801282249
-41581.253784298896790,7152.421137953117977
87813.882691860198975,172102.270007241313579
-173180.849700927734375,1690960.403957269387320
4439711.552093505859375,34308030.532247863709927
-3682309.403457641601562,517209.505101472488604
-2174248.208953857421875,5698648.945963290520012
-23191119.328613281250000,109750779.581619068980217
-199929.381103515625000,18006679.032113596796989
-37231306.660156250000000,332946375.126297950744629
-449001953.140625000000000,954471163.100584387779236
