A,e_A
2244.286457559445807,0.016868649709665
30623.505953706408036,0.644445935271988
316.271436832583277,20.864541554957864
7716.117157250177115,249.602440909915742
1550.128576586022973,5486.165567879400442
-466.494179448473005,2.459485358003948
1993.582081049680710,221.437244727429373
-60147.642683684825897,17044.995677065558993
-10398.868213653564453,608446.757084206095897
-11562701.300048828125000,31778817.847895838320255
-8656.890943386591971,84.416436619388620
200.545699559152126,1947.147122057968545
-15952.413879036903381,28312.022549657005584
32563.211850166320801,416158.225515097845346
-42200.939673662185669,7037.066359432486024
84347.105510234832764,167917.524097718560370
-214670.542922973632812,1676623.089683737838641
2801684.965728759765625,33494910.560600310564041
-3661843.784980773925781,504500.470060976513196
-1972227.292846679687500,5612581.882868046872318
-27882698.645019531250000,106790092.597063362598419
-3444241.531005859375000,17755769.790371757000685
-1802184.236328125000000,324187090.594645738601685
-541326949.750000000000000,929784550.127853989601135
