A,e_A
2234.918653649067892,0.016972620865692
30650.590431006789004,0.650452180773579
283.742037791700568,21.182449955529464
7661.836491810623556,249.445968052594225
1138.886991338804364,5566.771946791051050
-463.860745836635033,2.513700213881431
2074.676000948995352,225.692547821425990
-59475.588131546974182,17766.778316774012637
-140996.405357360839844,624306.917611255543306
-14332700.280639648437500,33559751.848232403397560
-8609.513343276455998,85.852360184841345
285.717233750969172,2025.323895050958981
-16130.735795974731445,28729.724709003708995
15036.801599502563477,432008.244756069849245
-41251.128938317298889,7353.302224438653866
88538.492300033569336,173563.153877455362817
-232303.613822937011719,1727049.320970721542835
2949730.497589111328125,34759677.459857955574989
-3658118.059326171875000,524870.933884495287202
-2578440.816665649414062,5873475.215722776949406
-27299741.118652343750000,111642929.184876084327698
-2765470.112304687500000,18894755.442929718643427
-43042485.351562500000000,342318284.912795841693878
-531886296.000000000000000,989121656.035606503486633
