wlc,wll,posc,posm,posme,posmy,order,flag
5175.75434666,5175.76055339,0.00000000,1537.00000000,0.00000000,6.61766590,118,4
5182.11021638,5182.10933371,1813.01365495,1813.05265457,0.02410090,10.86226343,118,0
5182.32184404,5182.32049588,1822.34879026,1822.40842307,0.01075270,10.99613434,118,0
5186.01490619,5186.01505343,1987.47050600,1987.46385525,0.03398468,13.18103795,118,0
5186.15905725,5186.15775082,0.00000000,1994.00000000,0.00000000,13.25974190,118,4
5190.64772846,5190.64778331,2199.55234762,2199.54980084,0.03199956,15.36655973,118,0
5192.95930277,5192.95913527,2307.61960030,2307.62748832,0.02816929,16.15432385,118,0
5193.44856874,5193.44805687,2330.67753691,2330.70171219,0.02802284,16.29136959,118,0
5195.34820487,5195.34150094,0.00000000,2421.00000000,0.00000000,16.71825403,118,4
5199.44448450,5199.44224981,2619.43300118,2619.54282142,0.05144496,17.02426971,118,0
5202.91189238,5202.90437392,0.00000000,2792.02903223,0.03792956,16.57590690,118,0
5204.64755589,5204.63842920,0.00000000,2880.00000000,0.00000000,16.09831116,118,4
5206.60831137,5206.61196877,0.00000000,2980.76046625,0.08094527,15.35559166,118,0
5207.45999357,5207.44655664,0.00000000,3025.00000000,0.00000000,14.96687916,118,4
5209.23618322,5209.23637960,3118.21473104,3118.20435420,0.05628528,14.03149372,118,0
5214.17150656,5214.18357616,0.00000000,1294.00000000,0.00000000,35.64659107,117,4
5216.63177534,5216.63177488,1395.89531650,1395.89533556,0.02505854,38.10055635,117,0
5218.38686481,5218.38634606,1469.30835608,1469.33015881,0.01975141,39.75136693,117,0
5220.00242783,5220.00089976,1537.44166430,1537.50639994,0.01234615,41.19469072,117,0
5227.94327982,5227.94224367,1880.98205504,1881.02784605,0.03292850,47.13448052,117,0
5231.75028579,5231.75142885,0.00000000,2051.10498047,0.00000000,49.23690737,117,2
nan,5232.45594910,0.00000000,-1.00000000,0.00000000,-10.51270049,117,4
5233.62727095,5233.62651274,2136.26277773,2136.29739381,0.03862128,50.07826348,117,0
5234.26036562,5234.25993874,2165.23611363,2165.25567744,0.03763130,50.33190479,117,0
5235.61604985,5235.61642150,2227.67086483,2227.65368845,0.08283234,50.82251569,117,0
5240.81769411,5240.81717539,2471.92341135,2471.94818563,0.04945338,52.00585929,117,0
5241.47016272,5241.46900990,2503.12075855,2503.17604860,0.04956165,52.07226416,117,0
5243.24463412,5243.24415191,2588.74592134,2588.76932031,0.04055397,52.15558893,117,0
5243.78373092,5243.77132820,0.00000000,2615.00000000,0.00000000,52.15218343,117,4
5246.14600838,5246.14447602,0.00000000,2731.00000000,0.00000000,51.97450733,117,5
5249.10488343,5249.10399466,0.00000000,2879.06274414,0.00000000,51.36330016,117,2
5249.48886616,5249.48780406,2898.45656185,2898.51042595,0.01703905,51.25109356,117,0
5252.20370006,5252.20350117,3037.61498030,3037.62528075,0.04318639,50.23331750,117,0
5252.67669182,5252.67669865,3062.16807985,3062.16772494,0.05684148,50.01472834,117,0
5255.33136153,5255.33154202,3201.61302493,3201.60344259,0.07184744,48.55214634,117,0
5256.73292675,5256.73420351,3276.50547161,3276.43690219,0.06507238,47.61341341,117,0
5257.15404946,5257.15363591,3299.07293899,3299.09522925,0.08490505,47.30814242,117,0
5258.50869285,5258.50801425,0.00000000,3372.54296875,0.00000000,46.25174663,117,2
5260.17389698,5260.18264452,0.00000000,3464.00000000,0.00000000,44.79445202,117,4
5261.36047849,5261.36791758,0.00000000,3530.00000000,0.00000000,43.64590950,117,4
5249.48417398,5249.48780406,0.00000000,909.00000000,0.00000000,60.27343028,116,4
5252.20430189,5252.20350117,0.00000000,1016.00000000,0.00000000,63.64827893,116,4
5252.67563942,5252.67669865,1034.72603899,1034.68403989,0.02681904,64.21511883,116,0
5255.33035435,5255.33154202,1140.60382042,1140.55616454,0.05233370,67.30087830,116,0
5256.73575413,5256.73420351,1197.06254261,1197.12515307,0.08305155,68.86167292,116,0
5257.15310639,5257.15363591,1214.01607950,1213.99465357,0.06739843,69.31525580,116,0
5258.50950069,5258.50801425,1268.98856809,1269.04909567,0.04791438,70.75761996,116,0
5260.18096166,5260.18264452,1337.45236484,1337.38331032,0.04305519,72.46712434,116,0
5261.36935371,5261.36791758,1386.23268716,1386.29197291,0.02980536,73.63571561,116,0
5265.33003609,5265.33100601,1551.39643791,1551.35561511,0.03189903,77.24104751,116,0
5266.21934786,5266.21892710,1588.85461297,1588.87240165,0.03366736,77.98760405,116,0
5266.71306453,5266.71303273,0.00000000,1609.78991699,0.00000000,78.39212104,116,2
5266.84305109,5266.84038732,1615.18493802,1615.29791703,0.17993780,78.49724196,116,0
5268.87646575,5268.87801204,0.00000000,1702.00000000,0.00000000,80.07524338,116,4
5269.61013741,5269.60471623,0.00000000,1733.50785613,0.02361350,80.61294688,116,0
5270.01771488,5270.01799965,1751.05554247,1751.04326230,0.03739732,80.90394489,116,0
