2458158.73378 5.591775727481554 1.89442489891526 5.46045 0.456251 13.398133 1.523601 19.003804 0.673939 -2.9415308476395174 1.0292331402194999 0
2458171.71586 2.822374303180477 2.0300396306110984 -1.41936 0.356419 6.480384 1.729158 21.220788 0.686125 -0.22225442333844042 1.0020191633834377 0
2458188.71007 1.1184016325986472 1.8537968859781446 -9.53172 0.339967 0.193847 1.621897 22.415795 0.702076 3.29159024724339 0.8309251817861018 0
2458199.71606 -0.8190353832350439 2.2258222869550113 5.88683 0.262364 9.705394 2.114461 22.131913 0.712407 -0.6883057369229187 0.643820344606815 0
2458200.70627 1.504980316268572 1.7638468793185913 6.01421 0.283636 11.711121 1.413986 22.086843 0.713336 -1.1349054364265347 1.0155528809303498 0
2458212.6323 -1.85688488696317 1.696386187582823 11.5734 0.24746 13.644217 1.589378 20.974819 0.72453 -1.4103272331947925 0.5388571125008785 0
2458213.6716 5.992135186443557 1.396317566054169 nan nan 9.530962 1.141755 20.744241 0.725506 -1.8001783066015205 0.8038023794729887 2
2458237.63023 0.08565883991368034 2.5738343660393284 -2.95712 0.351393 4.782735 2.377107 15.674407 0.747994 2.292703039928357 0.9222322440475998 0
2458238.51248 0.8679431945626948 2.0081458694417815 9.63796 0.386833 14.716002 1.883748 15.66231 0.748822 -1.1522223147206572 0.5783644645205025 0
2458245.62035 6.584463542971217 2.5579847753304765 2.87248 0.45829 14.867163 2.36163 13.38744 0.755494 0.041226336870820016 0.8694601659803105 0
2458261.60114 -4.5157218447681595 2.0154863025671994 10.687 0.471533 12.61018 1.684946 8.116309 0.770494 1.0549077246101968 1.0003988878002623 0
2458262.56566 -3.2115797498344945 2.868124958192386 5.8332 0.251273 10.462786 1.870051 7.853388 0.7714 2.4562666296765316 2.1600720907777773 0
2458269.57438 0.7639419328055259 1.5602299837964875 3.13537 0.526446 7.414727 1.1903 5.314385 0.777978 -1.8760620529634886 0.860440634706188 0
2458292.53731 -3.4581928742895673 1.643279447629861 0.894499 0.528971 5.212424 0.974807 -3.183923 0.799532 2.3630867541316047 1.2125629454187938 0
2458292.56641 -2.6221148742895672 1.739771443557659 1.16421 0.389372 6.31824 1.185278 -3.254696 0.799559 2.3630867541316047 1.2125629454187938 0
2458293.40535 0.14403328379525715 1.530725346912906 3.20967 0.520824 8.723835 1.174414 -3.223458 0.800347 -0.04371440395322006 0.8322331643479711 0
2458294.46266 -0.7475605465518416 1.4597831365940868 5.91868 0.330128 11.788888 1.238657 -3.730286 0.801339 1.202929426393879 0.6983619771067653 0
2458295.43479 0.2915200046770802 1.418972726515607 3.44033 0.32493 10.457401 1.094824 -4.027087 0.802252 1.3097998751649573 0.8421785927100828 0
2458306.55798 -4.412288701800832 1.7707609976532772 -1.80039 0.334792 -0.780947 1.380043 -8.271645 0.812692 0.005539581642868839 1.0578232487641919 0
2458307.38328 -3.4198216902200906 1.7854133850363714 1.35629 0.368177 6.721197 1.235178 -8.194319 0.813467 3.3577625700621283 1.2355086271564573 0
2458313.42806 4.626240557724649 1.4422839876148568 3.01948 0.550526 10.828121 1.112868 -10.353491 0.819141 -2.250239677882612 0.7339141116515012 0
2458315.49504 3.9685791134835187 1.7718141307287767 2.03627 0.346022 12.684279 1.257988 -11.17871 0.821081 1.244849766358519 1.1987753536781487 0
2458317.45181 6.907567648576659 3.5166532382596607 6.3092 0.506663 20.160413 3.337712 -11.717103 0.822918 1.507229231265377 0.9847935558080998 0
2458319.40045 0.21502221594200827 1.893147401194869 4.52993 0.301236 11.733167 1.54999 -12.217443 0.824747 1.5499686639000292 1.0444110802600126 0
2458320.45238 3.3205066816260214 1.6506449908117837 -0.964433 0.321133 9.628646 1.340453 -12.656602 0.825734 1.8333391982160165 0.9081224775524682 0
2458321.39151 1.7520811263558043 1.666427107230745 3.12142 0.29386 11.369237 1.467642 -12.809809 0.826616 1.055621753486233 0.7325659586204023 0
2458322.41809 1.2277783609397441 1.5495242859370384 2.68432 0.419603 7.348897 1.304862 -13.178136 0.827579 -2.004279481097707 0.7226996239688304 0
2458323.45592 2.4206401514582914 1.3706202501508615 2.59802 0.559301 10.86779 1.105657 -13.569416 0.828553 0.4070767283837457 0.585922695603789 0
2458324.40558 2.1969506731103348 1.802590441973294 3.8205 0.35821 12.476013 1.327405 -13.739196 0.829445 1.015618206731703 1.1657669317545747 0
2458326.4024 4.298145556803641 1.7550502505988634 3.4989 0.32522 16.315474 1.511142 -14.308835 0.831319 3.0736103230383964 0.8311937509167965 0
2458328.41094 3.9845544866701337 1.4649796518669227 0.596252 0.363899 10.3985 1.241744 -14.892727 0.833204 0.370989393171903 0.6868877515978355 0
2458329.39869 5.0131363812236955 1.5741267999929724 -0.233413 0.463355 9.593466 1.367781 -15.138076 0.834132 -0.633887501381658 0.6263825195255017 0
2458330.41279 4.422874846486982 1.5367519602977715 1.86854 0.449954 10.914759 1.183803 -15.444773 0.835083 -0.8252379666449454 0.8704921463488591 0
2458331.38754 1.910918968972592 1.595743220739758 4.00311 0.383189 11.949647 1.155281 -15.650528 0.835998 0.5861209108694453 1.0319344693113492 0
2458332.38468 2.6621539672871783 1.6053313215417044 4.60204 0.393608 12.575565 1.307706 -15.907703 0.836934 -0.13906208744514112 0.843838934656274 0
2458334.47649 0.5035049268052756 1.5862766916931894 3.41823 0.276655 10.060486 1.218902 -16.636793 0.838898 0.6863539530367619 0.9767362660376084 0
2458335.54041 -3.484533517595785 1.6217514984382395 3.54085 0.472516 6.333303 1.331774 -16.997 0.839896 0.8235903974378218 0.7957285463408208 0
2458336.38066 -1.4619041113834341 1.886181409200166 2.80477 0.487949 6.50299 1.339328 -16.914463 0.840685 -0.2940600087745287 1.2352274528957505 0
2458337.37205 -3.140471382360678 1.8324232038765518 3.90849 0.461139 8.345365 1.288473 -17.136863 0.841616 2.1222312622027153 1.2185907389506154 0
2458339.47046 -2.5117496913705395 1.4273812176416614 5.74145 0.336876 9.221142 1.196059 -17.832874 0.843585 0.5343575712125765 0.7024064396424566 0
2458340.37014 -4.046373922629465 1.5354121030058205 2.49748 0.334246 4.443799 1.075773 -17.834235 0.84443 0.5347638024715025 1.0433041598943025 0
2458342.33342 3.97319814056028 1.254361535151068 nan nan 9.101723 1.134744 -18.187245 0.846273 -0.3312472607182427 0.5345829358766923 2
2458342.34919 1.4306731405602802 1.2163483942767153 3.87095 0.499956 10.430163 0.971477 -18.225322 0.846287 -0.3312472607182427 0.5345829358766923 0
2458343.35627 -0.2859273705939571 1.2882472732729833 3.8491 0.531139 9.20733 0.965323 -18.455007 0.847233 0.18342525043599409 0.6675510526441228 0
2458344.38017 6.025088325210644 1.9601365612402784 2.90375 0.653584 14.468177 1.48315 -18.719015 0.848194 0.0776455546313935 1.1023748097547692 0
2458345.35522 0.04165599491425648 1.4309704744161662 3.50322 0.42036 9.718032 1.22354 -18.860118 0.849109 0.7105478849277806 0.6114929770282139 0
2458346.39486 0.7232715928104196 1.2105927371316234 3.63562 0.354991 10.905237 0.901577 -19.148609 0.850085 1.082761287031618 0.7257234655788909 0
2458347.51346 2.994822861145118 2.016513739890517 -6.16834 0.314519 2.556945 1.659725 -19.553925 0.851135 0.26582801869691947 1.1012348432547168 0
2458348.36813 -0.7835500588307733 1.0436096126588161 3.35879 0.487687 7.408801 0.79952 -19.45888 0.851937 -0.6318750613271893 0.4604882628177228 0
2458349.33991 1.9004271572435192 1.0967399319711495 nan nan 6.443546 0.936891 -19.569994 0.852849 -0.9232292774014824 0.5701523765618114 2
2458349.36219 -0.4754178427564803 1.3862887869142133 4.59488 0.422614 8.662602 1.190848 -19.622856 0.85287 -0.9232292774014824 0.5701523765618114 0
2458350.48374 -2.6617136382651307 1.3100577891501841 2.56622 0.282529 6.259437 0.96798 -20.037216 0.853923 0.8875095181071679 0.8363273107773463 0
2458351.35616 -3.152025103110402 1.3382122929898639 1.41258 0.309028 5.003829 1.034694 -19.947988 0.854742 1.2750339829524397 0.7903943068957352 0
2458352.33703 -0.08047730219190463 1.2762417428861015 0.938617 0.401039 6.452669 1.061111 -20.064392 0.855662 0.12536718203394154 0.5848115043293474 0
2458353.3404 -4.458461650653056 1.6329793810266895 2.86547 0.494505 5.658556 1.004525 -20.228363 0.856604 1.781444530495093 1.188703803658973 0
2458355.34589 -1.3823748063046624 1.5381367891793032 -0.094628 0.470498 2.653156 1.247261 -20.536782 0.858487 -1.3418273138533003 0.7673572489543683 0
2458356.35019 -0.07536909301297229 1.4786159759547717 1.84687 0.494672 7.963658 1.249999 -20.686232 0.859429 0.7192289728550096 0.6157160492529665 0
2458357.37863 -1.0581674827179381 1.2551085684146983 3.31682 0.29855 6.957342 1.062488 -20.883602 0.860395 -0.7752036374400246 0.5977333000695153 0
2458360.33929 2.4916908516797536 1.8237388529570622 6.05559 0.369289 14.796721 1.518175 -21.164869 0.863174 0.7727680281622835 0.9406355699930449 0
2458361.33582 3.472933555934275 1.8595850976638055 3.12441 0.409546 10.439798 1.429166 -21.26914 0.864109 -1.6351536760922374 1.1170553042407099 0
2458362.3361 1.92264473220499 1.7319554120915779 3.48846 0.355361 10.511028 1.401769 -21.376327 0.865048 -0.37862285236295284 0.9531157500163908 0
2458366.32625 -2.6524798861995116 1.7665286000165934 3.41618 0.681459 5.024761 1.390248 -21.722242 0.868793 -1.221231233958451 0.8505563727070569 0
2458367.33569 -3.2048816864843297 2.4018067664849156 -0.162419 0.525253 -0.358204 1.548249 -21.819638 0.869741 -2.474142433673633 1.759463650415298 0
2458378.37969 -1.5665078303083018 2.254132876668381 nan nan 4.287211 1.741254 -22.289955 0.880107 0.36011271015033897 1.4314850796153167 3
2458382.3043 -7.669396978022283 2.1995177263753916 2.76962 0.234595 2.390865 1.99332 -22.096511 0.883791 1.7933518578643195 0.8997333742340403 0
2458385.30463 -7.793841208931183 1.6993470580410988 0.252771 0.295446 -2.706373 1.539298 -21.992646 0.886607 -0.6654089112267795 0.6565465235974804 0
2458386.36677 -4.876523594355083 1.5490316963860487 2.52632 0.299183 1.965235 1.365719 -22.05115 0.887604 -1.1856645258028797 0.6669323872572386 0
2458387.36832 -5.391309216454227 1.6961997674066205 4.14276 0.267539 4.059243 1.300998 -21.998404 0.888544 -0.194250903703736 1.0549502214162871 1
2458390.29886 -0.004418182743810228 1.3004185044979313 1.28148 0.358351 6.430332 1.133509 -21.686598 0.891295 -0.3515239374141523 0.5270967262425716 0
2458391.29363 -0.06354091174122006 1.3541189259134094 2.48475 0.355032 7.418402 1.19009 -21.599628 0.892228 -0.5085352084167427 0.5396992337921979 0
2458392.35866 -1.0613170265722414 1.5033083459957002 2.55837 0.374072 7.13009 1.307039 -21.620222 0.893228 0.12630990641427856 0.6416034195009623 0
2458393.30481 -1.4714806209037203 1.643923041759963 -1.00648 0.263473 2.812096 1.445887 -21.446763 0.894116 -0.2175584992542425 0.7365281362041298 0
2458395.3148 -2.260139248924446 2.25419778177146 3.33004 0.31833 5.146341 1.330048 -21.263818 0.896003 -1.433061871233517 1.7919396730979453 0
2458396.2826 -3.0169482422339495 1.522962224135639 0.020776 0.364773 0.846655 1.284548 -21.098437 0.896911 -1.6675828779240132 0.7323193997486154 0
2458397.27727 -2.8516911492685275 1.6803000902239273 0.307612 0.304011 2.206832 1.105384 -20.972671 0.897845 -0.7604329708894352 1.2284588857680743 0
2458409.29962 2.5095587358781866 1.6001112640780792 -22.905 0.403974 -16.134726 0.930401 -19.09858 0.909129 -1.2619128560361497 1.2375439597467026 0
2458414.27056 -2.412334621564428 1.568560947920548 0.431807 0.283629 4.252131 0.879989 -18.014098 0.913795 0.7053645014064651 1.2671059390269657 0
2458415.32226 -4.248531903290869 1.8382162513071818 -0.691092 0.212169 -0.181293 1.344756 -17.847624 0.914783 -0.7699512168670941 1.2351745846113529 1
2458427.2976 -1.5080456518194385 1.7269880935612003 0.668491 0.339613 8.041353 1.453137 -14.71534 0.926023 3.3413855316614756 0.8692200574521676 0
2458494.76571 -0.42834676138992483 2.2272197599415025 5.82595 0.406675 6.08509 2.112089 10.685467 0.989351 -4.915363358768038 0.5781017002646531 0
2458500.75793 1.3341016349542092 2.5546448161227073 15.724 0.419422 22.52414 2.388562 12.701952 0.994976 -0.14243675511217144 0.8031601179675322 0
