gj548A;BD+24  2733;14 25 43.4748768148 +23 37 01.493445118;792.548  -1116.601  [0.092 0.111 90];61.1783 [0.0542] A 2018yCat.1345....0G;v:spectroscopic 8.78 (Opt) A [0.21] 2018yCat.1345....0G


