2457527	-1.03	1.87	4	0
2457528	 0.18	3.43	1	1
2457529	-2.57	1.22	8	0
2457530	 0.68	1.29	8	0
2457531	-0.67	2.16	3	0
2457532	-0.62	1.46	6	0
2457533	 1.36	1.52	8	0
2457534	-1.09	1.12	11	0
2457535	 0.09	1.04	14	0
2457536	 0.91	1.34	7	0
2457537	-2.45	1.33	10	0
2457538	-2.88	1.00	16	0
2457539	-2.51	0.90	15	0
2457540	-2.32	1.04	11	0
2457541	 5.50	1.50	6	0
2457542	-1.31	1.30	14	0
2457543	 2.26	1.05	11	0
2457544	-0.13	1.26	7	0
2457545	 0.69	1.53	6	0
2457546	 0.18	3.43	0	1
2457547	 0.18	3.43	0	1
2457548	 0.18	3.43	0	1
2457549	 0.18	3.43	2	1
2457550	-2.34	1.52	10	0
2457551	 0.18	3.43	0	1
2457552	 1.48	1.32	7	0
2457553	 0.97	0.90	15	0
2457554	 0.04	1.04	11	0
2457555	-6.01	0.92	14	0
2457556	-0.84	0.97	13	0
2457557	 0.79	1.84	9	0
2457558	11.73	0.99	13	0
2457559	 0.28	0.88	15	0
2457560	 0.18	3.43	0	1
2457561	 0.18	3.43	0	1
2457562	 0.18	3.43	0	1
2457563	 1.68	1.28	8	0
2457564	-2.45	0.93	15	0
2457565	 0.58	1.24	9	0
2457566	 0.18	3.43	2	1
2457567	 2.35	4.11	3	0
2457568	 0.18	3.43	0	1
2457569	-0.15	1.70	5	0
2457570	-1.16	1.77	7	0
2457571	 1.32	2.62	8	0
2457572	-1.64	1.23	9	0
2457573	 1.29	1.96	10	0
2457574	 0.90	1.07	11	0
2457575	 0.58	1.07	10	0
2457576	 0.18	3.43	0	1
2457577	 0.18	3.43	0	1
2457578	 0.18	3.43	0	1
2457579	 0.18	3.43	0	1
2457580	 0.18	3.43	0	1
2457581	 0.18	3.43	0	1
2457582	 0.18	3.43	0	1
2457583	 1.92	1.94	4	0
2457584	-3.90	1.28	8	0
2457585	-2.03	1.42	6	0
2457586	-1.71	1.30	8	0
2457587	 3.21	1.02	12	0
2457588	-1.75	0.97	13	0
2457589	 0.18	3.43	0	1
2457590	 0.18	3.43	0	1
2457591	 1.86	1.08	10	0
2457592	 4.99	1.67	5	0
2457593	 0.78	1.45	6	0
2457594	 0.39	1.39	11	0
2457595	 4.83	1.02	12	0
2457596	 1.10	0.78	22	0
2457597	 2.09	0.94	15	0
2457598	 0.18	3.43	0	1
2457599	 0.18	3.43	0	1
2457600	 0.18	3.43	0	1
2457601	 0.18	3.43	0	1
2457602	 0.18	3.43	0	1
2457603	-2.04	2.28	5	0
2457604	-0.65	1.91	9	0
2457605	-0.34	0.87	17	0
2457606	-3.89	1.49	6	0
2457607	-0.52	1.48	12	0
2457608	-0.31	1.25	9	0
2457609	 0.18	3.43	2	1
2457610	-0.67	1.14	10	0
2457611	 5.56	1.20	10	0
2457612	-1.09	1.18	9	0
2457613	-4.04	1.15	11	0
2457614	-2.00	1.64	5	0
2457615	 0.77	1.86	6	0
2457616	 0.18	3.43	0	1
2457617	-1.88	0.80	21	0
2457618	-0.58	1.21	9	0
2457619	-1.04	0.94	15	0
2457620	-2.15	0.84	19	0
2457621	-0.85	0.88	18	0
2457622	 2.34	0.97	21	0
2457623	-2.49	0.96	15	0
2457624	 0.18	3.43	0	1
2457625	-1.92	0.84	19	0
2457626	-0.83	0.86	18	0
2457627	 1.82	2.63	4	0
2457628	-3.91	0.96	17	0
2457629	-2.05	1.04	24	0
2457630	-2.58	0.78	22	0
2457631	-1.49	0.90	16	0
2457632	 0.13	1.23	14	0
2457633	-5.10	0.81	27	0
2457634	-2.83	0.68	27	0
2457635	-3.73	0.70	26	0
2457636	-3.67	0.69	27	0
2457637	 0.18	3.43	0	1
2457638	 0.18	3.43	0	1
2457639	 0.18	3.43	0	1
2457640	 0.18	3.43	0	1
2457641	-7.78	1.47	7	0
2457642	-2.42	1.04	16	0
2457643	-3.42	0.96	17	0
2457644	 0.19	0.79	24	0
2457645	-2.84	1.17	11	0
2457646	 0.53	0.75	21	0
2457647	-3.07	0.84	30	0
2457648	 1.67	1.37	7	0
2457649	 0.65	1.06	11	0
2457650	-3.59	0.81	19	0
2457651	 0.18	3.43	0	1
2457652	-2.33	0.81	25	0
2457653	-0.67	0.90	19	0
2457654	-4.34	0.70	26	0
2457655	-2.71	0.77	23	0
2457656	-0.60	0.74	23	0
2457657	 0.48	0.88	23	0
2457658	-3.32	0.98	13	0
2457659	 3.82	0.97	13	0
2457660	 0.18	3.43	0	1
2457661	 0.18	3.43	2	1
2457662	 0.18	3.43	2	1
2457663	 0.18	3.43	0	1
2457664	 0.18	3.43	0	1
2457665	-2.87	0.97	15	0
2457666	 0.18	3.43	0	1
2457667	 0.18	3.43	0	1
2457668	 0.18	3.43	0	1
2457669	 0.18	3.43	0	1
2457670	 0.18	3.43	0	1
2457671	 0.18	3.43	0	1
2457672	 0.26	0.76	21	0
2457673	 2.23	0.73	22	0
2457674	 0.18	3.43	0	1
2457675	 0.18	3.43	0	1
2457676	-1.20	0.83	25	0
2457677	 4.75	0.77	22	0
2457678	 4.75	0.66	35	0
2457679	 3.59	1.33	8	0
2457680	 0.18	3.43	0	1
2457681	 0.18	3.43	0	1
2457682	 0.18	3.43	0	1
2457683	 0.18	3.43	0	1
2457684	 2.99	1.71	5	0
2457685	 2.32	1.15	13	0
2457686	 0.18	3.43	0	1
2457687	 0.18	3.43	0	1
2457688	 6.41	0.85	19	0
2457689	 4.93	0.64	31	0
2457690	 1.94	0.90	15	0
2457691	 4.09	0.60	33	0
2457692	 0.60	0.59	34	0
2457693	 1.67	0.65	31	0
2457694	 2.54	0.76	21	0
2457695	 1.52	0.62	33	0
2457696	 0.18	3.43	0	1
2457697	 0.18	3.43	0	1
2457698	-1.74	0.88	20	0
2457699	-2.05	0.78	23	0
2457700	 0.18	3.43	0	1
2457701	-0.60	1.04	12	0
2457702	 0.18	3.43	0	1
2457703	-2.41	0.62	31	0
2457704	 0.85	0.50	50	0
2457705	 0.78	0.72	30	0
2457706	-1.64	0.83	29	0
2457707	 0.18	3.43	1	1
2457708	 0.18	3.43	0	1
2457709	 2.39	0.79	23	0
2457710	-2.10	2.14	3	0
2457711	 1.31	0.92	20	0
2457712	 1.40	0.79	19	0
2457713	 0.18	3.43	0	1
2457714	 0.18	3.43	0	1
2457715	 0.18	3.43	0	1
2457716	 0.18	3.43	0	1
2457717	 0.18	3.43	0	1
2457718	 0.18	3.43	0	1
2457719	 0.18	3.43	0	1
2457720	 0.18	3.43	0	1
2457721	 0.18	3.43	0	1
2457722	 0.18	3.43	0	1
2457723	 0.18	3.43	0	1
2457724	 0.18	3.43	0	1
2457725	 0.18	3.43	0	1
2457726	 0.18	3.43	0	1
2457727	 0.18	3.43	0	1
2457728	 0.18	3.43	0	1
2457729	 0.18	3.43	0	1
2457730	 0.18	3.43	0	1
2457731	 0.18	3.43	0	1
2457732	 0.18	3.43	0	1
2457733	 0.18	3.43	0	1
2457734	 0.18	3.43	0	1
2457735	-4.12	0.91	20	0
2457736	 0.18	3.43	2	1
2457737	 0.18	3.43	0	1
2457738	-2.17	1.70	8	0
2457739	 0.18	3.43	0	1
2457740	 0.18	3.43	0	1
2457741	 0.18	3.43	0	1
2457742	 0.18	3.43	0	1
2457743	 0.18	3.43	0	1
2457744	 0.18	3.43	0	1
2457745	 0.18	3.43	0	1
2457746	-5.57	3.53	4	0
2457747	-3.69	2.03	6	0
2457748	 0.18	1.33	7	0
2457749	 0.18	3.43	0	1
2457750	 0.18	3.43	0	1
2457751	 0.18	3.43	0	1
2457752	 0.86	0.95	14	0
2457753	-0.34	1.02	12	0
2457754	-1.51	0.72	23	0
2457755	-2.46	1.15	12	0
2457756	 0.76	0.73	24	0
2457757	 0.77	2.42	3	0
2457758	 0.18	3.43	0	1
2457759	-3.76	1.34	7	0
2457760	-1.36	0.79	39	0
2457761	-0.54	0.63	30	0
2457762	 0.08	0.80	18	0
2457763	-0.46	0.90	15	0
2457764	 0.18	3.43	0	1
2457765	 0.18	3.43	0	1
2457766	-0.12	0.79	24	0
2457767	 0.44	2.15	3	0
2457768	-1.42	0.83	18	0
2457769	 3.02	2.50	6	0
2457770	 0.18	3.43	0	1
2457771	-3.73	1.17	12	0
2457772	 0.18	3.43	0	1
2457773	 0.18	3.43	0	1
2457774	 0.18	3.43	0	1
2457775	 0.18	3.43	0	1
2457776	 0.18	3.43	0	1
2457777	 0.18	3.43	0	1
2457778	 0.18	3.43	0	1
2457779	-1.84	0.62	32	0
2457780	 0.18	3.43	0	1
2457781	 0.18	3.43	0	1
2457782	 0.18	3.43	0	1
2457783	 0.18	3.43	0	1
2457784	 0.18	3.43	0	1
2457785	 0.18	3.43	0	1
2457786	 0.18	3.43	2	1
2457787	-2.14	1.09	12	0
2457788	-1.48	1.12	14	0
2457789	 0.18	3.43	0	1
2457790	-0.03	0.86	17	0
2457791	 0.63	0.71	25	0
2457792	-0.75	1.22	10	0
2457793	-2.41	0.89	30	0
2457794	 0.40	1.04	12	0
2457795	 0.18	3.43	0	1
2457796	 0.18	3.43	0	1
2457797	 0.18	3.43	0	1
2457798	-0.21	0.74	35	0
2457799	-0.29	0.72	23	0
2457800	 0.94	0.71	29	0
2457801	 0.18	3.43	1	1
2457802	-0.30	1.12	9	0
2457803	 0.18	3.43	0	1
2457804	 0.18	3.43	0	1
2457805	 0.18	3.43	0	1
2457806	 0.50	0.74	24	0
2457807	 0.18	3.43	0	1
2457808	-1.26	2.32	5	0
2457809	 0.18	3.43	0	1
2457810	 0.18	3.43	0	1
2457811	 0.18	3.43	0	1
2457812	 0.18	3.43	0	1
2457813	 0.18	3.43	0	1
2457814	-0.12	1.13	13	0
2457815	 0.43	1.19	10	0
2457816	 0.18	3.43	0	1
2457817	-1.00	1.02	12	0
2457818	 3.31	1.44	7	0
2457819	 2.95	1.16	21	0
2457820	 0.18	3.43	0	1
2457821	 2.22	0.97	12	0
2457822	 5.70	0.80	17	0
2457823	 4.29	1.10	9	0
2457824	 3.48	0.72	26	0
2457825	 7.69	2.99	3	0
2457826	 0.18	3.43	0	1
2457827	 0.18	3.43	0	1
2457828	-4.29	0.77	21	0
2457829	-1.49	0.66	31	0
2457830	-2.19	0.99	19	0
2457831	-0.30	2.02	6	0
2457832	-1.86	1.38	6	0
2457833	-0.26	0.96	12	0
2457834	-0.52	1.25	7	0
2457835	 0.18	3.43	0	1
2457836	 0.18	3.43	0	1
2457837	 0.18	3.43	0	1
2457838	 0.18	3.43	0	1
2457839	 0.18	3.43	0	1
2457840	 0.18	3.43	0	1
2457841	 0.18	3.43	0	1
2457842	 0.18	3.43	0	1
2457843	 0.18	3.43	0	1
2457844	 0.18	3.43	0	1
2457845	 0.18	3.43	0	1
2457846	 0.18	3.43	0	1
2457847	 0.18	3.43	0	1
2457848	-1.69	1.19	10	0
2457849	-5.55	1.62	7	0
2457850	 0.18	3.43	1	1
2457851	-2.91	1.14	9	0
2457852	-0.51	0.93	13	0
2457853	 1.22	0.94	13	0
2457854	-0.01	1.60	5	0
2457855	 0.83	0.80	18	0
2457856	 3.59	1.03	11	0
2457857	 3.42	0.72	23	0
2457858	 4.05	0.79	18	0
2457859	 3.35	0.84	24	0
2457860	 3.64	0.91	14	0
2457861	 2.30	0.96	17	0
2457862	 2.46	0.83	17	0
2457863	 3.46	1.82	12	0
2457864	 0.52	1.08	10	0
2457865	 0.18	3.43	1	1
2457866	 0.39	1.21	10	0
2457867	 9.45	1.61	5	0
2457868	 0.18	3.43	0	1
2457869	 0.18	3.43	1	1
2457870	 0.18	3.43	0	1
2457871	 0.18	3.43	0	1
2457872	 0.18	3.43	0	1
2457873	 0.18	3.43	0	1
2457874	 0.18	3.43	0	1
2457875	 0.12	0.91	15	0
2457876	-0.36	1.18	8	0
2457877	 2.77	0.77	19	0
2457878	 4.72	1.64	5	0
2457879	 6.35	1.14	18	0
2457880	 1.90	1.20	8	0
2457881	 3.16	1.74	5	0
2457882	 3.07	1.01	11	0
2457883	 4.21	0.95	14	0
2457884	 0.18	3.43	0	1
2457885	 0.18	3.43	0	1
2457886	 5.22	1.49	6	0
2457887	 2.20	1.05	13	0
2457888	 0.12	1.05	10	0
2457889	 2.21	1.03	12	0
2457890	 3.98	1.10	10	0
2457891	 3.92	1.57	9	0
2457892	-1.06	1.04	11	0
2457893	 0.27	1.03	11	0
2457894	 3.84	1.18	12	0
2457895	 0.18	3.43	1	1
2457896	 2.60	1.10	10	0
2457897	 1.59	1.68	7	0
2457898	 2.97	1.06	11	0
2457899	 0.18	3.43	0	1
2457900	 0.18	3.43	0	1
2457901	 6.65	1.45	6	0
2457902	 0.18	3.43	0	1
2457903	 0.18	3.43	0	1
2457904	 0.18	3.43	1	1
2457905	 2.25	1.06	10	0
2457906	 0.18	3.43	1	1
2457907	 0.43	0.96	13	0
2457908	 0.18	3.43	0	1
2457909	 2.82	1.34	12	0
2457910	 2.32	1.74	12	0
2457911	-1.27	1.24	8	0
2457912	-0.20	1.30	11	0
2457913	 0.18	3.43	0	1
2457914	-3.09	1.15	15	0
2457915	 0.81	1.09	13	0
2457916	 0.83	1.69	8	0
2457917	 0.18	3.43	0	1
2457918	 1.05	1.46	8	0
2457919	 6.32	1.99	7	0
2457920	 4.80	1.29	11	0
2457921	 8.45	1.12	9	0
2457922	 3.56	0.77	20	0
2457923	 0.18	3.43	1	1
2457924	 4.06	1.51	9	0
2457925	 0.18	3.43	0	1
2457926	 0.18	3.43	0	1
2457927	 0.18	3.43	0	1
2457928	 4.21	1.21	8	0
2457929	 0.18	3.43	0	1
2457930	 9.31	2.14	3	0
2457931	 3.78	2.01	3	0
2457932	 0.18	3.43	0	1
2457933	 0.18	3.43	0	1
2457934	 5.77	1.48	15	0
2457935	-8.24	0.91	14	0
2457936	-8.01	1.08	12	0
2457937	-8.73	1.07	13	0
2457938	-6.80	1.67	7	0
2457939	-8.23	1.13	10	0
2457940	 0.18	3.43	0	1
2457941	 0.18	3.43	0	1
2457942	-1.54	1.29	13	0
2457943	-6.34	1.29	12	0
2457944	-2.08	1.02	13	0
2457945	-4.32	0.91	14	0
2457946	-6.67	0.90	16	0
2457947	-0.84	1.19	9	0
2457948	 4.04	0.97	13	0
2457949	-7.50	0.90	15	0
2457950	-2.51	0.95	19	0
2457951	 1.88	0.95	13	0
2457952	 0.18	3.43	0	1
2457953	 4.04	1.40	6	0
2457954	-1.50	1.49	14	0
2457955	-8.20	1.12	10	0
2457956	 0.96	1.20	14	0
2457957	 0.18	3.43	0	1
2457958	-2.07	1.15	9	0
2457959	-0.37	1.49	13	0
2457960	 4.66	0.74	21	0
2457961	 6.71	0.78	18	0
2457962	 6.61	0.73	21	0
2457963	 5.50	0.95	15	0
2457964	 3.49	0.82	17	0
2457965	 4.59	1.03	20	0
2457966	 0.18	3.43	1	1
2457967	 0.18	3.43	0	1
2457968	 2.63	0.77	19	0
2457969	 3.60	0.97	16	0
2457970	 2.54	0.89	14	0
2457971	 1.74	0.79	18	0
2457972	 3.27	1.63	5	0
2457973	 0.18	3.43	0	1
2457974	 2.57	1.15	9	0
2457975	 3.22	1.15	10	0
2457976	 7.73	1.39	14	0
2457977	 4.73	1.15	12	0
2457978	 0.18	3.43	0	1
2457979	 4.31	0.93	13	0
2457980	 3.40	1.62	5	0
2457981	 1.30	0.95	13	0
2457982	-0.35	0.95	15	0
2457983	 0.18	3.43	0	1
2457984	 0.18	3.43	0	1
2457985	-6.78	1.15	15	0
2457986	 1.67	1.08	16	0
2457987	 3.74	0.91	16	0
2457988	-0.12	2.19	3	0
2457989	 1.60	1.65	7	0
2457990	-2.59	1.00	16	0
2457991	 0.18	3.43	0	1
2457992	 0.18	3.43	0	1
2457993	 0.18	3.43	1	1
2457994	 0.18	3.43	0	1
2457995	 0.18	3.43	0	1
2457996	 0.18	3.43	0	1
2457997	-10.13	0.86	16	0
2457998	 0.18	3.43	2	1
2457999	-9.77	1.16	16	0
2458000	-8.22	0.73	22	0
2458001	-9.54	0.85	17	0
2458002	-8.93	0.88	15	0
2458003	 0.18	3.43	0	1
2458004	 0.18	3.43	0	1
2458005	 3.40	0.85	19	0
2458006	 5.06	0.94	14	0
2458007	 4.54	0.77	19	0
2458008	 2.60	0.98	12	0
2458009	 4.88	0.77	20	0
2458010	 3.64	0.83	16	0
2458011	 0.18	3.43	0	1
2458012	 0.18	3.43	0	1
2458013	 0.18	3.43	0	1
2458014	 0.18	3.43	0	1
2458015	 0.18	3.43	0	1
2458016	 0.18	3.43	0	1
2458017	 3.09	0.97	12	0
2458018	 3.66	1.09	10	0
2458019	 0.18	3.43	2	1
2458020	 7.13	1.20	8	0
2458021	 3.65	0.97	12	0
2458022	 2.80	1.10	11	0
2458023	 3.62	1.02	20	0
2458024	 0.18	3.43	1	1
2458025	 2.00	1.28	7	0
2458026	 0.52	0.98	13	0
2458027	 4.54	0.74	22	0
2458028	 5.81	1.61	11	0
2458029	 0.63	1.13	10	0
2458030	-6.67	0.98	13	0
2458031	-4.74	1.19	13	0
2458032	-4.19	1.13	13	0
2458033	-4.97	1.04	13	0
2458034	 0.71	1.80	11	0
2458035	-5.72	2.94	9	0
2458036	 0.18	3.43	0	1
2458037	 0.18	3.43	0	1
2458038	 0.18	3.43	0	1
2458039	 0.18	3.43	0	1
2458040	-3.36	1.47	6	0
2458041	 0.18	3.43	1	1
2458042	 0.18	3.43	1	1
2458043	 0.18	3.43	1	1
2458044	 0.18	3.43	0	1
2458045	 0.18	3.43	0	1
2458046	 0.18	3.43	0	1
2458047	 5.40	2.16	10	0
2458048	 2.72	0.93	14	0
2458049	 2.10	1.49	6	0
2458050	 4.92	1.61	14	0
2458051	 5.87	1.36	13	0
2458052	 4.29	0.94	14	0
2458053	 3.99	1.11	10	0
2458054	 2.56	1.13	9	0
2458055	 2.21	0.95	16	0
2458056	 1.67	1.05	10	0
2458057	-0.32	0.81	17	0
2458058	 1.45	1.08	10	0
2458059	 4.65	0.98	16	0
2458060	 5.44	0.81	25	0
2458061	 0.18	3.43	0	1
2458062	 0.18	3.43	0	1
2458063	 0.18	3.43	0	1
2458064	 5.87	0.80	18	0
2458065	-0.15	0.96	15	0
2458066	 4.49	0.92	15	0
2458067	 0.18	3.43	0	1
2458068	 0.18	3.43	0	1
2458069	 0.18	3.43	0	1
2458070	 0.18	3.43	0	1
2458071	 0.18	3.43	0	1
2458072	 0.18	3.43	0	1
2458073	 0.18	3.43	0	1
2458074	 0.18	3.43	0	1
2458075	 0.18	3.43	0	1
2458076	 0.18	3.43	0	1
2458077	 0.18	3.43	0	1
