A,e_A
2284.031440259551346,0.016833730397625
30489.056943999195937,0.660438980322665
410.395105500734644,20.290090728487353
7860.195195945911109,264.554040278560137
2310.613937320187688,5394.281888085633909
-478.392836512299255,2.468155612741144
1958.093930823728442,221.527746424609319
-60457.054822385311127,17229.267085230763769
-19202.948684692382812,603452.261269428068772
-19344468.516845703125000,32107278.549556273967028
-8615.622460176236928,85.198855358564046
-23.926748886704445,1904.234486640233399
-14681.538944542407990,28967.400183042867866
93538.580368041992188,407178.925477420270909
-41487.113711476325989,7019.056575844981126
66290.383769035339355,166677.059545394469751
-201741.972770690917969,1703008.986231079092249
7011341.346221923828125,32817610.783279690891504
-3624113.089759826660156,510408.503356332133990
-2922397.549835205078125,5556735.669198968447745
-32365838.777343750000000,105346277.375489652156830
-2447297.892578125000000,17709331.743138097226620
-26633450.808593750000000,323601817.719768047332764
-570463202.468750000000000,937716061.594214797019958
