drv,samp
-32.72466498104586,2.3616035791280865
-29.905851497491312,2.3616035791280865
-34.17750609585528,2.3616035791280865
-25.54585862582826,2.3616035791280865
-22.03145000001132,2.3616035791280865
-11.153735792055159,2.3616035791280865
-43.31191854218014,2.3616035791280865
-27.262062914198395,2.3616035791280865
-26.00382495763006,2.3616035791280865
-32.96439105112768,2.3616035791280865
-37.83481331787334,2.3616035791280865
-30.289080907798052,2.3616035791280865
-26.310470419426565,2.3616035791280865
-15.828286411171575,2.3616035791280865
-40.90447314430821,2.3616035791280865
-24.26256550319522,2.3616035791280865
-17.997544722789826,2.3616035791280865
-17.665415776316877,2.3616035791280865
-29.670208132226435,2.3616035791280865
-39.37918309081397,2.3616035791280865
-28.18959533910038,2.3616035791280865
-25.122413307162788,2.3616035791280865
-33.83266112628917,2.3616035791280865
-27.005621850281386,2.3616035791280865
-22.307561335588616,2.3616035791280865
-44.46552164741752,2.3616035791280865
-20.661763423536286,2.3616035791280865
-27.46334735219807,2.3616035791280865
-31.528033133785357,2.3616035791280865
-36.88382666160214,2.3616035791280865
-15.928221736264277,2.3616035791280865
-30.712534487616722,2.3616035791280865
-21.600984600328957,2.3616035791280865
-32.07346794624118,2.3616035791280865
-28.076138688952597,2.3616035791280865
-25.938182267154843,2.3616035791280865
-49.721358441945085,2.3616035791280865
-33.06045218731742,2.3616035791280865
-30.90439605204574,2.3616035791280865
-18.49066910035981,2.3616035791280865
-37.998713636607135,2.3616035791280865
-20.86263108154435,2.3616035791280865
-28.594265090155204,2.3616035791280865
-21.155541818544407,2.3616035791280865
-30.421089517438304,2.3616035791280865
-36.829978549318184,2.3616035791280865
-31.77008107439542,2.3616035791280865
-31.37865615460032,2.3616035791280865
-36.87522535126391,2.3616035791280865
-36.246853528261454,2.3616035791280865
-33.23247912913848,2.3616035791280865
-26.590247849621846,2.3616035791280865
-31.419529401648106,2.3616035791280865
-32.12619525219725,2.3616035791280865
-23.54514660844052,2.3616035791280865
-20.323058888329797,2.3616035791280865
-44.17499681265417,2.3616035791280865
-27.095320251267367,2.3616035791280865
-20.817834065637726,2.3616035791280865
-45.25695648930059,2.3616035791280865
-31.773815106626444,2.3616035791280865
-28.62706509274676,2.3616035791280865
-32.8455288683399,2.3616035791280865
-32.68876156734359,2.3616035791280865
-28.03424828738798,2.3616035791280865
-41.771219175132956,2.3616035791280865
-45.1929006530836,2.3616035791280865
-29.10689771349098,2.3616035791280865
-43.04246612352881,2.3616035791280865
-30.52591023953164,2.3616035791280865
-27.312415229013823,2.3616035791280865
-36.31276518415734,2.3616035791280865
-48.979849554445536,2.3616035791280865
-32.45263849470848,2.3616035791280865
-33.288325194921526,2.3616035791280865
-37.385450804445554,2.3616035791280865
-34.69087001262051,2.3616035791280865
-41.00139012845648,2.3616035791280865
-37.683296423088905,2.3616035791280865
-10.521099698045873,2.3616035791280865
-27.05691431367495,2.3616035791280865
-26.19083058594856,2.3616035791280865
-39.43180641283402,2.3616035791280865
-28.63115225064371,2.3616035791280865
-20.786946556526345,2.3616035791280865
-16.68618903757988,2.3616035791280865
-28.774032433882212,2.3616035791280865
-27.17046035366252,2.3616035791280865
-25.570974714633394,2.3616035791280865
-17.285072634713288,2.3616035791280865
-46.81537955304168,2.3616035791280865
-36.88974593373939,2.3616035791280865
-41.62880112605319,2.3616035791280865
-38.02857112840218,2.3616035791280865
-15.276446073890611,2.3616035791280865
-19.959066502778967,2.3616035791280865
-44.380904384067435,2.3616035791280865
-23.074823046170934,2.3616035791280865
-28.263279591366057,2.3616035791280865
-34.28029656588495,2.3616035791280865
-44.72143191434133,2.3616035791280865
-21.762256391912132,2.3616035791280865
-27.90085982572171,2.3616035791280865
-35.019933230646984,2.3616035791280865
-37.54525266778893,2.3616035791280865
-34.17004173210603,2.3616035791280865
-32.2451678331538,2.3616035791280865
-25.614917165908537,2.3616035791280865
-39.53916963231734,2.3616035791280865
-28.886101108950584,2.3616035791280865
-27.948370801311512,2.3616035791280865
-23.542447493347026,2.3616035791280865
-25.045229574553787,2.3616035791280865
-22.19917904673025,2.3616035791280865
-25.345015238352744,2.3616035791280865
-32.614040971511486,2.3616035791280865
-28.133938835410618,2.3616035791280865
-35.30758945211437,2.3616035791280865
-48.299981168343265,2.3616035791280865
-20.552213479278635,2.3616035791280865
-28.70800146626698,2.3616035791280865
-40.78706030708008,2.3616035791280865
-36.37218694192643,2.3616035791280865
-26.875305852418023,2.3616035791280865
-21.27192396849341,2.3616035791280865
-40.88240707166233,2.3616035791280865
-10.54288532422197,2.3616035791280865
-29.794242855577068,2.3616035791280865
-26.783837890226096,2.3616035791280865
-38.979039122526046,2.3616035791280865
-19.61714445393727,2.3616035791280865
-20.671525643240784,2.3616035791280865
-31.843443232217396,2.3616035791280865
-31.16754888153264,2.3616035791280865
-18.891278765619973,2.3616035791280865
-21.080206514670408,2.3616035791280865
-33.6228972264762,2.3616035791280865
-27.625215853098325,2.3616035791280865
-39.356074244180945,2.3616035791280865
-34.73125722582563,2.3616035791280865
-25.61209328842824,2.3616035791280865
-5.526166457785621,2.3616035791280865
-24.578383503106124,2.3616035791280865
-34.73074435403123,2.3616035791280865
-20.456794803217235,2.3616035791280865
-24.667996234607926,2.3616035791280865
-41.399589060542894,2.3616035791280865
-37.83988527684687,2.3616035791280865
-18.167611508358277,2.3616035791280865
-26.285416526936388,2.3616035791280865
-24.11569823752143,2.3616035791280865
-26.32929706594132,2.3616035791280865
-25.355172522511566,2.3616035791280865
-27.032831797488143,2.3616035791280865
-34.38701833658433,2.3616035791280865
-38.11939948541931,2.3616035791280865
-24.447510488213084,2.3616035791280865
-23.997597816734014,2.3616035791280865
-24.98625998282114,2.3616035791280865
-17.82035279938009,2.3616035791280865
-17.722993830602718,2.3616035791280865
-31.75180391001504,2.3616035791280865
-28.459777761736404,2.3616035791280865
-30.314751059294395,2.3616035791280865
-37.538350744309355,2.3616035791280865
-38.44359119821547,2.3616035791280865
-31.125220477018047,2.3616035791280865
-30.175031633722938,2.3616035791280865
-28.335549318787344,2.3616035791280865
-23.16118246573842,2.3616035791280865
-22.539260662560082,2.3616035791280865
-12.390585164996992,2.3616035791280865
-41.63257759556109,2.3616035791280865
-29.91095773755842,2.3616035791280865
-35.29705142215607,2.3616035791280865
-37.83124169966868,2.3616035791280865
-33.86149200786622,2.3616035791280865
-38.63334462916464,2.3616035791280865
-20.674536115407136,2.3616035791280865
-30.478140384738253,2.3616035791280865
-26.497125492520354,2.3616035791280865
-41.92277173990988,2.3616035791280865
-20.89773625637099,2.3616035791280865
-32.72110323841116,2.3616035791280865
-27.90390248436961,2.3616035791280865
-23.57986948445432,2.3616035791280865
-22.83310582165177,2.3616035791280865
-35.40681508288435,2.3616035791280865
-24.481702283441336,2.3616035791280865
-25.381750818927685,2.3616035791280865
-26.92935099902752,2.3616035791280865
-50.7074069974733,2.3616035791280865
-30.281678129624197,2.3616035791280865
-37.74833175930871,2.3616035791280865
-32.82124139056032,2.3616035791280865
-34.90324005043658,2.3616035791280865
-31.25835339805235,2.3616035791280865
-33.387908827820866,2.3616035791280865
-28.645160419715467,2.3616035791280865
-31.159949034525198,2.3616035791280865
-32.954947644911954,2.3616035791280865
