wlc,wll,posc,posm,posme,posmy,order,flag
5175.75448229,5175.76055339,0.00000000,1537.00000000,0.00000000,25.58110657,118,4
5182.11001956,5182.10933371,1813.02518885,1813.05548978,0.01564940,30.38208308,118,0
5182.32190581,5182.32049588,1822.35954999,1822.42191024,0.01459889,30.51628015,118,0
5186.01368951,5186.01505343,1987.47588600,1987.41428373,0.04456447,32.58670065,118,0
5186.15955009,5186.15775082,0.00000000,1994.00000000,0.00000000,32.65802306,118,4
5190.64763493,5190.64778331,2199.55510177,2199.54821233,0.03424678,34.46194813,118,0
5192.95923447,5192.95913527,2307.61235017,2307.61702159,0.01911357,35.09011793,118,0
5193.44820033,5193.44805687,2330.67062569,2330.67740166,0.02487206,35.19620335,118,0
5195.34873521,5195.34150094,0.00000000,2421.00000000,0.00000000,35.51807399,118,4
5199.44384788,5199.44224981,2619.41082092,2619.48935397,0.03335562,35.70683087,118,0
5202.91226904,5202.90437392,0.00000000,2792.02674302,0.04867250,35.29616191,118,0
5204.64794454,5204.63842920,0.00000000,2880.00000000,0.00000000,34.88056586,118,4
5206.60746875,5206.61196877,0.00000000,2980.69868660,0.06318347,34.23229786,118,0
5207.46032826,5207.44655664,0.00000000,3025.00000000,0.00000000,33.88819662,118,4
5209.23704801,5209.23637960,3118.17768887,3118.21300614,0.02725276,33.04516028,118,0
5214.17129307,5214.18357616,0.00000000,1294.00000000,0.00000000,54.59540949,117,4
5216.63091668,5216.63177488,1395.90805265,1395.87229165,0.01701735,57.03634350,117,0
5218.38621719,5218.38634606,1469.32228398,1469.31686841,0.01560506,58.67926986,117,0
5220.00073785,5220.00089976,1537.45784899,1537.45099085,0.02289215,60.11492276,117,0
5227.94300933,5227.94224367,1880.98830925,1881.02214445,0.02908279,66.03305692,117,0
5231.75446478,5231.75142885,0.00000000,2051.27172852,0.00000000,68.13378507,117,2
5180.41859957,5232.45594910,0.00000000,-1.00000000,0.00000000,8.60501610,117,4
5233.62679961,5233.62651274,2136.26125701,2136.27435439,0.01874751,68.97328854,117,0
5234.25994655,5234.25993874,2165.23604230,2165.23640038,0.01049198,69.22730876,117,0
5235.61620890,5235.61642150,2227.66894398,2227.65911964,0.05177017,69.71932535,117,0
5240.81735649,5240.81717539,2471.90892634,2471.91757463,0.02679600,70.91320623,117,0
5241.46980278,5241.46900990,2503.10885013,2503.14688312,0.03472784,70.98161774,117,0
