2458053.583610 -6.799134 1.134308 7.980290 0.341388 1.198632 1.081716 18.782034 0.017476
2458056.564460 -16.302448 1.293978 -4.272240 0.261209 -20.557132 1.267340 17.800862 0.017555
2458059.579490 3.005315 1.408611 5.699720 0.535038 8.722671 1.303042 16.711710 0.017635
2458329.660380 3.761947 1.516820 0.291593 0.373188 4.078348 1.470195 19.679661 0.024808
2458336.633290 -7.284037 1.168799 4.995920 0.395535 -2.263124 1.099838 21.632035 0.024993
2458366.560590 8.040002 1.597823 8.679900 0.478655 16.745690 1.524444 26.414264 0.025788
2458382.622450 7.266369 1.803369 7.232890 0.422758 14.525474 1.753116 26.181454 0.026214
2458383.665820 9.116563 1.394730 1.701320 0.433632 10.844125 1.325608 26.041362 0.026242
2458389.620860 -14.692615 0.906455 -8.361390 0.286130 -23.027604 0.860110 25.487253 0.026400
2458391.664290 1.822103 1.366072 9.100350 0.439888 10.948908 1.293311 25.155898 0.026454
2458393.612730 -7.730748 1.104883 1.771670 0.222953 -5.932572 1.082154 24.942924 0.026506
2458417.589170 -11.378711 1.253873 -3.144460 0.324788 -14.496028 1.211078 19.175289 0.027143
2458451.592220 -23.912063 1.324183 5.024910 0.452562 -18.859107 1.244447 5.477786 0.028046
2458475.501060 -22.804809 1.460818 -4.038090 0.578460 -26.814218 1.341407 -5.662739 0.028681
2458477.541270 -26.955966 1.386547 2.407410 0.431868 -24.519821 1.317575 -6.660720 0.028735
2458478.443580 -15.026212 1.439163 7.501290 0.405623 -7.496163 1.380819 -6.933690 0.028759
2458494.501830 -33.472301 2.364483 0.071841 0.427858 -33.371274 2.325450 -14.056575 0.029185
2458499.437490 -0.306590 1.508654 -8.412590 0.413823 -8.689864 1.450788 -15.919691 0.029316
2458500.344270 -2.235569 1.902197 5.741500 0.429079 3.535272 1.853172 -16.126708 0.029341
2458540.336320 -16.622985 1.523376 1.309000 0.381727 -15.283582 1.474775 -26.176270 0.030403
2458541.377350 -17.428874 1.341628 0.349337 0.345065 -17.049107 1.296494 -26.337116 0.030430
2458558.387450 -16.875363 1.170594 6.306320 0.303909 -10.538161 1.130455 -26.777511 0.030882
2458564.297240 -19.566034 2.382290 1.910460 0.320529 -17.624535 2.360628 -26.278944 0.031039
2458727.657600 -18.788230 1.574935 0.595969 0.591268 -18.156884 1.459733 26.058747 0.035377
2458735.701230 -0.878711 1.601866 -1.488080 0.217647 -2.331200 1.587011 26.392974 0.035591
2458762.595930 -16.385357 1.157755 2.264800 0.317896 -14.084252 1.113256 24.317562 0.036305
2458767.574760 -0.403438 1.372302 8.196870 0.489208 7.829869 1.282142 23.333466 0.036437
2458772.564950 -11.257367 1.248874 -0.791139 0.432359 -12.011936 1.171645 22.167208 0.036570
2458774.555050 -7.557451 1.249513 -2.549340 0.459210 -10.070168 1.162071 21.664656 0.036623
2458784.589110 -5.763215 1.622363 -8.050030 0.355551 -13.776355 1.582923 18.615332 0.036889
2458785.639140 -0.243502 1.740356 1.791050 0.378477 1.584465 1.698704 18.187216 0.036917
