
jd,d_a,d_a_std,d_b,d_b_std,dd,dd_std,tccd,t1,t2,t3,t4,t5,t6,t7,t8,p,dd_rv,date
58203.633866,0.030689,0.017083,0.029203,0.016036,0.078380,0.019203,-113.231881,10.760786,10.588500,10.587214,10.419071,10.369214,10.290333,10.384333,10.258357,0.000020,98.034305,2018-03-26
58204.678484,0.026241,0.017484,0.025349,0.015297,0.077822,0.018465,-113.235536,10.762071,10.589857,10.588643,10.420214,10.371500,10.293067,10.387067,10.260571,0.000022,97.527408,2018-03-27
58205.591146,0.022909,0.016411,0.022271,0.015802,0.077596,0.019205,-113.235750,10.762923,10.590357,10.589308,10.421846,10.372214,10.294071,10.387929,10.261769,0.000021,96.862373,2018-03-28
58206.695382,0.001614,0.020107,0.001082,0.018770,0.077528,0.018724,-113.232479,10.761500,10.589067,10.588214,10.419429,10.370786,10.292286,10.385600,10.259929,0.000021,96.946857,2018-03-29
58207.739479,-0.016377,0.022529,-0.017846,0.022274,0.078340,0.019488,-113.232768,10.757571,10.585000,10.584071,10.415357,10.366714,10.288067,10.381600,10.255214,0.000021,97.844342,2018-03-30
58208.758472,0.000092,0.021322,-0.001415,0.020167,0.078569,0.019071,-113.231665,10.754000,10.581067,10.580600,10.411800,10.362857,10.283929,10.377429,10.250933,0.000020,98.262286,2018-03-31
58209.694282,0.003302,0.019281,0.001411,0.019868,0.078825,0.019156,-113.231667,10.754071,10.581286,10.580000,10.411786,10.363857,10.284933,10.378667,10.252714,0.000023,98.259380,2018-04-01
58210.653553,-0.005951,0.020817,-0.007150,0.019994,0.078208,0.020034,-113.235104,10.751267,10.578533,10.577467,10.408857,10.360071,10.281571,10.375143,10.249200,0.000019,97.679055,2018-04-02
58211.651667,-0.002218,0.020167,-0.003011,0.019948,0.077713,0.018874,-113.233714,10.748714,10.576071,10.575071,10.407000,10.358714,10.279933,10.373143,10.247214,0.000023,97.071644,2018-04-03
58212.614988,0.011662,0.018428,0.011088,0.017577,0.077593,0.018126,-113.233591,10.750200,10.577800,10.576667,10.408333,10.359286,10.280714,10.374714,10.248667,0.000023,96.906146,2018-04-04
58213.607639,0.016230,0.017879,0.015919,0.016801,0.077321,0.018891,-113.235494,10.753533,10.581000,10.579857,10.411571,10.362714,10.284571,10.378643,10.252400,0.000022,96.664782,2018-04-05
58214.592431,0.003349,0.019065,0.002866,0.018536,0.077416,0.018255,-113.234744,10.755571,10.583286,10.581500,10.413500,10.365571,10.287200,10.381200,10.254071,0.000025,96.650529,2018-04-06
58215.795475,-0.007150,0.021854,-0.008195,0.020209,0.077905,0.018601,-113.231896,10.756600,10.584071,10.582867,10.414133,10.366200,10.287429,10.381357,10.254667,0.000022,97.507156,2018-04-07
58216.784132,-0.003458,0.021061,-0.003751,0.020060,0.077248,0.018970,-113.231305,10.754800,10.581933,10.580933,10.412286,10.363714,10.284571,10.378357,10.251800,0.000023,96.503244,2018-04-08
58217.739201,-0.003431,0.021710,-0.005074,0.021110,0.078568,0.018877,-113.231420,10.753733,10.581071,10.579533,10.411200,10.362133,10.283357,10.376929,10.250867,0.000023,98.135763,2018-04-09
58218.755972,-0.031064,0.025494,-0.031536,0.024336,0.077486,0.019721,-113.230903,10.752333,10.579533,10.578667,10.409600,10.361500,10.282714,10.376143,10.250600,0.000023,96.817556,2018-04-10
58219.670162,0.019545,0.017953,0.018100,0.017461,0.078358,0.018551,-113.230877,10.751933,10.579429,10.577933,10.409733,10.359467,10.282286,10.376571,10.249267,0.000094,97.846865,2018-04-11
58220.597847,0.083470,0.008363,0.189796,0.010589,0.078961,0.019056,-113.231333,10.827214,10.654429,10.653357,10.487000,10.436867,10.359667,10.454571,10.327000,0.000000,98.604398,2018-04-12
58221.634421,0.075858,0.009390,0.183210,0.008967,0.078032,0.018408,-113.233091,10.839333,10.666143,10.665467,10.495200,10.446357,10.367500,10.461071,10.334800,0.000001,97.447261,2018-04-13
58222.936285,0.030239,0.013618,0.137355,0.004368,0.078253,0.018184,-113.231222,10.820933,10.648000,10.646667,10.478000,10.428500,10.348857,10.442714,10.316733,0.000002,97.678667,2018-04-14
58223.808773,0.010942,0.015887,0.119010,0.003830,0.077280,0.018449,-113.230562,10.808786,10.636071,10.635000,10.465357,10.417600,10.337800,10.431143,10.305429,0.000001,96.677295,2018-04-15
58224.657847,-0.008071,0.018599,0.099355,0.007419,0.077943,0.019241,-113.230256,10.797467,10.625200,10.623600,10.454067,10.406286,10.326857,10.420000,10.294400,0.000001,97.340699,2018-04-16
58225.617836,-0.019192,0.020339,0.089610,0.007708,0.076470,0.018765,-113.232054,10.789643,10.616643,10.615929,10.446643,10.398214,10.319067,10.412400,10.287286,0.000002,95.670764,2018-04-17
58226.520787,-0.027135,0.021481,0.080252,0.009052,0.077943,0.018694,-113.231187,10.784200,10.611500,10.610600,10.442067,10.393067,10.314214,10.407500,10.281933,0.000001,97.457157,2018-04-18
58228.585891,-0.081371,0.028523,0.027262,0.016172,0.076782,0.017758,-113.230636,10.778600,10.606429,10.604867,10.436133,10.387733,10.308500,10.402714,10.275800,0.000002,96.030650,2018-04-20
58229.759896,-0.093212,0.028900,0.015074,0.018006,0.077130,0.018644,-113.231280,10.772533,10.599714,10.598533,10.429867,10.381067,10.302067,10.395643,10.269714,0.000002,96.262895,2018-04-21
58230.783148,-0.099895,0.029524,0.009074,0.017940,0.076437,0.018691,-113.230253,10.767933,10.594643,10.594133,10.425133,10.376929,10.297429,10.391571,10.265467,0.000002,95.545601,2018-04-22
58231.690463,-0.100278,0.030685,0.007838,0.018486,0.077394,0.018834,-113.231030,10.765000,10.592786,10.591357,10.422929,10.374400,10.295267,10.389071,10.263214,0.000002,96.745916,2018-04-23
58232.678160,-0.107351,0.031714,0.001413,0.019042,0.076575,0.018801,-113.229649,10.762000,10.589200,10.588000,10.418857,10.370286,10.290786,10.385333,10.259133,0.000002,95.901387,2018-04-24
58233.722546,-0.105959,0.031094,0.002133,0.019946,0.077280,0.019622,-113.229357,10.761000,10.588571,10.587429,10.419071,10.369857,10.290333,10.384400,10.258429,0.000002,96.589012,2018-04-25
58234.658738,-0.096211,0.029944,0.012248,0.017733,0.076863,0.018161,-113.234327,10.762143,10.589429,10.588286,10.420143,10.370733,10.292533,10.386143,10.259429,0.000002,96.191637,2018-04-26
58235.649178,-0.099819,0.029803,0.008360,0.018920,0.077201,0.017790,-113.231458,10.762500,10.590000,10.588714,10.420643,10.371357,10.292067,10.386333,10.260500,0.000002,96.363462,2018-04-27
58236.806146,-0.118736,0.033344,-0.010499,0.021700,0.077121,0.018406,-113.229619,10.760643,10.588267,10.587143,10.418143,10.368929,10.290571,10.384200,10.258286,0.000002,96.411415,2018-04-28
58237.729919,-0.111857,0.033371,-0.003874,0.022115,0.077385,0.018275,-113.229393,10.757929,10.585000,10.584143,10.415571,10.366214,10.287571,10.381467,10.254929,0.000002,96.682445,2018-04-29
58238.825683,-0.094515,0.029842,0.012627,0.019681,0.077956,0.019568,-113.232708,10.758267,10.584786,10.584600,10.416467,10.367733,10.288929,10.382786,10.256267,0.000002,97.376051,2018-04-30
58239.827118,-0.096181,0.030819,0.010686,0.020197,0.078597,0.019142,-113.229095,10.756429,10.583571,10.582214,10.413857,10.365533,10.286400,10.380214,10.253857,0.000003,98.144481,2018-05-01
58240.536076,-0.086728,0.029558,0.020615,0.019114,0.077980,0.019439,-113.231068,10.755286,10.582429,10.581643,10.412357,10.364357,10.285786,10.379571,10.253000,0.000002,97.412849,2018-05-02
58241.538229,-0.093483,0.029906,0.014632,0.018608,0.077306,0.019079,-113.231513,10.755800,10.583143,10.581933,10.413600,10.364857,10.286071,10.380071,10.253200,0.000003,96.724296,2018-05-03
58242.526944,-0.084782,0.029128,0.023175,0.017240,0.077554,0.017296,-113.232026,10.759400,10.586933,10.586200,10.418200,10.368786,10.290214,10.383786,10.257933,0.000003,96.981933,2018-05-04
58243.658762,-0.070231,0.027197,0.037893,0.015594,0.077273,0.018476,-113.229966,10.761500,10.588600,10.587714,10.419143,10.370571,10.292200,10.385933,10.259429,0.000003,96.564745,2018-05-05
58244.793646,-0.071244,0.026582,0.037038,0.014788,0.077075,0.018019,-113.229280,10.761286,10.589286,10.587857,10.419067,10.370200,10.292000,10.385500,10.259357,0.000003,96.403362,2018-05-06
58245.652940,-0.068809,0.026931,0.039738,0.014819,0.076878,0.018138,-113.230278,10.762857,10.590400,10.589214,10.421000,10.371857,10.293214,10.387133,10.261500,0.000003,96.135108,2018-05-07
58246.672280,-0.068749,0.026648,0.039586,0.014427,0.077079,0.018453,-113.228604,10.762786,10.589933,10.589071,10.420643,10.371143,10.292000,10.386067,10.259786,0.000003,96.333183,2018-05-08
58247.598495,-0.067406,0.026354,0.040764,0.015237,0.077233,0.018857,-113.229089,10.764143,10.591786,10.590929,10.422400,10.373267,10.294067,10.387643,10.262333,0.000002,96.271620,2018-05-09
58248.628299,-0.057039,0.025134,0.051162,0.012950,0.077192,0.018565,-113.229517,10.765500,10.593067,10.592143,10.424071,10.374571,10.295500,10.389400,10.263571,0.000003,96.462953,2018-05-10
58249.550000,-0.069161,0.027042,0.038626,0.014506,0.077749,0.018976,-113.230883,10.765286,10.592667,10.591857,10.423500,10.374929,10.295267,10.389467,10.263714,0.000003,97.256483,2018-05-11
58250.815752,-0.083281,0.028696,0.024857,0.016964,0.077271,0.018449,-113.227667,10.764933,10.592500,10.591533,10.422600,10.374286,10.294571,10.388929,10.263133,0.000003,96.545703,2018-05-12
58251.768854,-0.075628,0.027244,0.032492,0.015609,0.077219,0.018515,-113.229673,10.763933,10.591200,10.590133,10.421214,10.372500,10.293929,10.387643,10.261667,0.000003,96.526520,2018-05-13
58252.521505,-0.071975,0.026862,0.036421,0.015360,0.076957,0.018730,-113.228805,10.763857,10.591533,10.590143,10.422214,10.373143,10.294214,10.388200,10.262429,0.000003,96.092393,2018-05-14
58253.522766,-0.075775,0.028007,0.032331,0.016008,0.077369,0.017964,-113.228477,10.761000,10.588733,10.587571,10.418357,10.369643,10.290929,10.384800,10.259000,0.000004,96.761738,2018-05-15
58254.547049,-0.077526,0.027937,0.030848,0.015963,0.077114,0.018601,-113.227625,10.760000,10.587857,10.585667,10.418067,10.368643,10.289429,10.383143,10.256733,0.000003,96.381015,2018-05-16
58255.681979,-0.075121,0.028146,0.032737,0.016249,0.077425,0.018405,-113.231881,10.760286,10.587667,10.586714,10.418071,10.367571,10.289600,10.383400,10.257357,0.000004,96.728138,2018-05-17
58256.643287,-0.061748,0.025454,0.046420,0.014097,0.077220,0.018442,-113.229887,10.763786,10.591643,10.590200,10.421933,10.372333,10.293571,10.387643,10.261533,0.000004,96.413268,2018-05-18
58257.821447,-0.063575,0.026135,0.043656,0.013985,0.078279,0.018753,-113.227661,10.764786,10.591857,10.591467,10.422867,10.372533,10.293786,10.387500,10.261467,0.000004,97.903516,2018-05-19
58258.819398,-0.058768,0.025343,0.049383,0.013781,0.077301,0.019134,-113.227619,10.767500,10.594857,10.594071,10.425800,10.375800,10.296867,10.390571,10.264143,0.000004,96.475549,2018-05-20
58259.630139,-0.050710,0.024504,0.056794,0.012598,0.077925,0.018648,-113.228972,10.769071,10.596800,10.595500,10.427286,10.377357,10.297800,10.391667,10.266571,0.000004,97.221140,2018-05-21
58260.623542,-0.045571,0.022927,0.063346,0.011121,0.076345,0.018441,-113.230786,10.771143,10.598600,10.597429,10.429500,10.379429,10.300933,10.394600,10.268500,0.000003,95.368673,2018-05-22
58261.743090,-0.035655,0.021942,0.072763,0.009359,0.076927,0.018339,-113.228030,10.777067,10.603933,10.603500,10.434643,10.384857,10.306357,10.401267,10.273857,0.000004,96.153294,2018-05-23
58262.724931,-0.039600,0.022583,0.068755,0.009922,0.077004,0.018342,-113.228987,10.781357,10.609000,10.608071,10.439357,10.390571,10.311133,10.405571,10.279214,0.000003,96.205387,2018-05-24
58263.663935,-0.044207,0.022725,0.063989,0.010920,0.077231,0.018714,-113.226667,10.783533,10.610857,10.610533,10.441133,10.392000,10.313571,10.407500,10.280733,0.000004,96.535824,2018-05-25
58264.673032,-0.042194,0.022971,0.067020,0.010847,0.076182,0.018271,-113.228688,10.782071,10.609867,10.608571,10.439786,10.390000,10.311733,10.405067,10.279286,0.000004,95.114069,2018-05-26
58265.817431,-0.043727,0.023613,0.064426,0.010498,0.077111,0.019098,-113.228315,10.779000,10.606429,10.605200,10.435867,10.386933,10.307500,10.401571,10.275067,0.000004,96.548272,2018-05-27
58266.727373,-0.050247,0.023647,0.058753,0.011822,0.076346,0.018341,-113.227667,10.776867,10.604143,10.603200,10.434200,10.384143,10.305071,10.398786,10.273000,0.000004,95.326500,2018-05-28
58267.721875,-0.054207,0.024535,0.054258,0.012009,0.076836,0.018643,-113.228131,10.772500,10.599714,10.598714,10.430143,10.379600,10.300200,10.394286,10.268714,0.000005,96.104541,2018-05-29
58268.724444,-0.041440,0.023112,0.067460,0.010380,0.076485,0.018496,-113.226656,10.772143,10.599267,10.598857,10.429714,10.378786,10.299929,10.393400,10.267357,0.000005,95.616135,2018-05-30
58269.742396,-0.032989,0.021671,0.075616,0.009428,0.076848,0.018390,-113.229065,10.776067,10.603267,10.602643,10.434143,10.382714,10.303857,10.397600,10.271714,0.000004,95.919899,2018-05-31
58270.625521,-0.028937,0.022014,0.079602,0.009472,0.076823,0.017827,-113.226801,10.779571,10.607267,10.606143,10.437500,10.386143,10.307429,10.401267,10.275071,0.000005,96.037534,2018-06-01
58271.612488,-0.036512,0.022380,0.070806,0.010070,0.078064,0.018650,-113.227675,10.779714,10.607200,10.606357,10.437714,10.386214,10.307333,10.401000,10.274357,0.000005,97.546175,2018-06-02
58272.826887,-0.038914,0.022806,0.069145,0.010911,0.077290,0.018060,-113.226417,10.775857,10.603286,10.601933,10.433333,10.383467,10.303500,10.397643,10.271667,0.000005,96.444337,2018-06-03
58273.674410,-0.038827,0.023249,0.070063,0.010496,0.076483,0.017892,-113.227083,10.775267,10.602643,10.601200,10.433200,10.382857,10.303786,10.397643,10.271667,0.000006,95.635606,2018-06-04
58274.635926,-0.046969,0.023996,0.061495,0.011006,0.076873,0.018588,-113.226968,10.773000,10.600400,10.599143,10.429857,10.381000,10.301800,10.395333,10.269429,0.000006,96.135990,2018-06-05
58275.642743,-0.039631,0.023865,0.069364,0.010276,0.076353,0.018321,-113.225440,10.773600,10.600714,10.599600,10.430667,10.380500,10.301929,10.395500,10.270267,0.000006,95.639170,2018-06-06
58276.584549,-0.032612,0.022039,0.074934,0.009676,0.077840,0.019019,-113.229396,10.774733,10.601929,10.601267,10.431267,10.382143,10.303143,10.397214,10.270733,0.000004,97.317555,2018-06-07
58277.548553,-0.027974,0.021582,0.079826,0.008603,0.077564,0.017460,-113.227032,10.778000,10.605071,10.603929,10.435143,10.386357,10.307067,10.401071,10.275143,0.000005,97.021860,2018-06-08
58278.832454,-0.036329,0.022577,0.071914,0.009631,0.077259,0.017640,-113.226756,10.778600,10.605800,10.605000,10.436071,10.386000,10.306929,10.400600,10.274429,0.000005,96.618542,2018-06-09
58279.832245,-0.041181,0.023523,0.067992,0.011017,0.076293,0.017548,-113.226708,10.775929,10.603400,10.602071,10.433143,10.383071,10.303643,10.397800,10.271643,0.000005,95.369846,2018-06-10
58280.762326,-0.031877,0.021748,0.076581,0.009397,0.076975,0.018561,-113.225937,10.775533,10.602929,10.602000,10.433133,10.383000,10.304429,10.397929,10.272067,0.000005,96.194993,2018-06-11
58281.735995,-0.028553,0.021190,0.080136,0.008431,0.076812,0.017704,-113.226045,10.775786,10.603000,10.601929,10.433786,10.382786,10.303867,10.397786,10.271929,0.000006,96.019938,2018-06-12
58282.730069,-0.024785,0.020903,0.084487,0.007498,0.076066,0.017967,-113.226673,10.778357,10.605500,10.604500,10.435214,10.385200,10.306133,10.400643,10.274357,0.000006,95.235640,2018-06-13
58283.761632,-0.004426,0.017548,-0.004778,0.018120,0.076744,0.018718,-113.227208,10.781933,10.609429,10.608000,10.439133,10.389133,10.310286,10.403786,10.277600,0.000005,95.885477,2018-06-14
58284.644630,0.004969,0.016731,0.005008,0.016453,0.076545,0.017831,-113.226310,10.787929,10.614714,10.614133,10.445667,10.394600,10.316143,10.409786,10.283600,0.000006,95.753056,2018-06-15
58285.713090,0.006265,0.017002,0.005721,0.015936,0.077069,0.018457,-113.226162,10.789857,10.616867,10.616214,10.446643,10.396500,10.317429,10.411267,10.284857,0.000006,96.413569,2018-06-16
58286.825255,0.013284,0.015509,0.013516,0.015153,0.076362,0.019199,-113.225393,10.791867,10.618714,10.617933,10.449133,10.398143,10.319357,10.412643,10.286800,0.000006,95.341375,2018-06-17
58287.592685,0.010315,0.016349,0.010590,0.015923,0.076301,0.018746,-113.226266,10.792267,10.619533,10.618571,10.450071,10.397929,10.319429,10.413533,10.286286,0.000007,95.338965,2018-06-18
58288.688206,0.019787,0.015273,0.018900,0.014554,0.077487,0.020122,-113.224857,10.795571,10.622643,10.621429,10.452929,10.402200,10.323667,10.417571,10.291143,0.000007,96.966777,2018-06-19
58289.633785,0.031177,0.013633,0.030301,0.013037,0.077329,0.018276,-113.224526,10.799929,10.626929,10.625643,10.457143,10.406429,10.327733,10.421929,10.295357,0.000007,96.459552,2018-06-20
58290.737859,0.047910,0.012987,0.046372,0.010956,0.077996,0.019192,-113.226571,10.806067,10.633571,10.632800,10.463533,10.413400,10.334286,10.428571,10.302000,0.000006,97.356819,2018-06-21
58291.642685,0.054611,0.011967,0.054841,0.009131,0.076259,0.019030,-113.225369,10.810786,10.638000,10.637071,10.468643,10.417733,10.338733,10.432571,10.306500,0.000008,95.326775,2018-06-22
58292.730347,0.053180,0.013015,0.053402,0.009522,0.076225,0.018567,-113.225182,10.812714,10.640214,10.638786,10.470429,10.420067,10.340067,10.434429,10.307786,0.000008,95.136079,2018-06-23
58293.828391,0.057183,0.012491,0.056970,0.008380,0.076677,0.018027,-113.224625,10.814143,10.641067,10.640429,10.471143,10.420143,10.341000,10.435200,10.308571,0.000008,95.897265,2018-06-24
58294.711007,0.069126,0.012166,0.068745,0.007569,0.076758,0.018699,-113.224946,10.817667,10.645214,10.644000,10.474933,10.424286,10.345286,10.439571,10.312467,0.000009,95.620951,2018-06-25
58295.734572,0.081689,0.011433,0.082090,0.004958,0.076020,0.018623,-113.225097,10.822071,10.649267,10.648643,10.479714,10.429000,10.349857,10.444000,10.317071,0.000009,94.780223,2018-06-26
58296.769606,0.082231,0.010700,0.081797,0.005605,0.076904,0.019187,-113.224929,10.830000,10.657400,10.655714,10.487143,10.436000,10.357467,10.451600,10.324929,0.000009,95.917719,2018-06-27
58297.834769,0.105324,0.011562,0.103551,0.001955,0.078256,0.018949,-113.228018,10.838571,10.665786,10.664571,10.496071,10.445067,10.366467,10.460643,10.334000,0.000007,97.695518,2018-06-28
58298.792014,0.117098,0.011657,0.116583,0.001664,0.076907,0.019237,-113.224792,10.847467,10.674533,10.673733,10.505071,10.453571,10.374357,10.468800,10.342571,0.000010,96.037033,2018-06-29
58299.801852,0.109632,0.011716,0.108867,0.002643,0.077180,0.018962,-113.224982,10.850500,10.677571,10.676929,10.507357,10.457000,10.378133,10.472214,10.345333,0.000010,96.151569,2018-06-30
58300.793565,0.112009,0.011553,0.111308,0.001894,0.077090,0.018468,-113.225403,10.848929,10.676400,10.675286,10.505857,10.455357,10.375800,10.469000,10.343143,0.000010,96.300075,2018-07-01
58301.855775,0.141077,0.013897,0.141089,0.004585,0.076425,0.019088,-113.224240,10.850143,10.677333,10.676214,10.507500,10.455643,10.376467,10.470933,10.344357,0.000010,95.474343,2018-07-02
58303.838171,0.145353,0.014354,0.144414,0.005268,0.077328,0.018295,-113.224149,10.854571,10.682000,10.681000,10.511000,10.459667,10.381133,10.475286,10.348500,0.000010,96.720891,2018-07-04
58304.840671,0.153622,0.015652,0.152945,0.007223,0.077209,0.018367,-113.226018,10.855333,10.682929,10.681933,10.513400,10.462071,10.382929,10.476867,10.350571,0.000007,96.490898,2018-07-05
58305.836794,0.171750,0.017903,0.171345,0.009088,0.076888,0.018496,-113.225110,10.861500,10.688714,10.688071,10.518714,10.467533,10.388533,10.482857,10.356786,0.000009,95.880077,2018-07-06
58306.836076,0.162802,0.016757,0.162633,0.007359,0.076739,0.018733,-113.224532,10.865000,10.692867,10.691143,10.522000,10.471429,10.391857,10.485467,10.359286,0.000010,95.621842,2018-07-07
58307.834444,0.161990,0.015638,0.162578,0.006908,0.075882,0.019311,-113.222411,10.864333,10.691643,10.690200,10.521533,10.469933,10.390643,10.484214,10.358267,0.000011,94.740429,2018-07-08
58308.778391,0.164512,0.016336,0.163882,0.007881,0.077179,0.018819,-113.222946,10.864733,10.692500,10.690667,10.521667,10.470714,10.391571,10.485500,10.358867,0.000010,96.344264,2018-07-09
58309.757882,0.158747,0.015701,0.158233,0.007306,0.076945,0.018748,-113.224208,10.864429,10.692643,10.690867,10.521467,10.470533,10.390500,10.484714,10.358733,0.000011,96.089075,2018-07-10
58310.807951,0.159144,0.016415,0.159219,0.006695,0.076484,0.018747,-113.224195,10.867071,10.694357,10.693000,10.524214,10.473267,10.394133,10.488286,10.361714,0.000010,95.271394,2018-07-11
58311.773345,0.160371,0.015859,0.159689,0.007432,0.077104,0.018948,-113.225558,10.867357,10.694571,10.693571,10.524143,10.472867,10.393733,10.487500,10.361133,0.000010,96.352266,2018-07-12
58312.643148,0.161938,0.016246,0.160800,0.007350,0.077552,0.019049,-113.223795,10.865500,10.692800,10.691286,10.522214,10.470571,10.391667,10.485000,10.359214,0.000011,96.822629,2018-07-13
58313.837199,0.151675,0.014671,0.150639,0.005553,0.077339,0.018902,-113.224233,10.861786,10.688929,10.687857,10.518071,10.467600,10.387933,10.481929,10.355857,0.000012,96.600590,2018-07-14
58314.831065,0.139176,0.014191,0.139033,0.005028,0.076573,0.018423,-113.224208,10.858800,10.685429,10.684600,10.515400,10.464214,10.385143,10.478286,10.352467,0.000011,95.663185,2018-07-15
58315.762245,0.137799,0.013586,0.136854,0.004014,0.077399,0.018402,-113.223726,10.855429,10.682929,10.681733,10.512267,10.460867,10.381786,10.475929,10.349267,0.000011,96.655686,2018-07-16
58316.763021,0.133218,0.012718,0.133498,0.002972,0.076309,0.019030,-113.222922,10.852857,10.679533,10.678214,10.508571,10.458143,10.379000,10.472467,10.346571,0.000011,95.322445,2018-07-17
58317.783403,0.141234,0.013585,0.140767,0.004088,0.076977,0.018967,-113.224318,10.852643,10.680143,10.678714,10.509571,10.458667,10.379643,10.473357,10.346933,0.000009,96.132926,2018-07-18
58318.692315,0.148934,0.014854,0.149330,0.005084,0.076130,0.018710,-113.224542,10.856714,10.684000,10.682933,10.513933,10.462800,10.383643,10.477643,10.351333,0.000010,94.984645,2018-07-19
58319.563819,0.155088,0.015896,0.155196,0.006693,0.076359,0.018579,-113.223917,10.859857,10.687643,10.685733,10.516800,10.465800,10.387143,10.480643,10.354867,0.000007,95.184568,2018-07-20
58320.648148,0.153004,0.015638,0.152559,0.006080,0.076884,0.019319,-113.223420,10.860786,10.687800,10.686643,10.517429,10.466143,10.386933,10.480857,10.354643,0.000009,95.894483,2018-07-21
58321.781667,0.155708,0.015286,0.155870,0.006889,0.076344,0.018350,-113.222345,10.859333,10.686786,10.685667,10.516067,10.465286,10.386214,10.480357,10.354000,0.000009,95.307299,2018-07-22
58322.788785,0.158166,0.015925,0.157843,0.007160,0.076833,0.019033,-113.223000,10.861000,10.688429,10.686667,10.517600,10.466071,10.387214,10.481143,10.354867,0.000009,95.795131,2018-07-23
58323.795880,0.161883,0.016496,0.160986,0.007288,0.077465,0.018634,-113.221083,10.862643,10.689571,10.688800,10.519333,10.467533,10.388429,10.482357,10.356067,0.000010,96.674377,2018-07-24
58324.788843,0.165742,0.017283,0.165763,0.008378,0.076471,0.017952,-113.224232,10.866733,10.694071,10.692933,10.523929,10.472929,10.393786,10.487733,10.361500,0.000010,95.459598,2018-07-25
58325.792836,0.190759,0.019661,0.190882,0.012841,0.076345,0.018877,-113.222762,10.873133,10.700714,10.699533,10.530500,10.479786,10.400429,10.494533,10.367714,0.000008,95.469545,2018-07-26
58326.678171,0.201388,0.021024,0.201565,0.013563,0.076305,0.018637,-113.222312,10.880400,10.707143,10.706200,10.537000,10.486071,10.407000,10.501400,10.375714,0.000009,95.247255,2018-07-27
58327.785405,0.198237,0.020372,0.198260,0.012802,0.076523,0.018664,-113.223250,10.882000,10.709571,10.708200,10.538571,10.488071,10.409000,10.502600,10.376214,0.000009,95.520214,2018-07-28
58328.825984,0.192938,0.020172,0.191808,0.011945,0.077538,0.019047,-113.222653,10.880214,10.707600,10.706500,10.536786,10.485714,10.406467,10.500467,10.373714,0.000010,96.746961,2018-07-29
58329.749745,0.194295,0.020097,0.193149,0.011505,0.077587,0.018852,-113.222091,10.879643,10.706800,10.705286,10.536000,10.484857,10.405533,10.499800,10.373500,0.000011,96.799026,2018-07-30
58330.794363,0.193288,0.019725,0.192705,0.013181,0.077123,0.018274,-113.221517,10.879786,10.707067,10.705857,10.536786,10.485500,10.406533,10.500467,10.374357,0.000011,96.501896,2018-07-31
58331.764838,0.200174,0.020786,0.199326,0.013708,0.077334,0.018674,-113.222771,10.883867,10.710929,10.710067,10.540500,10.489500,10.410929,10.504933,10.377929,0.000011,96.682796,2018-08-01
58332.799063,0.205431,0.021337,0.204950,0.014399,0.076961,0.018274,-113.221687,10.884933,10.712357,10.711357,10.541357,10.490571,10.412214,10.505400,10.379500,0.000013,96.162467,2018-08-02
58333.611829,0.205200,0.021667,0.205142,0.014693,0.076574,0.018399,-113.221542,10.884933,10.711929,10.711333,10.541333,10.491143,10.412214,10.505933,10.379143,0.000012,95.711742,2018-08-03
58334.824583,0.206030,0.021285,0.205877,0.014332,0.076462,0.018831,-113.221643,10.885500,10.713467,10.712000,10.542500,10.490786,10.411733,10.505600,10.379500,0.000013,95.526398,2018-08-04
58335.818646,0.209473,0.022802,0.208535,0.014953,0.077311,0.019529,-113.222042,10.886500,10.713571,10.712214,10.543200,10.492333,10.413071,10.507071,10.380533,0.000012,96.380086,2018-08-05
58336.788692,0.210407,0.022006,0.209777,0.015262,0.077265,0.018459,-113.221851,10.888267,10.715333,10.714429,10.545214,10.494429,10.414467,10.508467,10.382143,0.000014,96.552221,2018-08-06
58337.803935,0.205693,0.021714,0.205567,0.014253,0.076615,0.018982,-113.222310,10.888857,10.716286,10.715600,10.545867,10.494867,10.415857,10.509286,10.383400,0.000014,95.598190,2018-08-07
58338.651979,0.217676,0.023898,0.217375,0.016179,0.076847,0.018377,-113.222227,10.891214,10.718733,10.717000,10.548500,10.497600,10.418400,10.512500,10.386643,0.000014,95.855408,2018-08-08
58339.817118,0.228925,0.024701,0.228803,0.018260,0.076539,0.018943,-113.221110,10.895071,10.722333,10.721143,10.551429,10.500500,10.421200,10.515200,10.389214,0.000010,95.575794,2018-08-09
58340.744329,0.224555,0.024029,0.223151,0.017072,0.077735,0.018543,-113.222435,10.895429,10.722933,10.721571,10.551929,10.501214,10.422067,10.515800,10.389714,0.000012,97.094789,2018-08-10
58341.764583,0.217717,0.022916,0.217342,0.016381,0.076959,0.019168,-113.221697,10.893143,10.720643,10.719000,10.549357,10.498933,10.420200,10.513500,10.387000,0.000011,96.077564,2018-08-11
58342.728715,0.211333,0.022336,0.210567,0.014659,0.077271,0.018803,-113.220511,10.891533,10.718733,10.717714,10.547714,10.496714,10.418200,10.511333,10.385357,0.000013,96.336443,2018-08-12
58343.795868,0.206480,0.022001,0.206372,0.014570,0.076538,0.018059,-113.221068,10.890571,10.718133,10.716000,10.546643,10.495857,10.417000,10.510200,10.384071,0.000014,95.571095,2018-08-13
