
jd,d_a,d_a_std,d_b,d_b_std,dd,dd_std,tccd,t1,t2,t3,t4,t5,t6,t7,t8,p,dd_rv,date
58344.792697,0.205593,0.021121,0.204898,0.013936,0.077215,0.018241,-113.224952,10.888267,10.715533,10.714071,10.544786,10.494571,10.415643,10.509267,10.382786,0.000015,96.476491,2018-08-14
58345.776736,0.209389,0.021770,0.209148,0.014601,0.076645,0.018013,-113.221256,10.888571,10.716067,10.714571,10.545214,10.494143,10.414267,10.508786,10.382571,0.000014,95.645274,2018-08-15
58346.691400,0.206431,0.020954,0.205817,0.014200,0.077012,0.018791,-113.223887,10.886267,10.713857,10.712733,10.542714,10.490429,10.411857,10.505267,10.379143,0.000013,96.223701,2018-08-16
58347.752604,0.187050,0.018477,0.186230,0.011087,0.077204,0.019241,-113.221415,10.880429,10.707714,10.706357,10.536643,10.484533,10.404857,10.499143,10.371667,0.000011,96.403831,2018-08-17
58348.668368,0.178899,0.017309,0.178436,0.009703,0.077181,0.018883,-113.220542,10.875533,10.702714,10.701467,10.531533,10.479643,10.400857,10.494000,10.368571,0.000013,96.433963,2018-08-18
58349.832257,0.170626,0.016620,0.170426,0.008695,0.076633,0.018864,-113.222000,10.871333,10.698867,10.697143,10.527286,10.474786,10.395667,10.489533,10.363286,0.000012,95.680485,2018-08-19
58350.674456,0.164136,0.016220,0.163925,0.006867,0.076610,0.018744,-113.220494,10.869286,10.696786,10.695200,10.525600,10.473429,10.393286,10.487357,10.360933,0.000014,95.506145,2018-08-20
58351.625694,0.163835,0.015699,0.163124,0.006919,0.077194,0.018436,-113.220604,10.867400,10.694714,10.693200,10.523857,10.471143,10.392071,10.485267,10.359786,0.000014,96.296511,2018-08-21
58352.646424,0.160358,0.015438,0.160673,0.006792,0.076180,0.018149,-113.219883,10.866500,10.693643,10.692667,10.523000,10.470857,10.391214,10.484929,10.359067,0.000013,94.899798,2018-08-22
58353.830208,0.160853,0.015880,0.160146,0.007118,0.077236,0.018817,-113.224375,10.865571,10.693429,10.691667,10.522400,10.470000,10.391286,10.485200,10.358643,0.000013,96.203241,2018-08-23
58354.641782,0.153111,0.014868,0.152057,0.006579,0.077591,0.017745,-113.221750,10.863467,10.690600,10.689500,10.520214,10.468429,10.389000,10.483143,10.356857,0.000014,97.112153,2018-08-24
58355.805509,0.144168,0.013546,0.143721,0.005694,0.077122,0.018185,-113.221104,10.860733,10.687867,10.686357,10.517286,10.465357,10.387000,10.480429,10.354500,0.000015,96.544870,2018-08-25
58356.805845,0.143780,0.013759,0.143526,0.004968,0.076642,0.019333,-113.220805,10.859000,10.686000,10.684429,10.515714,10.463867,10.384733,10.478714,10.352067,0.000013,95.846488,2018-08-26
58357.793611,0.146225,0.014262,0.145604,0.004858,0.077016,0.018421,-113.220974,10.858571,10.685467,10.684571,10.514286,10.463333,10.383714,10.478429,10.351667,0.000013,96.076656,2018-08-27
58358.732847,0.138512,0.013146,0.136834,0.004754,0.078281,0.018770,-113.221545,10.857286,10.684667,10.683000,10.513643,10.462067,10.383286,10.476500,10.350400,0.000012,97.930032,2018-08-28
58359.725984,0.145867,0.014324,0.145617,0.005314,0.076995,0.018933,-113.220583,10.858714,10.686267,10.684571,10.515714,10.463600,10.384714,10.478929,10.352333,0.000014,96.111971,2018-08-29
58360.741910,0.155220,0.014975,0.154524,0.006473,0.077275,0.019070,-113.221935,10.863357,10.690500,10.689143,10.520333,10.468467,10.389571,10.483357,10.357214,0.000012,96.530361,2018-08-30
58361.647211,0.162541,0.015651,0.161389,0.007100,0.077920,0.019263,-113.220740,10.867071,10.694286,10.693133,10.523867,10.472571,10.393357,10.487067,10.360857,0.000013,97.314808,2018-08-31
58362.796748,0.170877,0.015639,0.170392,0.008727,0.077289,0.018061,-113.221864,10.869857,10.697500,10.695733,10.526600,10.475143,10.396000,10.489071,10.363786,0.000014,96.859359,2018-09-01
58364.779201,0.160246,0.016881,0.162188,0.007916,0.074916,0.017105,-113.221387,10.869333,10.696857,10.695429,10.525857,10.473133,10.393733,10.487857,10.361143,0.000014,93.451351,2018-09-03
58365.727014,0.160605,0.015855,0.160252,0.007421,0.077177,0.017683,-113.227042,10.870000,10.697600,10.696357,10.526400,10.474800,10.395929,10.489286,10.363400,0.000013,96.457847,2018-09-04
58366.685729,0.209464,0.023040,0.208752,0.016301,0.077886,0.017170,-113.226738,10.881071,10.708933,10.707714,10.539867,10.486533,10.408429,10.503357,10.375733,0.000012,97.268246,2018-09-05
58367.730475,0.203354,0.021521,0.202812,0.015306,0.077205,0.018219,-113.225214,10.896429,10.724133,10.722357,10.554200,10.501067,10.421786,10.516214,10.389600,0.000016,96.582615,2018-09-06
58373.683854,0.174926,0.017949,0.175872,0.010722,0.076174,0.016963,-113.222841,10.873429,10.701286,10.699867,10.531000,10.478929,10.400357,10.494333,10.367429,0.000013,95.192806,2018-09-12
58374.723669,0.153626,0.014977,0.152292,0.006604,0.077882,0.018888,-113.228948,10.872200,10.699786,10.698571,10.529786,10.477571,10.398733,10.493143,10.365857,0.000012,97.311858,2018-09-13
58375.649572,0.159127,0.015133,0.158687,0.009486,0.077406,0.016789,-113.227196,10.872933,10.700533,10.699357,10.531286,10.478867,10.400571,10.494571,10.367933,0.000016,97.066039,2018-09-14
58376.847905,0.150705,0.014080,0.149628,0.006561,0.077904,0.017285,-113.225196,10.869600,10.697143,10.696000,10.527571,10.475357,10.396133,10.490143,10.363857,0.000015,97.243920,2018-09-15
58380.666620,0.146798,0.014315,0.146588,0.006383,0.077136,0.017714,-113.227083,10.861600,10.689143,10.687571,10.519500,10.467643,10.388867,10.482929,10.356286,0.000011,96.663167,2018-09-19
58381.657477,0.157731,0.015152,0.156017,0.008480,0.078625,0.018852,-113.225221,10.864643,10.691500,10.690733,10.522200,10.470286,10.392071,10.485667,10.359143,0.000015,98.374377,2018-09-20
58382.612361,0.167897,0.015900,0.166553,0.009192,0.078316,0.018656,-113.224935,10.868929,10.696000,10.695286,10.526400,10.474143,10.395929,10.490000,10.363643,0.000015,98.122521,2018-09-21
58383.776123,0.163062,0.014617,0.161681,0.007637,0.078327,0.018776,-113.224875,10.868643,10.695800,10.694643,10.526071,10.474067,10.395071,10.489357,10.362600,0.000018,98.078322,2018-09-22
58384.612060,0.165331,0.015997,0.165495,0.009267,0.076547,0.019132,-113.223286,10.869571,10.696500,10.696000,10.526867,10.474429,10.395929,10.490071,10.363643,0.000017,96.061684,2018-09-23
58385.724815,0.162597,0.015079,0.162824,0.008327,0.076750,0.018401,-113.224006,10.869200,10.696857,10.695714,10.526786,10.474643,10.396267,10.489643,10.363500,0.000016,96.316103,2018-09-24
58386.682616,0.162790,0.015684,0.160835,0.007881,0.078834,0.018842,-113.223274,10.868600,10.696429,10.695214,10.525643,10.473714,10.394933,10.488571,10.362643,0.000016,98.846784,2018-09-25
58387.688565,0.130436,0.013105,0.129798,0.003592,0.077099,0.018428,-113.224643,10.866000,10.693533,10.692214,10.523857,10.471000,10.391786,10.486000,10.359200,0.000015,96.211106,2018-09-26
58388.671146,0.128783,0.012795,0.128687,0.003256,0.076524,0.018312,-113.224896,10.865533,10.693267,10.692000,10.523429,10.471667,10.393071,10.487214,10.360467,0.000013,95.366415,2018-09-27
58389.664676,0.122603,0.012434,0.122205,0.003215,0.076809,0.017356,-113.223006,10.866667,10.694286,10.693143,10.523929,10.472143,10.393067,10.487286,10.359929,0.000018,95.975559,2018-09-28
58390.668519,0.126520,0.012406,0.126692,0.003467,0.076308,0.018399,-113.221981,10.867867,10.695429,10.694000,10.525643,10.472714,10.394000,10.487667,10.362000,0.000018,95.132216,2018-09-29
58391.756458,0.128172,0.012711,0.128757,0.004240,0.075873,0.018226,-113.221673,10.867643,10.695200,10.693929,10.524867,10.472929,10.393357,10.487429,10.360467,0.000017,94.841156,2018-09-30
58392.677951,0.123302,0.011978,0.122540,0.003386,0.077275,0.018075,-113.221695,10.864214,10.691714,10.690067,10.521667,10.468500,10.390214,10.483800,10.357429,0.000016,96.413017,2018-10-01
58393.679421,0.134854,0.012695,0.134997,0.003506,0.076460,0.018134,-113.225780,10.861400,10.688600,10.687143,10.518714,10.465733,10.387200,10.481714,10.354867,0.000017,95.379427,2018-10-02
58394.677465,0.148944,0.014099,0.148588,0.004933,0.076764,0.018782,-113.222091,10.861357,10.688357,10.687867,10.519400,10.466286,10.387929,10.482400,10.355286,0.000018,95.685333,2018-10-03
58395.677951,0.151165,0.014998,0.149795,0.005430,0.077777,0.018849,-113.222280,10.863071,10.690667,10.689429,10.520333,10.468933,10.390214,10.483929,10.357267,0.000011,96.831595,2018-10-04
58396.603889,0.142756,0.013977,0.142361,0.003938,0.076921,0.018996,-113.223682,10.861000,10.688429,10.687533,10.518200,10.466071,10.387000,10.481000,10.354857,0.000016,95.950936,2018-10-05
58397.735579,0.136110,0.013023,0.136297,0.004576,0.076316,0.018302,-113.222642,10.858143,10.685429,10.683867,10.515714,10.463500,10.385143,10.478600,10.352143,0.000017,95.413367,2018-10-06
58398.666574,0.132582,0.012645,0.132811,0.003813,0.076310,0.017800,-113.220446,10.856143,10.683571,10.682267,10.513867,10.462286,10.382500,10.476867,10.350429,0.000017,95.289193,2018-10-07
58399.744063,0.124311,0.012124,0.123879,0.003235,0.076919,0.018619,-113.221542,10.854200,10.681333,10.680571,10.511214,10.458800,10.380467,10.474357,10.348067,0.000017,95.913627,2018-10-08
58400.671794,0.107246,0.010979,0.106459,0.004283,0.077246,0.018853,-113.220513,10.849667,10.676500,10.675933,10.506357,10.454500,10.375533,10.470133,10.343929,0.000019,96.406538,2018-10-09
58404.761169,0.371558,0.044640,0.372038,0.039351,0.076245,0.018989,-113.237195,11.000867,10.827643,10.826800,10.655571,10.605429,10.524667,10.617533,10.492500,0.000001,95.120400,2018-10-13
58405.783576,0.279112,0.030536,0.278641,0.023885,0.076783,0.019041,-113.235780,10.974071,10.800933,10.800357,10.628800,10.578571,10.498714,10.591571,10.465933,0.000001,95.732719,2018-10-14
58406.676979,0.236557,0.022099,0.236666,0.016920,0.076446,0.018702,-113.235979,10.948467,10.775733,10.774429,10.603929,10.552800,10.472800,10.566000,10.440067,0.000001,95.652452,2018-10-15
58407.667454,0.201041,0.018953,0.200134,0.009997,0.077430,0.018585,-113.235892,10.923643,10.751357,10.749867,10.579429,10.528143,10.448429,10.542200,10.416643,0.000001,96.365553,2018-10-16
58409.673449,0.156568,0.013205,0.155592,0.005863,0.077310,0.018581,-113.239460,10.901000,10.727857,10.727000,10.558286,10.505929,10.426533,10.520867,10.394714,0.000002,96.686552,2018-10-18
58410.629931,0.138773,0.012139,0.138471,0.005112,0.076747,0.018426,-113.237271,10.885929,10.713333,10.712071,10.542467,10.490733,10.412000,10.505357,10.379733,0.000002,95.685394,2018-10-19
58411.759340,0.112806,0.010938,0.112031,0.005538,0.077145,0.019211,-113.236187,10.866467,10.693800,10.692571,10.522857,10.472133,10.392000,10.485929,10.359533,0.000002,96.468974,2018-10-20
58412.754537,0.088510,0.011465,0.087923,0.007806,0.077086,0.019455,-113.234958,10.850071,10.677133,10.676000,10.506133,10.455267,10.375929,10.469929,10.343800,0.000002,96.348708,2018-10-21
58413.684618,0.077645,0.012008,0.077044,0.010216,0.077161,0.019680,-113.234417,10.840071,10.667357,10.665929,10.497533,10.445714,10.366929,10.461000,10.334643,0.000002,96.262948,2018-10-22
58414.652488,0.043766,0.014498,0.042983,0.013764,0.077452,0.018018,-113.239221,10.831714,10.658929,10.657867,10.488267,10.436571,10.358214,10.451933,10.325571,0.000002,96.719428,2018-10-23
58415.628113,0.031317,0.015979,0.029944,0.015413,0.078067,0.018320,-113.235449,10.823643,10.650857,10.650133,10.480800,10.429214,10.349857,10.444133,10.316929,0.000002,97.525191,2018-10-24
58416.630984,0.022315,0.016533,0.021349,0.017066,0.077660,0.018407,-113.235659,10.819929,10.646929,10.646000,10.477286,10.424357,10.346067,10.440333,10.313500,0.000002,96.995183,2018-10-25
58417.580394,0.010699,0.018017,0.010721,0.019063,0.076600,0.018692,-113.235167,10.815571,10.643400,10.642214,10.473357,10.421000,10.342071,10.435857,10.310000,0.000002,95.692692,2018-10-26
58418.589896,-0.014573,0.022140,-0.015329,0.023137,0.077254,0.019375,-113.236131,10.809214,10.635857,10.635071,10.466200,10.413714,10.335214,10.428733,10.302429,0.000002,96.602744,2018-10-27
58419.619433,-0.030649,0.024924,-0.032146,0.026378,0.078099,0.018430,-113.236299,10.801467,10.628857,10.627500,10.459000,10.406286,10.327067,10.420929,10.294643,0.000002,97.810922,2018-10-28
58420.684618,-0.018497,0.022206,-0.019770,0.024441,0.077937,0.018143,-113.235464,10.795400,10.623067,10.621929,10.453000,10.400933,10.321867,10.416071,10.289400,0.000002,97.473525,2018-10-29
58421.640891,-0.015463,0.021946,-0.016804,0.023589,0.077995,0.018827,-113.236210,10.795267,10.621643,10.621267,10.452857,10.400857,10.322067,10.416071,10.289500,0.000002,97.580919,2018-10-30
58422.580463,-0.009485,0.021087,-0.010797,0.022850,0.077900,0.018352,-113.238756,10.791643,10.619067,10.617286,10.448714,10.397067,10.318214,10.412071,10.285800,0.000002,97.333906,2018-10-31
58423.758229,0.013027,0.018410,0.011689,0.019257,0.077993,0.018499,-113.234156,10.794200,10.621500,10.620857,10.452357,10.400214,10.321467,10.416571,10.289571,0.000002,97.515615,2018-11-01
58426.737130,0.023178,0.016533,0.022152,0.016682,0.077393,0.019444,-113.232903,10.806933,10.634429,10.633429,10.465000,10.413071,10.334533,10.428071,10.301643,0.000003,96.824329,2018-11-04
58427.726748,0.004214,0.018780,0.002354,0.020303,0.078300,0.018296,-113.234161,10.806000,10.633400,10.632000,10.463714,10.412000,10.333133,10.427429,10.301267,0.000003,97.923486,2018-11-05
58429.693889,0.033681,0.015642,0.032751,0.015270,0.077476,0.019083,-113.232905,10.804571,10.631667,10.630857,10.462400,10.410429,10.332143,10.426400,10.300133,0.000003,96.896463,2018-11-07
58430.741238,0.025643,0.016495,0.023878,0.016072,0.078261,0.018492,-113.232739,10.805286,10.632786,10.631467,10.463000,10.411000,10.332867,10.426933,10.300000,0.000003,97.907365,2018-11-08
58431.683125,0.023363,0.017252,0.021684,0.017819,0.078146,0.018607,-113.232286,10.802643,10.629933,10.629000,10.460667,10.408286,10.328929,10.423333,10.296800,0.000004,97.659741,2018-11-09
58432.657234,0.016554,0.018187,0.016064,0.017765,0.076866,0.018587,-113.234136,10.800267,10.627857,10.626333,10.457786,10.406643,10.327400,10.421267,10.295357,0.000004,96.182647,2018-11-10
58433.735532,0.010514,0.018514,0.009212,0.018722,0.077981,0.018855,-113.231179,10.798500,10.625667,10.624571,10.455857,10.404667,10.326357,10.419214,10.293733,0.000003,97.442194,2018-11-11
58434.688854,0.017813,0.017648,0.017152,0.018078,0.077198,0.019617,-113.232869,10.798929,10.626214,10.625133,10.456067,10.404286,10.325000,10.419400,10.292143,0.000004,96.350086,2018-11-12
58435.666759,0.013881,0.018148,0.013646,0.018252,0.076753,0.019475,-113.231221,10.797067,10.624071,10.623400,10.454643,10.402000,10.322800,10.416857,10.290643,0.000004,96.082853,2018-11-13
58437.694583,-0.021023,0.022125,-0.022110,0.024316,0.077756,0.018928,-113.237324,10.787929,10.614214,10.613733,10.444571,10.393286,10.314714,10.407933,10.282143,0.000004,96.956474,2018-11-15
58438.600208,-0.022952,0.023116,-0.023609,0.024827,0.077150,0.019134,-113.230968,10.784267,10.611357,10.610867,10.441786,10.390071,10.311667,10.405214,10.279000,0.000004,96.277180,2018-11-16
58439.735995,-0.046641,0.025991,-0.046688,0.027624,0.076541,0.018787,-113.230216,10.775286,10.603000,10.601267,10.432333,10.379714,10.301286,10.394600,10.268429,0.000004,95.762740,2018-11-17
58440.733530,-0.082445,0.030866,-0.082853,0.032591,0.077034,0.018596,-113.230643,10.766429,10.593533,10.592714,10.423067,10.371867,10.293000,10.386357,10.260467,0.000004,96.484023,2018-11-18
58441.686725,-0.095622,0.032960,-0.096182,0.034458,0.077208,0.018751,-113.231286,10.759071,10.586429,10.585467,10.416929,10.366429,10.286929,10.380467,10.255143,0.000004,96.672883,2018-11-19
58442.687477,-0.104611,0.033782,-0.104864,0.036496,0.076988,0.018784,-113.234530,10.749714,10.577143,10.576214,10.407133,10.356286,10.277429,10.371400,10.245714,0.000004,96.153163,2018-11-20
58443.684120,-0.083734,0.032638,-0.085035,0.034304,0.077831,0.018482,-113.232798,10.743357,10.571067,10.569929,10.400867,10.350067,10.270500,10.365071,10.238933,0.000004,97.449405,2018-11-21
58444.692593,-0.087987,0.032498,-0.087865,0.034435,0.076333,0.019339,-113.232801,10.741200,10.568429,10.567357,10.399357,10.347714,10.268933,10.363143,10.237000,0.000004,95.380719,2018-11-22
58445.652002,-0.091366,0.033283,-0.091724,0.035133,0.077146,0.018192,-113.232238,10.738714,10.566429,10.565267,10.397000,10.345357,10.266786,10.360933,10.234214,0.000005,96.544302,2018-11-23
58446.651609,-0.097079,0.032774,-0.098390,0.036780,0.077706,0.019159,-113.232000,10.733929,10.561071,10.560200,10.391600,10.340500,10.261786,10.355067,10.229643,0.000005,96.855591,2018-11-24
58447.660058,-0.102673,0.034537,-0.102562,0.036515,0.076472,0.017451,-113.231345,10.731133,10.558600,10.557714,10.388786,10.337133,10.258533,10.351286,10.226067,0.000005,95.705574,2018-11-25
58448.677014,-0.100447,0.034394,-0.102234,0.035979,0.078393,0.017549,-113.231869,10.731200,10.558667,10.557714,10.389357,10.337067,10.257929,10.352643,10.225933,0.000005,98.178953,2018-11-26
58449.683333,-0.086034,0.032004,-0.086614,0.034114,0.077124,0.018707,-113.231560,10.733714,10.561067,10.560286,10.392200,10.339667,10.260929,10.355286,10.229467,0.000005,96.376381,2018-11-27
58450.686111,-0.074910,0.030374,-0.074866,0.032223,0.076585,0.017906,-113.231917,10.740714,10.568000,10.566929,10.399333,10.346500,10.268357,10.362333,10.235933,0.000005,95.758000,2018-11-28
58451.721609,-0.104239,0.033574,-0.105225,0.036161,0.077633,0.018544,-113.236354,10.743867,10.571200,10.569929,10.402071,10.349333,10.271267,10.364857,10.238200,0.000004,96.866645,2018-11-29
58452.637766,-0.104734,0.033716,-0.105340,0.036641,0.077062,0.019076,-113.231024,10.746714,10.574133,10.572571,10.405357,10.353267,10.274571,10.368786,10.242200,0.000005,96.237684,2018-11-30
58453.727465,-0.087815,0.032294,-0.088378,0.034543,0.077103,0.018243,-113.231411,10.746357,10.573933,10.572786,10.404357,10.352133,10.273571,10.367857,10.241600,0.000005,96.489498,2018-12-01
58454.730625,-0.076613,0.030615,-0.076208,0.032157,0.076351,0.017710,-113.230512,10.746429,10.573867,10.572857,10.404667,10.353867,10.274429,10.368571,10.242667,0.000006,95.492685,2018-12-02
58457.670521,-0.075931,0.029821,-0.075138,0.031893,0.075804,0.018626,-113.235271,10.748929,10.576571,10.575600,10.407800,10.356000,10.277786,10.371800,10.244929,0.000005,94.614605,2018-12-05
58461.720324,-0.062995,0.028099,-0.063269,0.030433,0.076915,0.017278,-113.230201,10.749000,10.576357,10.575143,10.406786,10.355500,10.276333,10.370429,10.244500,0.000006,96.050848,2018-12-09
58462.686505,-0.056094,0.027217,-0.056090,0.029293,0.076893,0.018733,-113.230125,10.752071,10.579214,10.578400,10.410333,10.359214,10.280857,10.374533,10.248429,0.000006,96.154585,2018-12-10
58464.728391,-0.069318,0.029330,-0.070424,0.030444,0.077501,0.018620,-113.228821,10.753000,10.580067,10.578500,10.410733,10.358933,10.280429,10.374429,10.248000,0.000006,97.028733,2018-12-12
58465.743403,-0.091029,0.032644,-0.091825,0.034377,0.077355,0.018993,-113.232500,10.751733,10.579071,10.577786,10.409214,10.358467,10.279467,10.373071,10.247214,0.000006,96.852502,2018-12-13
58466.733981,-0.059339,0.029168,-0.061941,0.030994,0.079150,0.018684,-113.229766,10.749143,10.576571,10.575533,10.407200,10.355571,10.277286,10.370600,10.245286,0.000007,98.939173,2018-12-14
58467.728507,-0.062124,0.028704,-0.063291,0.030365,0.077740,0.017772,-113.228354,10.750133,10.577733,10.576643,10.408071,10.357200,10.278286,10.372429,10.246200,0.000006,97.217422,2018-12-15
58468.726644,-0.071472,0.029747,-0.071046,0.030895,0.076304,0.019371,-113.229883,10.749000,10.576357,10.575800,10.407533,10.356000,10.276786,10.370933,10.244786,0.000007,95.621786,2018-12-16
58469.670347,-0.062217,0.029093,-0.062199,0.030493,0.076756,0.018493,-113.229708,10.749467,10.577429,10.575867,10.407714,10.357071,10.278333,10.372067,10.246143,0.000006,96.067317,2018-12-17
58470.661678,-0.059758,0.027898,-0.060332,0.029185,0.077238,0.017769,-113.229238,10.751143,10.579067,10.577214,10.409000,10.358267,10.279643,10.374214,10.247600,0.000007,96.629101,2018-12-18
58471.683877,-0.087861,0.031709,-0.088783,0.033515,0.077477,0.019267,-113.233688,10.751357,10.578357,10.577933,10.409214,10.357571,10.279133,10.372933,10.246857,0.000006,96.874649,2018-12-19
58473.678160,-0.043706,0.026380,-0.043951,0.028123,0.076895,0.020162,-113.228940,10.757286,10.584400,10.583500,10.415357,10.364333,10.285857,10.379857,10.253133,0.000006,96.281757,2018-12-21
58475.692593,-0.055545,0.027126,-0.055675,0.028604,0.076789,0.018385,-113.227961,10.755200,10.582214,10.581429,10.413143,10.362786,10.283333,10.377357,10.251286,0.000006,96.129981,2018-12-23
58476.654687,-0.058974,0.027773,-0.060384,0.029363,0.078007,0.018415,-113.227903,10.752933,10.579786,10.579133,10.410500,10.359786,10.281200,10.375143,10.249000,0.000006,97.654884,2018-12-24
58477.684861,-0.060977,0.027435,-0.060823,0.030019,0.076272,0.019939,-113.228201,10.752400,10.578667,10.578786,10.410357,10.359267,10.280933,10.375143,10.248000,0.000007,95.170230,2018-12-25
58478.716123,-0.058233,0.028239,-0.058011,0.029458,0.076384,0.017768,-113.228006,10.751200,10.578000,10.577500,10.409429,10.359000,10.279600,10.374214,10.247429,0.000008,95.641499,2018-12-26
58479.642257,-0.078179,0.029913,-0.077634,0.032420,0.076088,0.019090,-113.233488,10.755000,10.581867,10.581214,10.412929,10.363067,10.284143,10.378071,10.251933,0.000007,95.102434,2018-12-27
58480.627593,-0.083225,0.031406,-0.084141,0.032863,0.077599,0.018802,-113.230812,10.757000,10.584333,10.583286,10.415333,10.365200,10.286071,10.380929,10.254267,0.000008,97.159050,2018-12-28
58481.778067,-0.096219,0.033238,-0.097781,0.036227,0.077989,0.019768,-113.229187,10.753600,10.580429,10.579429,10.410857,10.360286,10.281400,10.375214,10.249429,0.000008,97.367657,2018-12-29
58482.731262,-0.104910,0.035783,-0.104808,0.036826,0.076554,0.019441,-113.227292,10.745143,10.572267,10.571000,10.402400,10.351600,10.271714,10.366000,10.239933,0.000008,96.169795,2018-12-30
58483.694792,-0.086571,0.032625,-0.087987,0.034266,0.078087,0.019378,-113.227883,10.741933,10.569000,10.568400,10.399571,10.348857,10.270067,10.363714,10.237643,0.000008,97.761027,2018-12-31
58485.666632,-0.083357,0.032746,-0.085153,0.032891,0.078455,0.019597,-113.227448,10.742143,10.569357,10.568267,10.400500,10.349429,10.270867,10.364667,10.238500,0.000008,98.494071,2019-01-02
58486.673935,-0.076458,0.030617,-0.077129,0.032075,0.077310,0.017720,-113.231560,10.742857,10.569714,10.568600,10.400467,10.349000,10.270286,10.363867,10.237714,0.000006,96.755681,2019-01-03
58487.687766,-0.070651,0.030793,-0.072690,0.032549,0.078607,0.018888,-113.228812,10.744429,10.571357,10.570800,10.402933,10.351143,10.273000,10.367200,10.241000,0.000007,98.504098,2019-01-04
58488.718368,-0.074112,0.030072,-0.074723,0.033055,0.077130,0.018729,-113.226461,10.744143,10.572000,10.570600,10.402267,10.351286,10.272071,10.366467,10.240429,0.000007,96.344701,2019-01-05
58489.726227,-0.081416,0.031750,-0.081095,0.033210,0.076118,0.018502,-113.226815,10.744214,10.571143,10.569933,10.401667,10.350357,10.271786,10.366133,10.239429,0.000009,95.350695,2019-01-06
58490.731921,-0.084796,0.031977,-0.085341,0.034321,0.077174,0.018868,-113.227051,10.741600,10.568357,10.567214,10.399143,10.347643,10.268400,10.363143,10.237214,0.000009,96.535693,2019-01-07
58491.675255,-0.096714,0.034337,-0.097274,0.035767,0.077283,0.018245,-113.227687,10.739929,10.567000,10.566500,10.397500,10.346933,10.267929,10.362500,10.235733,0.000010,96.787869,2019-01-08
58492.677593,-0.106356,0.035087,-0.108153,0.037186,0.078242,0.019168,-113.226062,10.741786,10.568786,10.567267,10.399800,10.348500,10.269214,10.363733,10.237500,0.000009,97.872206,2019-01-09
58494.632928,-0.092097,0.033473,-0.093435,0.034950,0.077901,0.018786,-113.226565,10.744143,10.570733,10.569857,10.401929,10.348867,10.270857,10.365500,10.238267,0.000011,97.595513,2019-01-11
58495.682442,-0.078370,0.030941,-0.079329,0.033689,0.077536,0.018737,-113.226312,10.743333,10.570786,10.569143,10.401571,10.349714,10.271000,10.365214,10.238643,0.000011,96.888136,2019-01-12
58496.687442,-0.083202,0.031077,-0.084113,0.033713,0.077559,0.019084,-113.226631,10.743571,10.570733,10.570000,10.401933,10.350200,10.270929,10.365071,10.239000,0.000011,96.802730,2019-01-13
58497.718692,-0.095045,0.033392,-0.095121,0.035236,0.076854,0.018525,-113.223229,10.739857,10.567467,10.565929,10.397067,10.346133,10.267214,10.360143,10.235267,0.000011,96.156861,2019-01-14
58498.728877,-0.164586,0.044622,-0.164498,0.046176,0.076715,0.018228,-113.228554,10.717929,10.545667,10.542429,10.362933,10.314667,10.230429,10.320929,10.199333,0.000011,96.000890,2019-01-15
58499.698866,-0.170502,0.044461,-0.171937,0.046510,0.077981,0.018707,-113.227584,10.707400,10.535071,10.533643,10.365714,10.314214,10.235933,10.329857,10.203929,0.000010,97.637768,2019-01-16
58501.674931,-0.123123,0.037397,-0.124114,0.039574,0.077720,0.019743,-113.227487,10.728357,10.555357,10.554667,10.387214,10.337143,10.258786,10.352533,10.226429,0.000010,97.151345,2019-01-18
58503.738241,-0.098646,0.034351,-0.100178,0.036366,0.078145,0.018953,-113.225958,10.742286,10.569467,10.568214,10.400600,10.350133,10.271643,10.365571,10.239267,0.000011,97.811828,2019-01-20
58506.682824,-0.050506,0.026334,-0.051619,0.028607,0.077618,0.018793,-113.226312,10.763667,10.591067,10.590286,10.422000,10.371667,10.292800,10.387571,10.261267,0.000012,96.988991,2019-01-23
58507.674780,-0.029272,0.023577,-0.029879,0.024937,0.077080,0.018067,-113.227411,10.769500,10.596867,10.595929,10.427133,10.377733,10.299214,10.393000,10.266933,0.000010,96.260048,2019-01-24
58509.749271,-0.002927,0.020740,-0.003509,0.021446,0.077164,0.018691,-113.226870,10.773067,10.600000,10.599333,10.430643,10.380500,10.301400,10.395400,10.269429,0.000011,96.640188,2019-01-26
58510.775324,-0.012887,0.021573,-0.014050,0.023706,0.077731,0.019819,-113.226232,10.775500,10.603000,10.602071,10.433286,10.383533,10.304929,10.398000,10.272800,0.000011,97.095336,2019-01-27
58511.701863,-0.008836,0.021485,-0.010059,0.023994,0.077791,0.019682,-113.226113,10.774786,10.601867,10.600714,10.432533,10.383133,10.304000,10.397571,10.271867,0.000010,97.154289,2019-01-28
58512.689606,-0.013128,0.022166,-0.013643,0.023573,0.077130,0.018837,-113.226080,10.775467,10.602357,10.601733,10.433000,10.384143,10.304800,10.399000,10.273000,0.000011,96.520305,2019-01-29
58513.696412,-0.006865,0.021442,-0.008063,0.023343,0.077816,0.018333,-113.226335,10.774000,10.601000,10.600200,10.431357,10.381500,10.303000,10.397000,10.270571,0.000010,97.224869,2019-01-30
58514.685995,-0.013109,0.021572,-0.013236,0.021990,0.076837,0.020022,-113.230708,10.775214,10.602643,10.601200,10.433071,10.383571,10.304733,10.398600,10.272500,0.000012,96.204168,2019-01-31
