wlc,wll,posc,posm,posme,posmy,d,sd,k,order,flag
5177.23831248,5177.22876090,0.00000000,1600.49628469,0.06354341,7.55813712,0.01998414,0.01998410,38600,118,1
5177.36651479,5177.36291549,0.00000000,1606.01677147,0.20008578,7.64905036,0.01998412,0.01998410,38599,118,1
5177.36651479,5177.36291549,0.00000000,1606.01677147,0.20008578,7.64905036,0.01998412,0.01998410,38599,118,1
5177.49249474,nan,0.00000000,1611.44514518,0.46155497,7.73825973,0.01998409,0.01998410,38598,118,1
5177.64995796,5177.63124553,0.00000000,1618.23511452,0.17867127,7.84957665,0.01998418,0.01998410,38597,118,1
5177.64995796,5177.63124553,0.00000000,1618.23511452,0.17867127,7.84957665,0.01998418,0.01998410,38597,118,1
5177.64995796,5177.63124553,0.00000000,1618.23511452,0.17867127,7.84957665,0.01998418,0.01998410,38597,118,1
5177.90023654,5177.89960339,1629.01826050,1629.04561071,0.21090462,8.02616773,0.01998411,0.01998410,38595,118,0
5177.90023654,5177.89960339,1629.01826050,1629.04561071,0.21090462,8.02616773,0.01998411,0.01998410,38595,118,0
5178.03466726,5178.03379275,1634.81690610,1634.85470985,0.09625135,8.12072379,0.01998411,0.01998410,38594,118,0
5178.17281570,5178.16798906,0.00000000,1640.82133612,0.17752747,8.21759082,0.01998412,0.01998410,38593,118,1
5178.30476867,5178.30219232,0.00000000,1646.53117311,0.15012288,8.31004270,0.01998411,0.01998410,38592,118,1
5178.43887090,5178.43640254,0.00000000,1652.33806828,0.11966381,8.40381310,0.01998411,0.01998410,38591,118,1
5178.58349950,5178.57061972,0.00000000,1658.60536933,0.21675637,8.50472501,0.01998415,0.01998410,38590,118,1
5178.71509983,5178.70484385,0.00000000,1664.31225838,0.09733988,8.59634262,0.01998414,0.01998410,38589,118,1
5178.83992069,5178.83907494,1669.70005353,1669.73676467,0.26832277,8.68318220,0.01998411,0.01998410,38588,118,0
5178.96489061,5178.97331299,0.00000000,1675.15542425,0.28228213,8.76968520,0.01998407,0.01998410,38587,118,1
5179.10010747,5179.10755800,0.00000000,1681.03103201,0.23935049,8.86320291,0.01998408,0.01998410,38586,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.97373707,nan,0.00000000,-2147483648,118,1
5179.38460227,5179.37606889,0.00000000,1693.40701343,0.23924317,9.05920284,0.01998414,0.01998410,38584,118,1
5179.51352583,5179.51033477,0.00000000,1699.02156049,0.15964702,9.14767131,0.01998412,0.01998410,38583,118,1
5179.64009052,5179.64460762,0.00000000,1704.53713092,0.07493452,9.23429981,0.01998409,0.01998410,38582,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,9.33544658,nan,0.00000000,-2147483648,118,1
5179.92093354,5179.91317419,0.00000000,1716.78932008,0.13595780,9.42571596,0.01998414,0.01998411,38580,118,1
5180.04874830,5180.04746792,1722.31868519,1722.37462315,0.18811056,9.51249786,0.01998411,0.01998411,38579,118,0
5180.18672836,5180.18176861,0.00000000,1728.40197937,0.09295947,9.60580488,0.01998412,0.01998411,38578,118,1
5180.30929444,5180.31607626,0.00000000,1733.76251114,0.04973930,9.68848480,0.01998408,0.01998411,38577,118,1
5180.44502890,5180.45039088,0.00000000,1739.70309555,0.16248332,9.77977128,0.01998409,0.01998411,38576,118,1
5180.44502890,5180.45039088,0.00000000,1739.70309555,0.16248332,9.77977128,0.01998409,0.01998411,38576,118,1
5180.57713374,5180.58471246,0.00000000,1745.48899564,0.15690505,9.86833176,0.01998408,0.01998411,38575,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,9.96757227,nan,0.00000000,-2147483648,118,1
5180.85681918,5180.85337652,0.00000000,1757.75221539,0.09146790,10.05487272,0.01998412,0.01998411,38573,118,1
5180.99406036,5180.98771900,0.00000000,1763.77654288,0.17860939,10.14592032,0.01998413,0.01998411,38572,118,1
5181.12725977,5181.12206845,0.00000000,1769.62773827,0.20834450,10.23397102,0.01998413,0.01998411,38571,118,1
5181.25231799,5181.25642486,0.00000000,1775.12515808,0.13899689,10.31635170,0.01998409,0.01998411,38570,118,1
5181.41460842,5181.39078824,0.00000000,1782.26483764,0.07832068,10.42283399,0.01998420,0.01998411,38569,118,1
5181.41460842,5181.39078824,0.00000000,1782.26483764,0.07832068,10.42283399,0.01998420,0.01998411,38569,118,1
5181.53136844,5181.52515859,0.00000000,1787.40539118,0.07811413,10.49914050,0.01998413,0.01998411,38568,118,1
5181.65752651,5181.65953591,0.00000000,1792.96338949,0.09179284,10.58129936,0.01998410,0.01998411,38567,118,1
5181.79558445,5181.79392020,1798.97864085,1799.05204502,0.16821219,10.67088678,0.01998411,0.01998411,38566,118,0
5181.93313290,5181.92831145,0.00000000,1805.11879278,0.23119123,10.75971398,0.01998413,0.01998411,38565,118,1
5182.06179460,5182.06270968,1810.84275685,1810.80233633,0.14187758,10.84252879,0.01998410,0.01998411,38564,118,0
