A,e_A
2273.351316588397822,0.016861721071392
30530.797696872323286,0.661503318397136
399.736435937957140,20.506624968302603
7929.178206703625619,262.983419613283843
2264.291263965889812,5448.955456802348635
-474.454544110099960,2.500298178717726
1906.454959484748542,224.876274836939928
-63494.092345178127289,17588.398939765054820
133804.835659027099609,620592.740985356969759
-10765669.840942382812500,33192597.212211746722460
-8591.813683621585369,85.517503036561408
37.944286458194256,1991.036181413642680
-14733.639538407325745,29203.355102626675944
37992.857233047485352,427757.528494693862740
-41685.635852694511414,7267.510655130110536
69463.684272289276123,170525.083055896975566
-586896.153327941894531,1750205.594820126425475
4651856.771728515625000,34133510.006927311420441
-3609559.525146484375000,516837.612756165151950
-1673812.165817260742188,5792343.154597506858408
-46466220.993164062500000,109548765.124427512288094
-5435539.199951171875000,18603704.668605059385300
21335527.248046875000000,333502198.707672119140625
-653598166.578125000000000,968301135.159361243247986
