A,e_A
2251.610898417780390,0.016859483720203
30561.821810012785136,0.649530279543405
261.046223017125158,20.790754522981555
7428.992803240194917,252.335078992965038
355.989034291356802,5474.990749580958436
-468.252903609132773,2.482960341088168
1981.455071028321981,223.676008483310795
-62258.881482601165771,17475.662205180189630
18945.061292648315430,614053.561730285291560
-10894775.518066406250000,32916766.912341024726629
-8592.489208338782191,85.129415292574237
119.528891537338495,1968.450755650340852
-15668.116968631744385,28576.304840363027324
27514.560015678405762,421015.929883926582988
-42118.360375404357910,7198.167795990735613
79278.878934860229492,170117.599900228757178
-352118.813659667968750,1695926.042963621905074
3343137.357543945312500,33956929.453433617949486
-3651882.614578247070312,514415.815646235540044
-1266886.613662719726562,5682815.874314542859793
-31799113.121582031250000,108276309.181393072009087
-3029771.124267578125000,18497842.790172494947910
22449289.154296875000000,330207865.596638083457947
-547424837.156250000000000,966311389.620134949684143
