gj810A;LP  756-19;20 55 37.7407989732 -14 02 08.129216295;1425.498  -464.306  [0.759 0.577 90];77.0149 [0.3956] A 2018yCat.1345....0G;~:~ ~ (~) ~ [~] ~                  


