gj597;Ross 1057;15 41 16.5549442656 +75 59 33.819015137;776.36  -758.27  [2.17 2.52 0];68.3490 [1.4898] A 2018yCat.1345....0G;v:~ -10.10 (~) D [10] 1996AJ....112.2799H


