gj3708;L  758-108;12 11 11.7598897837 -19 57 38.069257626;-212.860  -184.266  [0.123 0.083 90];78.3453 [0.0578] A 2018yCat.1345....0G;v:~ -9.10 (~) A [0.1] 2002ApJS..141..503N


