A,e_A
2274.638548610561429,0.016910681343897
30477.953659228245670,0.663985868538143
301.216109344124561,20.548294447971966
7429.609162552747875,262.501725020657091
431.990416215732694,5440.590079893496295
-475.271488156013220,2.518154873960846
1940.468293367885053,224.557292726527407
-65565.146199464797974,17786.993606109062966
122814.184844970703125,613859.566180236521177
-6684338.160522460937500,33360897.458510808646679
-8559.644560905173421,86.255851902496843
65.957206118851900,1993.364207709147877
-16411.093069314956665,29246.637752255104715
4638.893508911132812,424965.071466438937932
-41146.183876276016235,7342.689940763741106
80324.583601474761963,172029.467477982747369
-243373.830802917480469,1755846.826472542015836
1830634.202941894531250,34119164.340835288167000
-3652260.742279052734375,525058.949392756097950
-1340310.200454711914062,5834128.830590939149261
-23925883.468261718750000,110260863.757699549198151
-1936294.754638671875000,18747689.862694691866636
26799588.041015625000000,338415909.065506458282471
-533684242.062500000000000,982416432.607025861740112
