gj555;BD-11  3759;14 34 16.8115600986 -12 31 10.417356933;-355.037  593.220  [0.180 0.180 90];160.1141 [0.1135] A 2018yCat.1345....0G;v:~ -1.45 (~) A [0.1] 2002ApJS..141..503N


