wlc,wll,posc,posm,posme,posmy,d,sd,k,order,flag
nan,nan,0.00000000,-1.00000000,0.00000000,7.71185536,nan,0.00000000,-2147483648,118,1
5177.49746154,5177.50198140,0.00000000,1611.96774827,0.09677514,7.79081973,0.01998410,0.01998412,38598,118,1
5177.62828523,nan,0.00000000,1617.60886002,0.11696945,7.88037027,0.01998409,0.01998412,38597,118,1
5177.89730375,nan,0.00000000,1629.22102914,0.10490084,8.06428846,0.01998409,0.01998412,38595,118,1
5178.33267164,nan,0.00000000,1648.04832581,0.04088223,8.36114957,0.01998474,0.01998412,38593,118,1
5178.44015526,nan,0.00000000,1652.70303393,0.13953319,8.43426501,0.01998412,0.01998412,38591,118,1
5178.56942146,nan,0.00000000,1658.30455087,0.14889463,8.52209633,0.01998410,0.01998412,38590,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.59558452,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.62684772,nan,0.00000000,-2147483648,118,1
5179.65579452,nan,0.00000000,1705.53220132,0.05669208,9.25496443,0.01998415,0.01998412,38582,118,1
5179.92315351,5179.91814733,0.00000000,1717.19694252,0.08766358,9.43360520,0.01998414,0.01998412,38580,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,9.82496161,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,9.96015017,nan,0.00000000,-2147483648,118,1
5181.44281262,5181.26143620,0.00000000,1783.81849422,0.08260948,10.43216818,0.01998483,0.01998413,38570,118,1
5181.44281262,nan,0.00000000,1783.81849422,0.08260948,10.43216818,0.01998483,0.01998413,38570,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,10.52273812,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,10.55195941,nan,0.00000000,-2147483648,118,1
5181.78324636,nan,0.00000000,1798.81846789,0.11207308,10.65127478,0.01998407,0.01998413,38566,118,1
5181.78324636,5181.79894680,0.00000000,1798.81846789,0.11207308,10.65127478,0.01998407,0.01998413,38566,118,1
5181.78324636,5181.79894680,0.00000000,1798.81846789,0.11207308,10.65127478,0.01998407,0.01998413,38566,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,10.75535703,nan,0.00000000,-2147483648,118,1
