w,wave,R,flux_cont,Im
0.10388772826854868,3819.082393598414,36761.631592579695,0.42712843,0.41647883633808996
0.04348775396811668,3827.088431626721,88003.81906208757,0.4735813,0.47202765645924233
0.11853015342912392,3831.698140243361,32326.77955263558,0.052112106,0.028786580623311575
0.07671926198293802,3832.8790725600384,49959.80114371345,0.06589081,0.04822460988851873
0.06410289375018402,3833.8620148488194,59807.93986913911,0.08419621,0.07248130686175622
0.030970889773788302,3835.963295779346,123857.05815355197,0.34038594,0.33991674911240766
0.054168088337863414,3840.7549984404677,70904.38515172384,0.0942515,0.07581305407507066
0.10016249637165006,3841.734472389647,38355.019209335616,0.23300692,0.2137867891973927
0.10163489385620135,3842.64848830171,37808.358355138356,0.66499573,0.6694118669694478
0.06532650799612401,3843.4537598895263,58834.520285663646,0.6088489,0.6067746069086895
0.04679073851120472,3847.5770965512074,82229.45862737023,0.7272478,0.7255438176635771
0.06836461778418014,3856.9495853674803,56417.33560982469,0.43491808,0.4325431141354683
0.03663743950341957,3857.990769551014,105301.8666654073,0.68874484,0.6692591389452787
0.08227937787801805,3860.6243330028597,46920.92274599311,0.16412331,0.1582783357415286
0.036419626239416227,3860.736845571378,106007.0419227142,0.23037048,0.22427794651504115
0.04696747430059364,3860.832218757897,82202.25328806105,0.33610088,0.3237907021711983
0.04609714579734358,3861.8480819827305,83776.29493506029,0.5525456,0.5342175056428425
0.16113139251767652,3871.1259156778196,24024.653763562226,0.26221937,0.26444456053981424
0.10083219399890045,3871.744745252356,38397.90241293943,0.06391037,0.03873316997337839
0.0744444384519727,3873.5522655641194,52032.79581540687,0.27734923,0.26697662222318186
0.04581602186207614,3877.346790459895,84628.62188542256,0.68177897,0.6575986550054236
0.04105463206619221,3878.1741716404517,94463.74200571784,0.12348316,0.11954913318323718
0.07797658711406694,3879.214055332966,49748.446282450306,0.15400863,0.15387478876291544
0.032237878248263345,3884.0848870395607,120482.02605420524,0.7829905,0.7519501486371698
0.04343758545321965,3885.213019060688,89443.57699727325,0.08131209,0.06313162515299106
0.03751713460134121,3888.033266545744,103633.53459319759,0.45461428,0.4543374856331035
0.24080845880263738,3888.816927065871,16149.004675342741,0.06408995,0.056215971491160754
0.3068357472198758,3898.0211682065556,12703.934282511314,0.055077024,0.04115244635862547
0.03799606004715119,3904.3387179518413,102756.40982530173,0.78185904,0.7675238699329089
0.03820259376412466,3904.4743267847593,102204.43017278523,0.78443485,0.7825309950479781
