w,wave,R,flux_cont,Im
0.09739847169642793,3800.5805249299297,39020.94620925469,0.48560653291713146,0.4938571062898695
0.13013034732415626,3809.9591536502835,29278.021860339995,0.6306779300310615,0.6481530134565487
0.09980350163568923,3819.0829699754513,38266.02180669147,0.4548973965539863,0.4491169855902521
0.06331012299317249,3819.503174177348,60330.05455682422,0.14371523787448254,0.13367338361168923
0.05051843930828356,3819.6818613126266,75609.65686218873,0.23506289189890717,0.21864707968958363
0.062469736676981455,3821.483702112762,61173.36018035247,0.4289452293913736,0.43198240131954974
0.06473876609738947,3824.9347824439305,59082.60248102206,0.22484530366261907,0.208596808039905
0.07596580385972175,3825.411449818021,50357.019283071306,0.10635504241714622,0.10356057734643523
0.13267281607664633,3826.841154674488,28844.199345732482,0.10365092371946197,0.11160422675335846
0.05923853450310121,3827.089399461461,64604.72784418913,0.5190243120396804,0.5186550065681063
0.10192388579066534,3828.166513094317,37559.07149141402,0.12343529990494966,0.12406958100651211
0.1458156675304786,3830.3181478351416,26268.220779735642,0.4556691099766995,0.4518662504381154
0.04937027584103503,3830.4841846313075,77586.84996950187,0.5442985698323669,0.5434652118597025
0.09391594683989515,3831.698599243849,40799.233018179584,0.06354714231585548,0.0537686363780332
0.09100176925500447,3832.8776623025833,42118.715863228135,0.09260241836623763,0.09249617458170667
0.11421081485595104,3833.31232280276,33563.47932231763,0.07496573054301668,0.06490696085864744
0.07796734061660243,3833.8600525237775,49172.64103410232,0.10680674661116321,0.10812123788748981
0.43896057578093517,3836.519147473485,8740.008463512026,0.18745892988839527,0.18216916623030466
0.06456099001543093,3836.9182134208827,59430.90730956586,0.25061442717315074,0.24447385220067414
0.059679313011779374,3840.755757366817,64356.56785473949,0.12356408469870205,0.11482191890442442
0.05309970969076101,3841.447019085901,72344.03053156968,0.27016552890500145,0.2600795812979897
0.08917113888629317,3841.735774272051,43082.726342329785,0.25306427991978786,0.24212371149761286
0.10866330590648451,3842.6492395869072,35362.896495104666,0.6911578418881333,0.6933426547974793
0.470453026460569,3846.8016467189505,8176.802848225209,0.06416103343787057,0.060415330466041084
0.06570593228213581,3848.581719720418,58572.81962296689,0.6561528892567411,0.6550398463513281
0.07543436855013573,3850.4013341791942,51043.06443050707,0.49761002817381583,0.49582828650068417
0.056097530676024555,3852.917034685989,68682.4711935615,0.7110870038741389,0.7094146761719164
0.11151811619359227,3854.855996804256,34567.08316442806,0.5601875785250268,0.5665048201012934
0.055821067405357354,3857.1475594529275,69098.41998260934,0.5617162244441009,0.5457023169316734
0.07919428293064978,3858.6844053047344,48724.279866057674,0.2689151094127376,0.26128537898610665
0.20803408990277358,3858.8641878557232,18549.19157556915,0.11903408902917538,0.1125680845084529
0.15917315920560374,3859.213757166212,24245.380166019517,0.06156297676929663,0.056887680718060996
0.07738698763187442,3860.6232885188438,49887.24082249607,0.18742253251649496,0.18336999407436155
0.0878077140385494,3861.0103806595484,43971.19800846296,0.43101233297573116,0.4288828970287488
0.1209794944309646,3861.3389741042092,31917.301293630655,0.0921561089488793,0.09047548651410942
0.06353458540887036,3861.848802046787,60783.410754855046,0.5845304701138795,0.5781157883045838
0.06429075133993842,3864.568584204001,60110.80137748011,0.72900341378827,0.7243025218943147
0.12904343249046096,3867.367994928787,29969.50654745384,0.630141784247826,0.6475983831518526
0.10193898775606298,3867.7532179454774,37941.84446093282,0.4331629301297822,0.4300927140222995
0.06079058437705232,3870.3566071743326,63667.04065827904,0.42908284344867703,0.4255169255824004
0.08317420695467742,3870.859818185059,46539.18516222625,0.31101998204432596,0.30541437094081436
0.09340818764362535,3871.742217257503,41449.70922708755,0.08308412839038722,0.07074397110430486
0.06269140587441663,3873.3653198149136,61784.63005876812,0.6891630487596547,0.6754671340609666
0.06668460485047081,3876.3054527800537,58128.94087731384,0.8329438697994078,0.8259606289491671
0.20204037325992855,3878.303816125719,19195.687245817015,0.07727243923749832,0.07634850290241496
0.10284761589818742,3879.216954234677,37718.10284912053,0.1929345999609481,0.19537517744211563
0.09894609738482874,3880.369862103001,39217.00769067394,0.2684252866406808,0.2640232702875537
0.3887271994423836,3882.860683541511,9988.651910932262,0.19911175266049985,0.20160736815719993
0.07431380050573305,3886.790959620007,52302.411304077425,0.1116934772650704,0.10586116844886606
0.1266275492581029,3888.818678520821,30710.684217652386,0.0805764439772808,0.0819602992546502
0.0695738829606951,3890.199125989236,55914.647284915176,0.31664498624716675,0.3166170671154032
0.07758839699334552,3890.5721899069213,50143.73721679804,0.3897636836516931,0.3895616402663911
0.05387213387301926,3892.9963945570235,72263.63826116697,0.14273842621185953,0.13751516990100582
0.04122223462917185,3895.095912214686,94490.16889196572,0.34303568632240283,0.3350409528948801
0.04753367044709331,3895.260206724044,81947.38950486918,0.30413447423465273,0.2971029706317926
0.07226861908395714,3896.5421759432406,53917.484868729574,0.6606450634802834,0.6465899650577782
0.05246369297140093,3896.982123641231,74279.59990856073,0.8082045159286596,0.7955385363771665
0.07862711577266,3898.020373263546,49576.031563133525,0.06205002860446562,0.053247145491250314
0.07920134791542556,3902.4317719384685,49272.28986185494,0.48301650350793734,0.4830196330516729
0.10939957754759438,3903.163362197702,35678.04784711922,0.16680768705224747,0.18602034950733842
0.05116072298767563,3907.299937614862,76373.039891483,0.7970759430808602,0.7841591192030906
0.056941738308202865,3912.793131305238,68715.7302807802,0.701188348917808,0.6973474839972051
0.06099924764242525,3913.177964635305,64151.249660883885,0.7810739928029582,0.7757440725497071
0.098138822386171,3917.6117676493536,39919.082707491245,0.5849854584590719,0.5919064427034197
0.04844060603010616,3920.638799289835,80937.03032644001,0.26799791066516887,0.2456356331832604
0.06218376190583623,3922.0858932983538,63072.50917430018,0.41767690729440893,0.41626105988412143
0.09232580367733127,3922.435478862424,42484.71524354029,0.47283375878786654,0.4764561334674772
0.05506158480964911,3923.5142226921407,71256.83425669535,0.4992677284566962,0.4882527756831952
0.0657699477197162,3924.053817013599,59663.32577511332,0.40308584164875033,0.39266645951465273
0.05712817450762627,3924.189428291399,68690.96487176469,0.5040125029217813,0.5012471183523165
0.06023789435643648,3926.3267665569774,65180.34550351851,0.42475504340558384,0.42459504044006763
0.07504734230194027,3926.4876222961116,52320.14221767579,0.29610088981522525,0.2956813286510998
0.05294180647256037,3927.4381270547797,74184.05960685083,0.32353747635432994,0.3130715558861376
0.17230241120679426,3928.3366334891202,22799.081022577222,0.21717980398355324,0.2261946506213316
0.08979788767400003,3928.644389206438,43749.853041854265,0.10531076475136492,0.10310646404735685
0.058950545407071835,3929.3459409217344,66654.95482337575,0.21320783492890022,0.21214858812404414
0.07103207797315177,3929.8823352963213,55325.45924929455,0.11349375136895858,0.11045403697376974
0.08039761436859645,3937.3311806571423,48973.23398932936,0.10038880781686345,0.09342064305391623
0.06390180755693221,3938.0127972168957,61626.000073759904,0.19702080894301188,0.18662891250514538
0.06103067438636412,3938.411020897584,64531.66478162873,0.18305720387866045,0.1716778087734139
0.06533788355692809,3939.142565086757,60288.799554620266,0.2584729695878232,0.2582329317297154
0.06252441365740655,3940.0413780567583,63016.0468140596,0.3003362394455597,0.29992600785406986
0.05424479565079255,3940.3430866248773,72640.02084165481,0.3822980570890556,0.3824460362528195
0.06243788390244141,3941.8587750028237,63132.48509770029,0.3430440602234975,0.3404197501951365
0.054394466457621596,3942.7525825115827,72484.44261482659,0.4030583266726585,0.37979562644489007
0.06084093902482282,3943.186882641948,64811.40734913947,0.4912970245200633,0.49187088331472384
0.061196906501546605,3945.508199747651,64472.347138134144,0.5398979242263042,0.5323792871846696
0.043495543344105735,3949.593358457559,90804.55271500327,0.6800841829446617,0.6660049459174552
0.05564019164600583,3949.7019177390293,70986.49017724153,0.6130210382336442,0.6114249656633707
0.055217534071991606,3955.771342365369,71639.7682157973,0.7084388652651791,0.6978709859980017
0.060726744679577956,3957.2955584622587,65165.613262208564,0.7037851014686347,0.7051079432267117
0.09983601251870416,3961.145692102065,39676.52144921101,0.13381829816633137,0.13900483458526275
0.1693048655479526,3963.1017207458253,23408.07931254254,0.09544444064079868,0.09522007742710492
0.06028858767867254,3964.265122270775,65754.81819875436,0.14954827821481573,0.13215674801771637
0.08754581449972566,3964.513795644197,45285.01811650425,0.1214791389048791,0.1150726952871946
0.08695972493232622,3965.504289243495,45601.619512130805,0.12065303550642469,0.11689321862558333
