gj512A;Ross  486A;13 28 21.0793477274 -02 21 37.106054392;151.966  -493.639  [0.500 0.597 90];76.2073 [0.3485] A 2018yCat.1345....0G;v:spectroscopic -40.405 (Opt) B [1.622] 2017AJ....153...75K


