A,e_A
2245.964917375612458,0.016953548891814
30645.512399054496200,0.651205968317557
380.256898495543282,21.054703412386903
8045.062217104714364,252.811390461363516
2415.398102827370167,5549.203713557456467
-466.543385837187088,2.498374795031150
1974.924510704353452,225.356954387172152
-61167.687623441219330,17536.453614765352540
20572.402967453002930,620152.740561375045218
-12730818.250976562500000,33000744.965709619224072
-8627.266558693721890,86.153164331352585
49.232306845486164,2002.241358861613890
-14527.931384682655334,28980.168848403660377
79449.285957336425781,429386.326657185505610
-42050.922957301139832,7221.348985793024440
68607.769090175628662,175086.126734508055961
-514743.502441406250000,1721435.863349140388891
6764323.457214355468750,34795843.468920640647411
-3618208.405433654785156,525594.646721438737586
-1600493.241943359375000,5755450.257251830771565
-43450188.488769531250000,112309266.681024745106697
-3902648.609619140625000,18296563.855750191956758
15009826.843750000000000,340723497.271733522415161
-595411472.187500000000000,969648736.511982440948486
