gj414A;HD  97101;11 11 05.1719342387 +30 26 45.664958505;591.622  -197.247  [0.081 0.091 90];84.0803 [0.0471] A 2018yCat.1345....0G;v:~ -16.38 (~) A [0.1] 2002ApJS..141..503N


