bjd,nzp,rvc,avc,tzp_med,tzp_gauss,tzp_weight,tzp_mean,t1,t2,t3,t4,t5,t6,t7,t8,id
2458355.5752,-1.4820522923423,1.293767,0.318781008150913,96.38654051937333,96.29733006022757,95.30641675516456,95.9959153741242,10.862250000000074,10.68918181818185,10.688000000000043,10.518750000000011,10.4673636363637,10.38772727272726,10.481166666666638,10.355272727272734,J00067-075
2458357.5598,-0.7541637478381773,0.269665,-1.4332095363532096,95.85207557192346,96.10056723885496,95.23011457412642,95.97438388068774,10.857999999999947,10.685454545454604,10.68408333333332,10.515250000000036,10.462833333333322,10.384000000000016,10.477833333333422,10.351416666666694,J00067-075
2458360.5943,1.2204936964022477,1.232907,-2.444624980593635,95.8217917565725,95.9871055707997,94.6924809381808,95.45082898496769,10.860090909090957,10.68745454545467,10.686333333333325,10.516500000000065,10.464000000000055,10.385636363636308,10.47950000000003,10.352909090909122,J00067-075
2458362.6056,-0.3513745806457016,2.648239,0.5425752964543145,96.68481951367642,96.4331730019821,96.53772357116402,97.4663738925614,10.867333333333306,10.694750000000056,10.6937272727273,10.52418181818183,10.471833333333336,10.39241666666669,10.48681818181825,10.360000000000014,J00067-075
2458365.6261,-0.3396906142135528,2.193631,0.0762833300221657,95.25141153396387,95.50900771227374,93.82881793273272,94.82216729352992,10.870181818181834,10.69736363636366,10.69616666666667,10.527166666666687,10.473545454545444,10.394000000000062,10.487916666666706,10.361909090909194,J00067-075
2458382.4413,1.5396973856609688,4.132072,0.1353363301476441,96.58261056056884,96.61348250634444,96.1424913214964,96.98911058178828,10.86554545454544,10.692916666666632,10.691727272727292,10.52325000000002,10.470583333333366,10.391818181818223,10.486454545454592,10.359500000000082,J00067-075
2458384.5614,1.7903830048595053,5.41077,1.163348710949108,96.10037039753648,96.14700281747398,94.93650901788205,95.71769440562096,10.868272727272767,10.695636363636368,10.694500000000062,10.525750000000071,10.473818181818215,10.394727272727266,10.489250000000084,10.362818181818229,J00067-075
2458390.5309,-0.3632903329646939,2.045069,-0.0486789512266933,96.10737954742883,96.586933008534,95.20264404760168,96.12405932981714,10.866999999999962,10.694727272727334,10.69318181818187,10.524272727272717,10.471083333333295,10.39241666666669,10.486454545454592,10.36000000000007,J00067-075
2458392.5294,0.0075753580999815,3.909666,1.4450523577086316,96.44717424465966,96.69661583543925,95.1056645208449,95.881939048183,10.866454545454587,10.69450000000012,10.692818181818213,10.523500000000013,10.47075000000001,10.392272727272768,10.48590909090916,10.36000000000007,J00067-075
2458394.5157,0.099430886709369,-0.220986,-2.777455170900756,96.25797994886052,96.56594096740874,95.11251166728736,96.02013748325196,10.86000000000007,10.688181818181874,10.686000000000035,10.518166666666673,10.46472727272726,10.38609090909091,10.480416666666711,10.354000000000042,J00067-075
2458396.5171,-1.7266978880329884,-0.928688,-1.6590283961583985,97.14805221275763,97.25115996810408,96.44880802862517,97.51681191717826,10.86191666666673,10.689250000000015,10.688090909090988,10.519272727272664,10.466916666666693,10.387749999999984,10.482000000000028,10.355500000000063,J00067-075
2458398.5206,-0.2925408629200147,-2.488754,-4.6532514212713725,96.64802227485134,97.03573365105612,95.1852982097765,95.90617215876898,10.857000000000028,10.683666666666738,10.682727272727275,10.514454545454498,10.462166666666633,10.383000000000038,10.477272727272748,10.350833333333412,J00067-075
2458416.4936,0.1332861969710697,1.314251,-1.2760734811624566,96.63374056190462,96.8691361166803,96.28795642220608,97.15496603151855,10.821000000000026,10.648454545454513,10.647250000000042,10.478545454545497,10.425363636363612,10.346916666666688,10.44083333333333,10.314272727272735,J00067-075
2458711.6063,0.9474902822358784,4.595791,1.1912624335727349,94.81445205695532,94.80051861651482,94.43830725724644,95.37180369062987,10.928363636363656,10.756090909090917,10.754250000000011,10.585833333333367,10.532272727272757,10.454363636363668,10.547999999999943,10.421727272727251,J00067-075
2458718.6362,0.5865726368357906,4.435397,1.3917860789728225,94.96644862390946,94.90745394337804,94.087570868603,95.07225035193164,10.926363636363646,10.753272727272815,10.752500000000111,10.583333333333371,10.529545454545485,10.450181818181818,10.54475000000008,10.417272727272746,J00067-075
2458719.5961,-0.3934981821019337,1.764623,-0.2989171020894532,95.2695967576166,95.5109888945744,93.72138394736685,94.4763150105529,10.921833333333382,10.74875000000003,10.747727272727277,10.578636363636347,10.525000000000034,10.445833333333384,10.54036363636368,10.413166666666656,J00067-075
2458723.6464,0.2766558637818971,1.91153,-0.8221641479732842,95.87105295181404,95.7409928228637,94.9070210622122,95.83362128515382,10.905818181818232,10.733000000000004,10.73191666666662,10.562416666666763,10.50933333333336,10.430363636363666,10.524916666666684,10.398166666666668,J00067-075
2458743.5767,-0.2485721008429676,10.946299,8.737832816651581,95.46639060435687,95.04604993129084,95.00664797663222,95.84207663399172,10.870909090909208,10.69816666666668,10.697000000000005,10.527916666666728,10.475250000000074,10.396545454545503,10.489999999999952,10.364083333333385,J00067-075
2458759.5385,-0.8574178668595053,-2.615451,-4.215071417331881,96.4155222783926,95.9709934417821,96.34035990825495,97.25101629067562,10.886000000000024,10.713333333333368,10.712000000000046,10.54400000000004,10.48991666666666,10.41175000000004,10.505999999999972,10.379166666666665,J00067-075
2458760.5161,-0.811756776120308,0.24502,-1.4002615080710787,95.52265148670892,95.78251383488252,94.26563628050349,95.07847880565384,10.889181818181784,10.716416666666705,10.715083333333324,10.547000000000024,10.493583333333332,10.41427272727276,10.508750000000076,10.38225,J00067-075
2458765.4861,-1.4743279692551643,0.8256,-0.1571103149362223,95.9861605261639,95.48603769709176,94.66450005777878,95.49942454576858,10.889999999999986,10.717909090909131,10.716499999999996,10.54800000000006,10.494000000000083,10.415416666666658,10.50933333333336,10.38299999999998,J00067-075
2458771.4716,2.8969252541197275,4.610688,-0.7432755383111147,95.2244932551539,95.69023295826764,93.16159886940753,93.96167208300648,10.896083333333308,10.7231818181819,10.721749999999986,10.552999999999995,10.499727272727228,10.421416666666689,10.515583333333325,10.388636363636351,J00067-075
2458772.4787,0.2271997725309476,2.424838,-0.2594000567223348,95.13545685933006,95.71870629119364,93.58345320437536,94.14526379993426,10.892818181818257,10.719818181818198,10.71841666666677,10.549833333333368,10.496090909090924,10.41700000000003,10.511000000000024,10.384181818181844,J00067-075
2458773.4888,0.0094749129121689,2.210346,-0.256167197103556,96.23404753979312,96.76992943483008,95.50532158883236,96.23917243218784,10.890818181818249,10.71809090909096,10.716333333333353,10.547583333333309,10.494818181818175,10.415818181818167,10.509833333333347,10.382818181818209,J00067-075
2458122.4077,-0.4128892276214267,-8.08853,-1.1305932859766052,96.24433425760915,96.27572853773042,95.69563950148748,96.2349546270568,10.768000000000027,10.595454545454572,10.594000000000053,10.4256666666667,10.377363636363668,10.297583333333364,10.391666666666708,10.266363636363678,J00162+198E
2458124.3155,-4.145042264054205,-4.22903,6.461059750456174,96.87439591841238,96.93262596032848,97.21752327058655,97.8806495028364,10.774166666666702,10.600833333333355,10.600090909090966,10.431416666666678,10.382000000000062,10.3034545454546,10.397272727272764,10.271333333333304,J00162+198E
2458356.5893,0.6795708991844376,-4.969837,0.8956395872175309,95.8392241102487,95.73473260248775,95.64271883446938,96.375111267327,10.860250000000065,10.687818181818216,10.685333333333404,10.51625000000007,10.464272727272771,10.38558333333333,10.478916666666748,10.352909090909122,J00162+198E
2458413.4451,-1.8712553541890635,-12.201855,-3.785552159408968,96.45147858399088,96.60749824695704,95.92585402041692,96.73572199768364,10.84699999999998,10.674666666666669,10.673090909090943,10.503363636363758,10.45199999999994,10.372416666666709,10.466636363636384,10.340416666666728,J00162+198E
2458491.3867,-1.4661916289125294,-7.30353,0.7077091153144976,96.94378528017543,96.81873695262504,96.08114688916991,96.80921597344718,10.740916666666692,10.568363636363642,10.56725,10.398909090909116,10.347454545454582,10.268666666666718,10.362500000000011,10.23627272727282,J00162+198E
2458720.6129,1.0366536538709827,-1.448507,4.059886832530986,95.16448439791006,95.348148276424,94.16252309716003,95.02872436918496,10.91825,10.7455833333334,10.744090909090914,10.574999999999989,10.521500000000003,10.441499999999962,10.536272727272774,10.40933333333345,J00162+198E
2458766.3833,1.881921426221556,-6.007699,-1.3445729398195867,95.6184729321641,95.11711744545818,94.37295991508395,95.09089390307246,10.892909090909145,10.720333333333372,10.71918181818188,10.5505,10.496416666666732,10.417818181818234,10.51127272727274,10.385333333333335,J00162+198E
2458048.2878,1.5281322687446146,-0.740026,-1.3546621166379778,96.41827165651236,96.53291188495962,95.57211746237596,96.3264079054768,10.891666666666708,10.719272727272768,10.71766666666673,10.548749999999984,10.498909090909136,10.420272727272788,10.513545454545463,10.387,J00183+440
2458065.2618,-0.1970963428097934,-1.664101,-0.5535085050835699,97.65343874425132,98.09791950981864,96.69957021992612,97.48944902432066,10.849727272727309,10.677166666666665,10.67536363636367,10.506909090909176,10.45700000000005,10.378363636363645,10.47208333333333,10.345333333333372,J00183+440
2458078.3742,-1.1707212293072806,-0.475773,1.608444381413917,97.21696965579432,97.28417084547632,96.95481004533292,97.67326271011558,10.793666666666752,10.621500000000026,10.62109090909098,10.451000000000022,10.401583333333406,10.322545454545434,10.415818181818224,10.29000000000002,J00183+440
2458078.5435,-1.1707212293072806,-0.398715,1.6855023814139174,97.213152342878,97.28165089322624,96.9533929444147,97.67128602451577,10.793181818181836,10.6205833333334,10.61954545454546,10.450909090909136,10.400666666666725,10.322000000000005,10.415333333333365,10.289000000000044,J00183+440
2458096.2572,-2.6698742874789443,-4.468948,-0.8855775604144194,96.38568679509198,96.3296153373648,96.05659379776938,96.86329656243264,10.78181818181821,10.609181818181868,10.608333333333348,10.439454545454623,10.39081818181819,10.312250000000006,10.405583333333311,10.27945454545454,J00183+440
2458114.2848,2.290172406242135,-0.284262,-1.6609382541354984,98.08098662902864,97.92075719970096,97.6882330262966,98.04341856005183,10.762454545454544,10.589583333333335,10.588545454545454,10.419272727272698,10.370333333333406,10.291545454545483,10.384833333333347,10.25883333333337,J00183+440
2458123.4548,-1.732713698673157,-3.956328,-1.3101181492202063,96.5332689008402,96.69371451681394,95.45094667050463,96.46225228256056,10.771249999999952,10.598727272727274,10.597545454545468,10.42966666666672,10.38063636363637,10.302000000000078,10.396000000000072,10.2695833333334,J00183+440
2458131.2617,-1.307204953969919,-1.663872,0.5568291060765558,97.87623423081192,98.2808180000682,96.62457916796382,97.32369307273602,10.757833333333338,10.58508333333333,10.58418181818189,10.415333333333365,10.365999999999984,10.287818181818238,10.38145454545463,10.255583333333275,J00183+440
2458284.6439,-0.8886179058102733,0.858562,2.66067605791691,96.67544516945502,96.69783475328404,95.69171548054608,96.34070699232846,10.78416666666675,10.612083333333374,10.61050000000006,10.442454545454552,10.390000000000043,10.313000000000043,10.406749999999988,10.279909090909086,J00183+440
2458314.4998,1.2562920298333302,-1.236182,-1.5789778777266934,96.49928310309964,96.6053884402898,95.94989385430002,96.79769310735976,10.86116666666669,10.688583333333384,10.68772727272733,10.51763636363637,10.466545454545496,10.387333333333288,10.480999999999996,10.35509090909096,J00183+440
2458318.6688,1.2507835955576776,2.882635,2.5453475565489594,95.79378662629844,96.10114285970846,95.06235616640691,95.864965560909,10.85424999999998,10.681583333333322,10.680499999999997,10.511181818181797,10.46063636363641,10.38136363636363,10.475000000000025,10.349090909090933,J00183+440
2458348.5098,-0.70082203902168,-1.533363,0.0809551911283167,96.25725445908066,96.29761537021086,95.40003703551376,96.2185436444173,10.87900000000002,10.705818181818188,10.705083333333334,10.53533333333337,10.483090909090947,10.403636363636338,10.497750000000051,10.370333333333347,J00183+440
2458451.3817,0.2383339564278433,-2.941999,-2.2668368043212066,96.52996479599123,96.79449000349956,95.5891285835802,96.35293690161797,10.74145454545453,10.568454545454586,10.56749999999994,10.39966666666669,10.34718181818181,10.268363636363688,10.36291666666665,10.236454545454649,J00183+440
2458484.4443,-1.011846255195674,-4.002785,-2.0774425926976896,97.22221774688144,97.40699415560262,96.83107453634064,97.63158511926244,10.740909090909156,10.568500000000029,10.56725,10.398666666666657,10.347000000000037,10.2679090909092,10.361750000000086,10.235916666666697,J00183+440
2458537.3078,-0.0626388913374799,0.387195,1.363330043444117,97.01925074335612,97.18324836272824,96.31811929962412,97.01707563866503,10.783083333333307,10.610727272727331,10.60916666666668,10.440636363636427,10.391636363636394,10.312916666666696,10.406916666666689,10.280636363636347,J00183+440
2458626.633,-0.3913347588646407,-2.197289,-0.8924580890287226,95.77641017599882,95.94446339012784,95.40576355637567,96.1432236817202,10.80818181818188,10.636000000000024,10.634166666666715,10.466500000000051,10.41427272727276,10.33600000000007,10.429833333333365,10.30309090909094,J00183+440
2458656.6524,0.1777920712627925,-1.970655,-1.2349509191561558,94.657603813102,94.95687529905544,93.68615284026188,94.461453092417,10.860916666666697,10.688181818181874,10.687454545454557,10.51890909090912,10.466500000000051,10.388833333333366,10.482272727272743,10.355636363636393,J00183+440
2458686.6078,1.147298558702881,3.232115,2.998312593403756,94.8312674128707,94.98864885832236,93.87345292419202,94.76169921549617,10.934363636363628,10.76109090909091,10.760333333333335,10.591499999999996,10.539090909090874,10.459818181818209,10.553583333333393,10.427454545454566,J00183+440
2458719.6344,-0.5939606149315679,0.488786,1.9962427670382048,95.27087355523084,95.5116807503666,93.72337571566165,94.47758331866508,10.922000000000082,10.749250000000018,10.747818181818277,10.579454545454553,10.525750000000071,10.445916666666731,10.540363636363622,10.413416666666706,J00183+440
2458756.7124,2.1836155575735448,3.212445,1.9423255945330924,95.80600608864329,95.8425709188265,94.74050527087196,95.44593083216137,10.881090909090917,10.708181818181856,10.706583333333413,10.53791666666666,10.484636363636357,10.40590909090912,10.499749999999947,10.372454545454616,J00183+440
2458060.4376,2.5500663478050694,-3.778554,-1.2335217403285754,96.89956703624338,96.86480320620454,96.3195578060713,97.18061201297655,10.874666666666656,10.702249999999992,10.701272727272736,10.531416666666644,10.482333333333372,10.40336363636368,10.497272727272788,10.370916666666687,J00184+440
2458066.3557,1.3411778458105643,-4.375659,-0.62173823833407,97.74885311265518,97.8241793356149,97.27809372980865,98.07161340271676,10.849583333333328,10.67700000000002,10.675545454545556,10.507000000000003,10.45700000000005,10.378454545454533,10.472454545454523,10.34591666666671,J00184+440
2458078.5493,-1.093069669840807,-5.328988,0.8591802773173008,97.21079113659144,97.28109064598564,96.95221041251214,97.67110032936333,10.793363636363722,10.620636363636436,10.619750000000067,10.45090909090908,10.400545454545464,10.322166666666648,10.415416666666658,10.289181818181817,J00184+440
2458084.3189,0.9075716400453276,-4.327789,-0.1402620325688337,96.8651989418632,97.20987292247254,96.98576583029585,97.64290320814068,10.78345454545456,10.611090909090931,10.609250000000031,10.440818181818202,10.390909090909132,10.312166666666712,10.406083333333411,10.279545454545428,J00184+440
2458094.289,2.0533538045137227,-5.066157,-2.024412197037228,97.36117454718868,97.36368126576356,96.56452919377011,97.25892588367914,10.778090909090906,10.605181818181848,10.603833333333398,10.435454545454604,10.387,10.308249999999989,10.402083333333394,10.275181818181863,J00184+440
2458095.2876,-2.776582782970177,-10.07193,-2.2002486095533285,96.64839794875068,96.66263307635496,96.29135440445448,96.87265970202074,10.77950000000004,10.606999999999973,10.605909090909108,10.437666666666644,10.387818181818204,10.309272727272742,10.403363636363622,10.276727272727328,J00184+440
2458096.2683,-2.65887323097626,-8.401418,-0.6474461615472459,96.38650845603972,96.3260564608491,96.05495362765949,96.86279949184858,10.781636363636435,10.60916666666668,10.608166666666705,10.43954545454551,10.39091666666667,10.312083333333362,10.405416666666667,10.279583333333278,J00184+440
2458110.3137,-1.2320996014369108,-6.379789,-0.0525907910865949,96.26788003631626,96.75803586685926,96.21418476605083,96.90835149956706,10.765916666666726,10.593250000000069,10.592363636363643,10.424000000000037,10.375666666666632,10.29690909090914,10.39081818181819,10.26524999999998,J00184+440
2458112.3541,-0.8539448059683572,-6.560495,-0.6114515865551492,97.0772659148848,97.03146713783563,95.59972342998547,96.40860009758956,10.765545454545531,10.59275000000008,10.591666666666754,10.423363636363604,10.374666666666656,10.294666666666672,10.389166666666654,10.262636363636377,J00184+440
2458121.3922,-1.2699287914219108,-8.462825,-2.0977976011015955,97.83940649527206,97.84757894857012,98.7063352122153,99.40442887971864,10.76708333333329,10.59436363636371,10.592818181818188,10.42416666666668,10.375272727272716,10.296454545454594,10.390272727272702,10.264250000000004,J00184+440
2458135.349,0.6465792557383025,-6.331601,-1.8830816482618085,97.44355079606972,97.5483737301988,96.9967013794526,97.68195180579264,10.775909090909124,10.603636363636385,10.603000000000064,10.43349999999998,10.383909090909128,10.306416666666737,10.400000000000034,10.273454545454626,J00184+440
2458139.4041,-0.4364345930808918,-6.887853,-1.356319799442614,98.19647872613103,98.27016815692969,97.42269031461228,98.1074762952901,10.799818181818182,10.62708333333336,10.625666666666689,10.456636363636392,10.408181818181788,10.329499999999996,10.422750000000008,10.296818181818251,J00184+440
2458301.6418,0.5834133395120628,-6.537823,-2.026137732035569,96.0413511688627,96.03271494396245,95.21020382077351,95.98347295281492,10.848363636363672,10.676166666666688,10.674272727272694,10.504909090909052,10.453249999999969,10.374583333333304,10.468363636363677,10.341909090909157,J00184+440
2458310.6526,-0.1220449549002473,-5.594951,-0.3778074376232587,96.18378193064392,96.15536362746084,95.63473861236648,96.51079946159922,10.864090909090976,10.692000000000007,10.690000000000056,10.52145454545456,10.469249999999988,10.390916666666726,10.484727272727298,10.358363636363665,J00184+440
2458318.6486,1.7357454393969003,-4.446768,-1.087414831920406,95.79330604435368,96.09703914684476,95.06058786219066,95.86445740005168,10.854250000000036,10.681454545454583,10.680500000000109,10.511333333333312,10.46033333333338,10.381090909090917,10.475000000000025,10.348666666666702,J00184+440
2458326.5903,3.605395537762466,-4.600047,-3.110343930285972,96.1386652841067,95.95238458648676,94.79472126807292,95.58518538461976,10.875833333333333,10.703181818181804,10.701916666666648,10.53341666666671,10.481166666666638,10.402727272727304,10.49636363636364,10.370083333333357,J00184+440
2458330.6781,-0.4887318515988943,-7.262932,-1.6791015409246115,95.61966539351062,95.61296841834002,95.24131688848163,96.22029039644322,10.879909090909052,10.7069166666667,10.70563636363636,10.53636363636366,10.48481818181824,10.406000000000006,10.499916666666708,10.373636363636422,J00184+440
2458337.5486,2.1285118404232817,-4.950062,-1.9834752329467875,96.12333290801956,96.0221875992961,95.60726098291994,96.38483145038892,10.888166666666676,10.716363636363669,10.714416666666692,10.545333333333415,10.49350000000004,10.414181818181872,10.508090909090868,10.381750000000013,J00184+440
2458345.5984,0.779930259594958,-5.253744,-0.9385756521184642,96.36438667521676,96.50007812042212,95.54008564639716,96.37464463724147,10.887545454545489,10.71533333333332,10.714272727272714,10.544500000000085,10.494166666666786,10.414416666666682,10.50809090909098,10.382083333333355,J00184+440
2458352.4841,-0.0127211286712389,-3.27103,1.836789736147733,96.54418184009003,96.22638439232928,95.63251505187948,96.53511437243574,10.866666666666733,10.694333333333418,10.692818181818154,10.52336363636357,10.46958333333339,10.390583333333382,10.484416666666732,10.358090909090834,J00184+440
2458361.5307,-1.7889733213756842,-3.174244,3.7098279288521785,96.56100434628884,96.41748474884189,95.9115976891704,96.82714894122634,10.864750000000017,10.692727272727268,10.690666666666688,10.521583333333352,10.468636363636447,10.389833333333286,10.483833333333394,10.357363636363573,J00184+440
2458386.5679,-1.8101546744662391,-4.640449,2.264804281942733,96.0797112802157,96.36346701569872,95.34105698915708,96.10677542991452,10.868363636363654,10.696090909090913,10.694333333333418,10.52558333333343,10.472636363636354,10.39427272727272,10.488249999999994,10.362090909090966,J00184+440
2458393.542,-0.1007968525099092,-7.007581,-1.8116855400135967,96.63092118318735,96.8391775679577,95.54232612755986,96.38194954772196,10.862166666666724,10.68950000000001,10.68845454545459,10.519545454545437,10.466916666666693,10.387666666666632,10.482000000000028,10.355333333333364,J00184+440
2458413.4108,-1.8950876211892265,-8.788974,-1.7987877713342793,96.45488026831742,96.61344222299756,95.92927457742552,96.73932485584264,10.847083333333272,10.674636363636353,10.673333333333346,10.503636363636415,10.452272727272714,10.373000000000047,10.467250000000035,10.340818181818236,J00184+440
2458450.377,0.1125690779313993,-4.331989,0.6505405295450947,96.79513942375937,96.32434408232147,96.03655295256851,96.83501414769069,10.733916666666689,10.561083333333386,10.560000000000002,10.39190909090911,10.339249999999936,10.260833333333323,10.354909090909077,10.22833333333341,J00184+440
2458527.2778,0.5468738151495532,-5.047266,-0.4990412076730588,97.03403696269577,97.21941543413428,95.95301952288348,96.75861950443613,10.772333333333393,10.599916666666672,10.598727272727274,10.43027272727278,10.37900000000002,10.300249999999949,10.393454545454574,10.267916666666736,J00184+440
2458626.6626,-0.7208123424215167,-4.679956,1.135954949898011,95.7763260589645,95.94278740500718,95.40482503615168,96.14183166773012,10.808333333333335,10.636083333333374,10.63427272727273,10.46700000000004,10.414166666666633,10.33575000000002,10.429636363636403,10.303333333333342,J00184+440
2458666.5639,0.8990891284730167,-4.529934,-0.3339245209965226,95.15316349837693,95.18710208308012,94.2804994610291,95.29649064811107,10.901636363636442,10.729090909090928,10.727749999999958,10.559833333333302,10.505999999999972,10.427727272727282,10.52183333333329,10.394727272727266,J00184+440
2458679.6658,2.1563735042570045,-3.012024,-0.0732988967805102,94.58564722645552,94.85962645567813,93.7095463216438,94.87102381164216,11.007090909090948,10.834333333333404,10.832333333333397,10.662250000000029,10.60958333333332,10.52963636363637,10.622833333333404,10.497000000000073,J00184+440
2458687.6459,2.5511910770103268,-1.033138,1.5107695304661672,94.71810440147172,94.796021039144,93.96988896847397,94.89481510735531,10.932545454545448,10.759545454545504,10.758416666666676,10.589583333333335,10.538636363636384,10.459090909090946,10.55266666666671,10.4259090909091,J00184+440
2458698.6417,-0.2996741667693834,-0.944464,4.450308774245878,94.96568380282754,95.13831804801104,94.12019441094064,95.02383838358948,10.915916666666648,10.74350000000004,10.74181818181819,10.57363636363641,10.520416666666677,10.441416666666726,10.53545454545457,10.409166666666692,J00184+440
2458704.6776,0.0771393319250917,-2.739379,2.2785802755514024,94.10704215374986,94.33499779967968,93.2512297246932,94.33523451196707,10.915636363636338,10.74275,10.74150000000003,10.57325000000003,10.520083333333332,10.440727272727315,10.536,10.4090833333334,J00184+440
2458711.5623,1.0670171146634737,-4.61468,-0.5865985071869796,94.8137281617784,94.79842276995078,94.4375596798701,95.37134228184748,10.92809090909094,10.755499999999984,10.754454545454564,10.585999999999956,10.53233333333327,10.45390909090912,10.54790909090906,10.421250000000043,J00184+440
