bjd,rvc,e_rvc,avc,e_avc,nzp_date,e_nzp_date,nzp_obs,e_nzp_obs,tzp_pix,tzp_pix_w,tzp_rv,tzp_rv_w,pix2ms,t1,t2,t3,t4,t5,t6,t7,t8,pres,star,spt
2458310.438700,-8.665889,0.995374,1.231931,1.483993,1.331069,0.999144,-0.290659,1.100666,0.004906,-0.000349,6.117210,-0.491303,1257.899578,10.864000,10.691083,10.690091,10.520545,10.469545,10.390636,10.484083,10.358273,0.000010,J14257+236E,M0.5 V
2458332.411100,-9.995889,0.679294,-0.369321,1.096639,1.386906,0.784704,-0.019408,0.860916,0.003599,-0.000050,4.430471,-0.156987,1258.568185,10.884000,10.710833,10.710000,10.540455,10.490000,10.410833,10.504500,10.377636,0.000011,J14257+236E,M0.5 V
2458533.639600,-12.803203,1.124199,-2.261739,1.349998,-0.260906,0.713625,-0.934304,0.747442,0.001938,0.000119,2.563770,0.272462,1256.578844,10.777636,10.605083,10.604083,10.435500,10.384917,10.306182,10.400083,10.273250,0.000014,J14257+236E,M0.5 V
2458554.684700,-12.408302,0.999284,-1.759830,1.256625,0.146680,0.533891,-1.041312,0.761930,0.002322,-0.000024,2.981409,0.032052,1256.712238,10.781083,10.608917,10.607636,10.439636,10.389917,10.311250,10.405364,10.279250,0.000005,J14257+236E,M0.5 V
2458589.586000,-11.014758,1.986452,-1.399689,2.081181,1.144416,0.605453,-0.007909,0.620745,0.002922,0.000068,3.757620,0.166890,1256.732309,10.779091,10.606250,10.605000,10.436417,10.385667,10.307091,10.400833,10.274417,0.000010,J14257+236E,M0.5 V
2458048.672600,-342.773333,1.816678,290.519207,1.959345,2.837558,0.889350,1.447107,0.733971,0.002031,0.000015,2.543065,0.008575,1257.430859,10.890667,10.717750,10.716727,10.547750,10.497500,10.418091,10.511818,10.385667,0.000002,J07361-031,M1.0 V
2458052.661100,-359.145586,1.799131,273.803288,1.890782,3.383715,0.658102,1.790773,0.581534,-0.000014,0.000032,-0.035456,0.022314,1257.490942,10.887750,10.715833,10.714182,10.545667,10.495917,10.417182,10.510818,10.384500,0.000002,J07361-031,M1.0 V
2458054.722600,-347.863180,1.847280,286.800495,1.925543,2.433755,1.250651,0.075972,0.543391,0.001147,-0.000026,1.436638,-0.038067,1257.336190,10.884182,10.712250,10.710091,10.541091,10.491583,10.411727,10.505583,10.380083,0.000002,J07361-031,M1.0 V
2458056.642200,-362.432747,1.328267,273.427516,1.496544,-0.214828,0.695310,-1.120616,0.689457,-0.000117,0.000099,-0.130453,0.140549,1257.570413,10.878909,10.706583,10.704909,10.535818,10.486000,10.406667,10.499917,10.374583,0.000003,J07361-031,M1.0 V
2458059.654600,-374.100279,1.929010,258.429363,2.066516,3.908644,0.881413,2.210005,0.741222,0.000822,0.000117,1.045089,0.158801,1257.710076,10.874364,10.702000,10.700833,10.531636,10.482182,10.403417,10.497000,10.370455,0.000003,J07361-031,M1.0 V
2458065.599200,-379.418326,1.337026,255.534329,1.500071,0.738148,0.752065,-0.213008,0.680128,0.000024,0.000107,0.087519,0.189765,1257.106780,10.848500,10.675583,10.674909,10.505917,10.456000,10.377000,10.470818,10.344417,0.000002,J07361-031,M1.0 V
2458074.670600,-385.366674,1.550344,248.205886,1.742380,2.238919,0.815741,1.167087,0.795186,-0.000670,-0.000215,-0.826647,-0.255665,1256.927375,10.806583,10.634455,10.632636,10.463333,10.413455,10.334818,10.428182,10.302167,0.000004,J07361-031,M1.0 V
2458081.593200,-417.863666,2.329188,214.748801,2.466157,4.168403,0.874389,2.127180,0.810440,0.001279,0.000241,1.633818,0.326647,1257.810787,10.791917,10.619545,10.617917,10.449750,10.401091,10.322083,10.415583,10.289455,0.000005,J07361-031,M1.0 V
2458091.550600,-424.792901,1.710106,208.534468,1.920257,2.369835,0.774548,1.412278,0.873455,0.002258,0.000448,2.870545,0.594110,1257.949522,10.775182,10.602583,10.601833,10.433091,10.383250,10.304583,10.397750,10.272000,0.000006,J07361-031,M1.0 V
2458094.591300,-446.942722,1.749126,185.890686,1.859924,2.709813,0.595489,1.906239,0.632356,0.002361,0.000267,2.997594,0.362630,1257.582664,10.778818,10.605833,10.604667,10.436182,10.387417,10.308583,10.403167,10.276455,0.000006,J07361-031,M1.0 V
2458097.718500,-436.159271,1.845160,201.470657,2.069975,-2.331717,1.419974,-2.890281,0.938179,0.000418,0.000532,0.586062,0.729474,1259.610897,10.767273,10.595182,10.593500,10.424250,10.375727,10.296083,10.389917,10.265000,0.000006,J07361-031,M1.0 V
2458123.425000,-478.268072,1.690495,158.436179,1.859094,-1.078984,0.694790,-1.964604,0.773601,0.000260,0.000548,0.379931,0.742735,1260.286006,10.771000,10.598636,10.597583,10.428636,10.380250,10.301250,10.395417,10.269455,0.000009,J07361-031,M1.0 V
2458140.385300,-509.808638,1.856340,123.341506,2.010454,2.442756,0.733254,1.589503,0.771964,0.000181,-0.000051,0.214397,-0.076796,1257.617183,10.794833,10.622182,10.620583,10.451583,10.402250,10.322333,10.416167,10.290833,0.000011,J07361-031,M1.0 V
2458166.403200,-580.965642,2.347940,59.643569,2.490524,-5.370221,0.955027,-5.869564,0.830595,-0.000276,0.000052,-0.475171,-0.054965,1257.970458,10.917727,10.744750,10.743909,10.572909,10.524818,10.445250,10.538000,10.412273,0.000020,J07361-031,M1.0 V
2458200.314700,-596.815057,2.051687,38.913839,2.254305,-0.327404,0.785993,-0.989249,0.934061,0.000624,-0.000079,0.856256,-0.030564,1257.148576,10.762750,10.589917,10.589250,10.421364,10.371909,10.293364,10.387333,10.260917,0.000020,J07361-031,M1.0 V
2458382.703200,-990.781442,2.274919,-357.615228,2.451663,2.862574,0.908415,1.573433,0.913998,0.004218,0.000405,5.236016,0.437572,1259.448823,10.866833,10.694182,10.693083,10.524636,10.471909,10.393250,10.487583,10.360545,0.000015,J07361-031,M1.0 V
2458451.615000,-1132.688287,1.835769,-498.105169,1.945923,0.763117,0.780125,0.156529,0.645420,0.003802,0.000077,4.935229,0.246911,1256.865235,10.741909,10.569333,10.567909,10.400083,10.347917,10.269455,10.363500,10.236833,0.000005,J07361-031,M1.0 V
2458518.573600,-1316.976640,2.191511,-682.490531,2.455929,1.329896,1.308119,0.253538,1.108542,0.001028,0.000097,1.402622,0.229663,1256.559013,10.778818,10.606083,10.604455,10.436083,10.386500,10.308273,10.401833,10.275083,0.000012,J07361-031,M1.0 V
2458524.562400,-1326.817033,2.007214,-693.085510,2.241942,2.501434,1.223135,1.008124,0.998697,0.002462,-0.000114,3.193579,-0.046112,1256.345718,10.774364,10.601833,10.600727,10.431750,10.382833,10.303818,10.397091,10.271750,0.000012,J07361-031,M1.0 V
2458585.325900,-1454.193298,1.822019,-821.071406,2.095518,2.268491,1.036426,1.617755,1.035105,0.004587,0.000243,5.855473,0.387596,1257.400642,10.773455,10.600455,10.599500,10.431250,10.380818,10.302182,10.396250,10.269818,0.000006,J07361-031,M1.0 V
2458694.626600,3.860799,1.181935,1.624052,1.379666,2.083057,0.666153,0.735436,0.711693,0.005108,-0.000082,6.327440,-0.196538,1257.996117,10.922333,10.749818,10.748667,10.579818,10.527000,10.448000,10.541500,10.415182,0.000002,J01433+043,M2.0 V
2458158.753900,-8.694244,1.513108,-0.883209,2.148695,-0.976033,1.301330,-1.536626,1.525581,0.000666,0.000010,0.915947,0.088664,1256.827095,10.758727,10.586545,10.584636,10.416818,10.367167,10.288250,10.382667,10.255636,0.000013,J17052-050,M1.5 V
2458161.738000,-11.112662,1.164666,-2.393981,1.566389,-2.469533,1.304997,-2.444272,1.047438,0.000070,0.000053,0.145301,0.121521,1256.852352,10.764364,10.591417,10.590636,10.421636,10.373545,10.294091,10.388083,10.261909,0.000011,J17052-050,M1.5 V
2458207.697200,-4.630188,1.428178,0.844764,1.882819,1.812453,1.250619,0.799457,1.226913,0.000031,0.000032,0.125287,0.122132,1257.085199,10.759273,10.587000,10.585636,10.417182,10.368091,10.289455,10.383417,10.257182,0.000021,J17052-050,M1.5 V
2458212.703800,-7.568439,2.149258,0.187321,2.216181,-0.706031,0.646444,-1.481351,0.540506,0.000881,-0.000053,1.195236,0.017516,1257.308773,10.748083,10.575417,10.574083,10.405917,10.356000,10.277818,10.371909,10.244833,0.000023,J17052-050,M1.5 V
2458237.653500,1.363573,2.516303,5.546641,2.666216,3.330052,0.851980,2.091340,0.881433,0.007289,-0.000031,9.303958,0.106906,1256.405234,10.759833,10.587000,10.586000,10.417167,10.367833,10.289091,10.383000,10.256500,0.000002,J17052-050,M1.5 V
2458271.512300,-8.792785,0.757090,-0.883834,1.126107,-0.743669,0.644883,-1.634542,0.833625,0.007977,-0.000203,10.094113,-0.189307,1257.142228,10.779000,10.606750,10.605182,10.436091,10.384909,10.306083,10.400167,10.273727,0.000005,J17052-050,M1.5 V
2458293.499000,-3.732592,0.923404,2.699767,1.236167,1.275909,0.837974,-0.157950,0.821847,0.004632,0.000059,5.870448,0.123523,1256.316880,10.812545,10.640000,10.638917,10.470167,10.420000,10.340667,10.434727,10.308083,0.000008,J17052-050,M1.5 V
2458314.401300,-5.611063,0.973789,-0.625831,1.339415,2.674201,0.835084,1.289176,0.919657,0.003238,-0.000103,4.033388,-0.168719,1258.080944,10.861182,10.688273,10.687091,10.517250,10.467000,10.387667,10.481455,10.355083,0.000012,J17052-050,M1.5 V
2458346.408300,-4.327386,0.861296,0.798969,1.124297,2.500360,0.585157,1.148053,0.722643,0.004312,0.000172,5.326959,0.120953,1258.397878,10.888167,10.715636,10.713917,10.545083,10.493273,10.414091,10.508083,10.381091,0.000015,J17052-050,M1.5 V
2458366.365000,-9.731562,1.020230,-2.294121,1.325006,-0.271617,0.813381,-1.163033,0.845442,0.003887,-0.000007,4.831317,-0.065779,1258.569923,10.869917,10.697083,10.695182,10.526909,10.474750,10.395417,10.488727,10.362917,0.000014,J17052-050,M1.5 V
2458568.675300,-8.062463,1.347222,-3.337546,1.495780,2.270690,0.586403,1.549491,0.649886,0.002497,0.000053,3.214069,0.140583,1256.638056,10.793083,10.620818,10.619417,10.450818,10.401000,10.322250,10.415727,10.289727,0.000005,J17052-050,M1.5 V
2458589.600200,0.591767,1.840423,7.133263,1.919080,1.144416,0.605453,-0.267087,0.543795,0.002972,0.000068,3.820541,0.166890,1256.732308,10.779000,10.606250,10.605182,10.436250,10.385667,10.307091,10.400727,10.274417,0.000010,J17052-050,M1.5 V
2458631.581000,-3.456205,1.138153,1.410828,1.374852,2.455873,0.874891,1.407375,0.771249,0.002907,0.000071,3.688773,0.120145,1257.825733,10.810167,10.637417,10.635818,10.468455,10.417250,10.338250,10.432091,10.306000,0.000009,J17052-050,M1.5 V
2458656.500200,-5.304026,0.980371,0.881422,1.096191,1.359613,0.617134,0.088961,0.490416,0.004650,-0.000031,5.787732,-0.096624,1257.719264,10.861083,10.688273,10.686833,10.519545,10.466727,10.387917,10.482333,10.355000,0.000009,J17052-050,M1.5 V
2458679.455200,-7.866693,0.709309,-3.531296,1.042561,3.271753,0.808160,1.939012,0.764077,0.002742,-0.000323,3.269755,-0.587533,1259.398876,11.011917,10.838917,10.837364,10.666727,10.614833,10.535167,10.627909,10.502250,0.000002,J17052-050,M1.5 V
2458095.691800,-7.719814,1.100553,6.125609,1.421952,-2.395280,0.825667,-3.284082,0.900405,0.000215,0.000274,0.305097,0.379340,1258.177720,10.780455,10.608500,10.606583,10.438000,10.389000,10.310167,10.403917,10.277000,0.000006,J13229+244,M4.0 V
2458110.702400,-3.694645,1.230279,8.166757,1.310482,-0.247688,0.784519,-1.300061,0.451417,-0.000515,0.000501,-0.604405,0.673734,1258.796789,10.765750,10.593417,10.592182,10.423909,10.374500,10.295727,10.389091,10.263250,0.000008,J13229+244,M4.0 V
2458112.708900,-15.216750,1.285280,-3.873836,1.394980,0.037681,0.560260,-0.781574,0.542240,-0.000047,0.000907,-0.011193,1.188324,1258.052742,10.765636,10.593250,10.591727,10.422818,10.374000,10.295545,10.389273,10.263333,0.000007,J13229+244,M4.0 V
2458117.716400,-16.096065,1.365232,-6.150863,1.513856,1.318143,0.761856,0.616138,0.654142,0.001765,0.000417,2.242484,0.543419,1260.362834,10.757250,10.585000,10.582833,10.414917,10.366727,10.287000,10.380727,10.254727,0.000008,J13229+244,M4.0 V
2458121.700600,-19.426910,0.947831,-7.796079,1.172821,-0.436050,0.818767,-1.069491,0.690743,-0.000757,0.000467,-0.928846,0.612100,1259.911851,10.767083,10.594583,10.593273,10.425000,10.376167,10.297636,10.391182,10.264667,0.000008,J13229+244,M4.0 V
2458122.674900,-3.191499,1.296984,8.309498,1.611491,0.611164,1.055132,-0.939657,0.956417,0.001621,0.000244,2.078430,0.343235,1259.227587,10.768545,10.595545,10.594167,10.426167,10.377545,10.298500,10.392333,10.266364,0.000008,J13229+244,M4.0 V
2458123.716300,-15.634168,1.258002,-3.385489,1.517392,-1.078984,0.694790,-1.687339,0.848474,0.000255,0.000555,0.373162,0.751895,1260.285680,10.772273,10.599545,10.598250,10.430250,10.381636,10.303500,10.396917,10.270909,0.000010,J13229+244,M4.0 V
2458134.670000,-4.362600,1.427982,7.614325,1.597621,0.155287,0.797755,-1.415585,0.716421,0.001075,0.000100,1.382820,0.155975,1257.367156,10.772091,10.599667,10.597818,10.430000,10.379500,10.301091,10.395091,10.268667,0.000009,J13229+244,M4.0 V
2458135.643300,-10.440404,1.422533,-0.197625,1.984387,1.632038,1.278987,0.318562,1.383544,0.001396,0.000105,1.781332,0.156663,1257.964440,10.778083,10.605182,10.604167,10.435667,10.387455,10.308750,10.402636,10.275818,0.000011,J13229+244,M4.0 V
2458136.685600,-17.596967,1.126738,-7.219518,1.444116,0.688870,0.880292,0.183891,0.903290,0.001566,0.000278,1.975436,0.355656,1257.549857,10.785333,10.613182,10.611583,10.443417,10.393727,10.315917,10.409273,10.283091,0.000010,J13229+244,M4.0 V
2458139.733700,-19.543214,1.168800,-8.913401,1.381178,0.334773,0.938102,-0.068472,0.735908,0.000315,0.000022,0.385575,0.017600,1257.676373,10.798273,10.625909,10.624500,10.455545,10.406818,10.328500,10.421833,10.295818,0.000010,J13229+244,M4.0 V
2458140.582800,-4.430357,1.257914,4.818269,1.469856,2.442756,0.733254,1.312715,0.760348,0.000181,-0.000052,0.214465,-0.077277,1257.616767,10.793833,10.621273,10.619727,10.450833,10.401917,10.322500,10.416091,10.290083,0.000011,J13229+244,M4.0 V
2458140.718300,-5.918454,1.113241,3.330172,1.348123,2.442756,0.733254,1.312715,0.760348,0.000185,-0.000051,0.219166,-0.076214,1257.616942,10.792833,10.620182,10.619250,10.450417,10.402000,10.323083,10.416455,10.290583,0.000010,J13229+244,M4.0 V
2458141.629900,-14.759278,0.901011,-2.568716,1.132743,-1.005243,0.709154,-1.629222,0.686503,0.000005,0.000043,0.012593,0.060677,1257.035761,10.787909,10.615250,10.614091,10.444545,10.396636,10.317091,10.410273,10.284455,0.000011,J13229+244,M4.0 V
2458142.655600,-21.882141,1.037990,-10.280532,1.310292,-1.937451,1.311973,-1.040269,0.799651,0.000878,0.000346,1.128333,0.458638,1257.303299,10.783167,10.611091,10.609917,10.440750,10.392000,10.312909,10.406818,10.280583,0.000011,J13229+244,M4.0 V
2458149.571600,-8.184078,1.770393,5.710157,1.932181,-2.115978,0.741030,-3.332895,0.773973,0.000730,0.000131,0.996149,0.238906,1256.834714,10.760833,10.588083,10.587333,10.417917,10.369455,10.290455,10.384455,10.258500,0.000011,J13229+244,M4.0 V
2458161.617300,-3.934613,2.023631,9.975558,2.142452,-2.469533,1.304997,-3.348830,0.703574,0.000060,0.000056,0.132325,0.124854,1256.851961,10.764500,10.592000,10.591167,10.422250,10.374250,10.294909,10.388818,10.263167,0.000012,J13229+244,M4.0 V
2458166.746200,-23.483668,1.063831,-7.528171,1.288829,-5.370221,0.955027,-5.394157,0.727561,-0.000355,-0.000010,-0.573669,-0.133494,1257.971071,10.906636,10.733909,10.733000,10.561667,10.513667,10.433583,10.526455,10.400909,0.000020,J13229+244,M4.0 V
2458172.603300,-27.623401,1.220296,-10.678840,1.606503,-6.136462,1.278113,-6.383221,1.044859,0.000737,0.000221,1.000886,0.350154,1256.229862,10.804091,10.632250,10.630545,10.461636,10.411909,10.333333,10.426917,10.300727,0.000017,J13229+244,M4.0 V
2458172.690300,-25.399958,1.053622,-8.455397,1.483863,-6.136462,1.278113,-6.383221,1.044859,0.000738,0.000218,1.002127,0.346336,1256.229873,10.803545,10.631250,10.629545,10.461182,10.411182,10.332583,10.426250,10.299727,0.000018,J13229+244,M4.0 V
2458200.623600,-9.224215,1.777777,2.542710,2.024725,-0.327404,0.785993,-1.205584,0.969030,0.000629,-0.000078,0.861813,-0.028882,1257.148273,10.763583,10.590917,10.590000,10.421727,10.373091,10.294455,10.388583,10.262167,0.000020,J13229+244,M4.0 V
2458205.544400,-16.564514,1.043245,-4.625125,1.337494,-1.250923,0.855594,-1.378049,0.836977,0.000878,0.000448,1.167807,0.624462,1257.020993,10.761455,10.588818,10.588091,10.420273,10.371000,10.292167,10.385909,10.260000,0.000020,J13229+244,M4.0 V
2458206.616000,-10.365691,2.147904,1.012200,2.227965,-0.013188,0.472476,-0.816550,0.591892,-0.000362,0.000072,-0.396443,0.145881,1256.815041,10.762333,10.590091,10.588833,10.420250,10.372167,10.293417,10.386909,10.261455,0.000022,J13229+244,M4.0 V
2458209.550600,-12.583529,1.097599,-0.791371,1.239784,-0.343662,0.588390,-1.230818,0.576490,0.001023,0.000299,1.375242,0.462209,1256.726116,10.754636,10.581500,10.580909,10.411545,10.364000,10.284583,10.378333,10.252000,0.000020,J13229+244,M4.0 V
2458212.538200,-9.832525,1.803095,2.361859,1.875459,-0.706031,0.646444,-1.633043,0.515941,0.000876,-0.000055,1.188885,0.014741,1257.308962,10.747667,10.576182,10.574500,10.405667,10.357167,10.277917,10.371455,10.245455,0.000022,J13229+244,M4.0 V
2458213.569600,-2.464229,1.316456,9.897290,1.542451,-0.223642,1.141399,-1.800178,0.803802,0.001545,0.000035,2.011454,0.111430,1256.210945,10.751273,10.578455,10.577545,10.409364,10.360083,10.281417,10.375167,10.249000,0.000024,J13229+244,M4.0 V
2458215.471900,-14.612174,1.328564,-1.983178,1.483952,-1.565448,0.770665,-2.067655,0.661084,0.001790,0.000158,2.339248,0.283682,1256.690829,10.754909,10.582455,10.581273,10.413000,10.364000,10.285583,10.379182,10.252909,0.000025,J13229+244,M4.0 V
2458236.410000,-18.811447,0.934411,-8.101741,1.363404,0.485429,1.309947,-0.148366,0.992848,0.007653,-0.000003,9.732216,0.110502,1256.525561,10.761083,10.589000,10.587833,10.419083,10.370000,10.291333,10.385000,10.259000,0.000002,J13229+244,M4.0 V
2458237.431000,-0.483655,2.630204,8.164937,2.742791,3.330052,0.851980,1.912748,0.777772,0.007280,-0.000037,9.292292,0.099293,1256.405163,10.760167,10.587455,10.586500,10.418250,10.367417,10.289000,10.382455,10.256500,0.000002,J13229+244,M4.0 V
2458238.567000,-14.999014,1.382778,-3.465773,1.495010,-0.329521,0.617128,-0.971900,0.568313,0.007617,-0.000181,9.722429,-0.079700,1256.449280,10.757083,10.585000,10.583250,10.414667,10.364833,10.286250,10.380182,10.253583,0.000002,J13229+244,M4.0 V
2458244.572600,-16.202160,1.256891,-3.865826,1.548749,-1.022960,0.937934,-1.774993,0.904902,0.007897,0.000190,10.027905,0.339087,1256.752168,10.760364,10.588545,10.586818,10.418417,10.369333,10.290500,10.384727,10.258636,0.000003,J13229+244,M4.0 V
2458245.579200,-18.014523,1.572350,-8.218964,1.756075,0.847668,1.121807,0.765782,0.781993,0.007366,0.000108,9.353074,0.233252,1256.038958,10.761500,10.588909,10.587667,10.419167,10.370333,10.291727,10.385364,10.258750,0.000003,J13229+244,M4.0 V
2458247.611200,-16.733097,1.167709,-6.450857,1.512428,-0.162932,1.629096,0.279100,0.961194,0.006303,-0.000054,8.015980,0.031609,1256.113398,10.762818,10.590250,10.589455,10.420455,10.371000,10.292083,10.386250,10.260636,0.000003,J13229+244,M4.0 V
2458260.474400,-14.906571,1.003409,-5.145242,1.407743,1.010523,1.262130,0.800011,0.987375,0.006699,-0.000284,8.493151,-0.280551,1256.582826,10.769091,10.596636,10.595750,10.427250,10.377083,10.298583,10.392818,10.265917,0.000004,J13229+244,M4.0 V
2458261.358600,-3.743642,1.022136,7.083991,1.188092,1.029149,1.187934,-0.266293,0.605641,0.002605,-0.000298,3.342136,-0.307389,1257.192088,10.771182,10.598583,10.597364,10.429364,10.379182,10.301091,10.395083,10.269091,0.000003,J13229+244,M4.0 V
2458261.549500,-2.360935,1.399212,8.466698,1.524662,1.029149,1.187934,-0.266293,0.605641,0.002618,-0.000294,3.358724,-0.302479,1257.192158,10.772000,10.599250,10.598364,10.430364,10.380455,10.301636,10.395667,10.269091,0.000004,J13229+244,M4.0 V
2458262.576000,1.164698,5.007366,10.354212,5.326398,1.693229,2.347218,1.371826,1.815709,0.008831,-0.000041,11.170647,0.010556,1257.748600,10.778083,10.605273,10.604333,10.436000,10.386083,10.308333,10.401909,10.276000,0.000004,J13229+244,M4.0 V
2458263.393000,-15.446896,1.347960,-3.774772,1.832355,-0.794912,1.407113,-1.110783,1.241180,0.006170,-0.000404,7.834707,-0.428000,1256.800214,10.782364,10.610000,10.609000,10.440833,10.390917,10.312583,10.406545,10.280818,0.000003,J13229+244,M4.0 V
2458264.372600,-2.243492,1.292096,8.871388,1.500831,0.837357,1.205843,-0.553540,0.763532,0.005169,-0.000115,6.584476,-0.060686,1257.548791,10.782000,10.609500,10.608455,10.439455,10.389818,10.311667,10.405167,10.279545,0.000004,J13229+244,M4.0 V
2458264.479700,-2.720063,1.025794,8.394817,1.278763,0.837357,1.205843,-0.553540,0.763532,0.005168,-0.000117,6.582930,-0.063347,1257.548302,10.781364,10.609083,10.608182,10.439545,10.390364,10.311833,10.404750,10.278909,0.000004,J13229+244,M4.0 V
2458265.404600,-7.615292,0.933331,5.032651,1.293996,-0.393041,0.953176,-2.086603,0.896280,0.006715,-0.000207,8.522603,-0.176631,1256.625178,10.780917,10.608250,10.606636,10.438364,10.388182,10.309545,10.403417,10.278000,0.000004,J13229+244,M4.0 V
2458269.506200,-20.321061,1.142395,-8.591870,1.262573,-0.599379,0.950517,-1.167851,0.537611,0.007786,0.000031,9.855702,0.105780,1257.041024,10.772545,10.599636,10.598909,10.430545,10.379000,10.300167,10.393818,10.267636,0.000005,J13229+244,M4.0 V
2458270.447100,-4.989782,0.924090,7.975886,1.621600,-0.298975,1.446344,-2.404327,1.332532,0.007942,-0.000110,10.046381,-0.074873,1256.910239,10.776000,10.603545,10.601417,10.434167,10.382500,10.304167,10.397727,10.271750,0.000004,J13229+244,M4.0 V
2458271.430400,-7.172625,1.199545,5.684945,1.332690,-0.743669,0.644883,-2.296230,0.580650,0.007998,-0.000194,10.120137,-0.178972,1257.142638,10.778750,10.606500,10.604250,10.436083,10.385545,10.306636,10.400636,10.273250,0.000005,J13229+244,M4.0 V
2458273.441000,-4.696079,0.989141,4.262642,1.639263,2.574167,0.721106,1.602619,1.307204,0.006982,-0.000500,8.847361,-0.559042,1257.249974,10.775364,10.602333,10.602182,10.432091,10.381727,10.303000,10.397167,10.270636,0.000005,J13229+244,M4.0 V
2458277.469600,-6.251289,0.949772,4.953041,1.768986,1.424771,1.346950,-0.642989,1.492395,0.007281,-0.000186,9.221392,-0.163068,1256.791946,10.775000,10.602455,10.601182,10.432455,10.382500,10.303333,10.397545,10.271091,0.000004,J13229+244,M4.0 V
2458280.401600,-2.699862,1.758950,7.975849,1.920981,1.701698,1.160614,-0.114370,0.772181,0.009186,0.000015,11.636171,0.102277,1257.446928,10.775750,10.603455,10.601500,10.432750,10.382833,10.304000,10.397818,10.271250,0.000005,J13229+244,M4.0 V
2458284.393500,-17.032120,1.017508,-6.414395,1.656264,0.255493,1.342240,-0.056384,1.306861,0.003037,0.000116,3.907345,0.233499,1256.499576,10.782273,10.610083,10.608818,10.440636,10.389727,10.310917,10.405000,10.279091,0.000005,J13229+244,M4.0 V
2458284.488400,-16.914306,1.170940,-6.296581,1.754704,0.255493,1.342240,-0.056384,1.306861,0.003058,0.000129,3.934136,0.248935,1256.498847,10.783083,10.610727,10.609250,10.440833,10.390333,10.311545,10.406636,10.278833,0.000005,J13229+244,M4.0 V
2458289.374200,-4.837596,1.149990,7.149278,1.622856,0.623118,1.145753,-1.425534,1.145069,0.003425,0.000179,4.379319,0.294877,1257.357445,10.795455,10.623167,10.621727,10.452455,10.402417,10.323583,10.417667,10.291273,0.000007,J13229+244,M4.0 V
2458290.471300,-18.370669,1.201954,-9.988334,1.513217,2.395510,1.296511,2.179005,0.919311,0.002341,-0.000142,3.002107,-0.121640,1257.242193,10.801000,10.629091,10.627583,10.459167,10.408917,10.330333,10.423909,10.297250,0.000008,J13229+244,M4.0 V
2458291.399400,-7.924113,0.984733,1.271513,1.315681,2.388972,0.671090,1.365715,0.872534,0.002156,-0.000010,2.760542,0.036326,1256.712143,10.806417,10.634727,10.632500,10.464167,10.412750,10.334091,10.428273,10.302000,0.000006,J13229+244,M4.0 V
2458292.392500,-2.192421,1.372842,6.999617,1.669139,3.393992,1.011666,1.369303,0.949384,0.002596,-0.000350,3.306965,-0.399102,1257.726125,10.811417,10.638583,10.637818,10.469000,10.418364,10.339545,10.433417,10.307000,0.000008,J13229+244,M4.0 V
2458293.370400,-17.654736,1.262764,-7.412227,1.456756,1.275909,0.837974,0.318831,0.726338,0.004656,0.000054,5.900716,0.116955,1256.316893,10.812333,10.640000,10.638917,10.469500,10.419583,10.340167,10.434091,10.308083,0.000008,J13229+244,M4.0 V
2458294.412400,-7.109638,1.899737,2.106021,1.972575,2.474317,0.677052,1.345682,0.531085,0.006997,-0.000158,8.835956,-0.161770,1257.349234,10.814000,10.641091,10.640273,10.471455,10.420167,10.341000,10.435364,10.308000,0.000008,J13229+244,M4.0 V
2458295.374400,-1.919627,0.985708,7.843915,1.175486,2.741053,0.696770,0.797799,0.640426,0.002696,-0.000263,3.427154,-0.295744,1257.811508,10.817727,10.645250,10.644000,10.474909,10.424273,10.345500,10.439917,10.313182,0.000008,J13229+244,M4.0 V
2458296.480700,-20.120908,1.585143,-13.146452,1.818373,2.950455,1.838404,3.586885,0.890957,0.003197,-0.000045,4.030770,-0.044915,1256.949992,10.823000,10.650455,10.649333,10.480583,10.430083,10.350667,10.445091,10.318583,0.000008,J13229+244,M4.0 V
2458297.466900,-8.876197,1.529648,2.354411,1.785230,0.527547,0.777809,-0.669267,0.920447,0.002225,-0.000088,2.818321,-0.089312,1256.558966,10.831000,10.658182,10.657083,10.488750,10.436500,10.357909,10.451455,10.325583,0.000009,J13229+244,M4.0 V
2458299.371300,-17.705846,0.835782,-8.494054,1.997113,0.931468,2.020466,1.349549,1.813816,0.003309,0.000085,4.160089,0.104284,1258.254600,10.847667,10.675818,10.673667,10.505833,10.454083,10.374909,10.469364,10.342917,0.000010,J13229+244,M4.0 V
2458300.450400,-8.168782,1.443903,1.865037,2.442799,3.775901,0.846053,0.527521,1.970383,0.002304,-0.000150,2.902994,-0.182463,1257.428654,10.850091,10.677417,10.676273,10.507182,10.455182,10.376333,10.470167,10.343545,0.000010,J13229+244,M4.0 V
2458301.448700,-6.199234,1.344148,4.299725,1.434803,1.820708,0.453919,0.062381,0.501922,0.004078,-0.000101,5.127627,-0.127797,1257.518106,10.848333,10.675750,10.674250,10.504727,10.452909,10.374818,10.468083,10.342091,0.000010,J13229+244,M4.0 V
2458304.449700,0.720958,2.766610,6.186087,3.324402,7.058940,1.895344,5.096212,1.843235,0.003284,-0.000039,4.086760,-0.090031,1257.850053,10.854750,10.682273,10.680750,10.511667,10.460583,10.381273,10.475818,10.348833,0.000010,J13229+244,M4.0 V
