car-20160414T22h53m53s-sci-gtoc-vis.fits;2457493.4676304213;-5.599279971563162;91.335; J12248-182;1200.1;0;0;1.7685;186.223708333333;-18.2528333333333
car-20170101T05h38m50s-sci-gtoc-vis.fits;2457754.7400424834;29.3558565055881;99.349;J12248-182;722.6;0;0;1.7708;186.223833333333;-18.2525277777778
car-20180105T04h16m51s-sci-gtoc-vis.fits;2458123.690264042;29.443181280024962;132.75;J12248-182;1801.1;0;0;1.9242;186.223833333333;-18.2525277777778
car-20180427T23h10m31s-sci-gtoc-vis.fits;2458236.482083511;-11.510539584204148;169.34;J12248-182;1801.3;0;0;1.8456;186.223833333333;-18.2525277777778
car-20180505T22h56m13s-sci-gtoc-vis.fits;2458244.4715454704;-14.963618783780063;124.54;J12248-182;1801.0;0;0;1.9024;186.223833333333;-18.2525277777778
car-20180512T21h16m47s-sci-gtoc-vis.fits;2458251.401998735;-17.618712561894558;56.177;J12248-182;1801.6;0;0;1.7677;186.223833333333;-18.2525277777778
car-20180521T20h16m56s-sci-gtoc-vis.fits;2458260.359913574;-20.76101501180194;162.56;J12248-182;1798.3;0;0;1.7781;186.223833333333;-18.2525277777778
car-20180526T20h48m51s-sci-gtoc-vis.fits;2458265.381467768;-22.394630014025743;135.22;J12248-182;1801.4;0;0;1.7881;186.223833333333;-18.2525277777778
car-20190424T23h36m26s-sci-gtoc-vis.fits;2458598.4974789685;-10.044213187816728;42.139;J12248-182;1800.6;0;0;1.8877;186.223833333333;-18.2525277777778
car-20190427T23h06m41s-sci-gtoc-vis.fits;2458601.47905579;-11.374767512221801;129.55;J12248-182;1801.3;0;0;1.8329;186.223833333333;-18.2525277777778
car-20190510T22h22m34s-sci-gtoc-vis.fits;2458614.4477307685;-16.859711813473417;123.79;J12248-182;1801.0;0;0;1.8521;186.223833333333;-18.2525277777778
car-20190526T20h34m27s-sci-gtoc-vis.fits;2458630.372036614;-22.287639939927274;124.17;J12248-182;1800.9;0;0;1.7726;186.223833333333;-18.2525277777778
car-20190603T20h46m36s-sci-gtoc-vis.fits;2458638.3805889855;-24.54358599079631;96.375;J12248-182;1801.0;0;0;1.8474;186.223833333333;-18.2525277777778
