gj1006A;G  32-6;00 16 14.6266196294 +19 51 37.531717628;714.507  -761.417  [0.160 0.164 90];65.7222 [0.1007] A 2018yCat.1345....0G;v:~ -28.3 (Opt) A [0.3] 2012ApJ...758...56S


