gj208;V* V2689 Ori;05 36 30.9904303980 +11 19 40.331999226;-2.752  -56.648  [0.091 0.072 90];87.4367 [0.0562] A 2018yCat.1345....0G;v:~ 21.772 (Opt) A [0.0200] 2013A&A...552A..64S


