gj725B;HD 173740;18 42 46.8942178098 +59 37 36.723092516;-1400.023  1862.407  [0.317 0.385 90];283.8624 [0.1065] A 2018yCat.1345....0G;v:~ 1.09 (~) A [0.09] 2002ApJS..141..503N


