wlc,wll,posc,posm,posme,posmy,order,flag
5175.75553084,5175.76055339,0.00000000,1537.00000000,0.00000000,25.51490945,118,4
5182.10959076,5182.10933371,1813.00748226,1813.01883881,0.01804920,30.35211652,118,0
5182.32136190,5182.32049588,1822.34189041,1822.38019415,0.01701039,30.48781252,118,0
5186.01393672,5186.01505343,1987.45886498,1987.40842805,0.04336744,32.58560953,118,0
5186.16033376,5186.15775082,0.00000000,1994.00000000,0.00000000,32.65798693,118,4
5190.64718711,5190.64778331,2199.53843379,2199.51075272,0.03130401,34.48606123,118,0
5192.95905096,5192.95913527,2307.59568149,2307.59171115,0.01978539,35.12063161,118,0
5193.44825619,5193.44805687,2330.65394297,2330.66335738,0.02392333,35.22743373,118,0
5195.34940932,5195.34150094,0.00000000,2421.00000000,0.00000000,35.54954984,118,4
5199.44238123,5199.44224981,2619.36973317,2619.37618954,0.01489550,35.72584354,118,0
5202.91164165,5202.90437392,0.00000000,2791.95975809,0.03971472,35.29249840,118,0
5204.64867270,5204.63842920,0.00000000,2880.00000000,0.00000000,34.86241084,118,4
5206.60762157,5206.61196877,0.00000000,2980.66690929,0.06313750,34.19760281,118,0
5207.46111495,5207.44655664,0.00000000,3025.00000000,0.00000000,33.84614688,118,4
5209.23647861,5209.23637960,3118.15863785,3118.16386933,0.02102829,32.99018919,118,0
5214.17246746,5214.18357616,0.00000000,1294.00000000,0.00000000,54.61108439,117,4
5216.63143543,5216.63177488,1395.88335206,1395.86920696,0.02873177,57.05016086,117,0
5218.38644151,5218.38634606,1469.29817009,1469.30218101,0.02023165,58.68988703,117,0
5220.00193667,5220.00089976,1537.43422069,1537.47814321,0.01221359,60.12275422,117,0
5227.94309178,5227.94224367,1880.96625097,1881.00372987,0.03577022,66.01629003,117,0
5231.75521709,5231.75142885,0.00000000,2051.27172852,0.00000000,68.10692040,117,2
5180.42206672,5232.45594910,0.00000000,-1.00000000,0.00000000,7.88126567,117,4
5233.62601392,5233.62651274,2136.23947675,2136.21670220,0.02529240,68.94197012,117,0
5234.25943234,5234.25993874,2165.21424729,2165.19103754,0.00920409,69.19501496,117,0
5235.61559412,5235.61642150,2227.64709117,2227.60885775,0.05398357,69.68508158,117,0
