bjd,nzp,e_nzp,tzp,e_tzp,rvc,avc,star,spt,t1,t2,t3,t4,t5,t6,t7,t8
2458773.303,0.1497161599551351,0.5882656462007319,-0.07864392375890361,4.239591486437545,-9.736215,-2.44522415684953,J20525-169,['M4.0 V'],10.891000000000076,10.718083333333368,10.71718181818187,10.548363636363604,10.496000000000038,10.41708333333338,10.510818181818196,10.384083333333308
2458092.4011,-2.353238914238156,0.8223064961602884,-1.3080725224803018,6.233688081841643,-5.973083,0.123839217443618,J22559+178,['M1.0 V'],10.77600000000001,10.603500000000054,10.60250000000002,10.433909090909026,10.385250000000042,10.306250000000034,10.400250000000028,10.2738333333333
2458095.427,-2.931521833301544,0.9286351104170316,-0.24062705586054278,3.9447456875006246,-6.244888,0.4303171365070057,J22559+178,['M1.0 V'],10.779833333333327,10.607454545454573,10.60641666666669,10.437000000000126,10.388090909090865,10.309833333333358,10.403583333333358,10.277545454545477
2458109.371,1.1134295519110808,0.7451899314776741,-2.2501366718537383,8.816724781584004,-3.386787,-0.7565332487056184,J22559+178,['M1.0 V'],10.759000000000071,10.58590909090907,10.585000000000091,10.417750000000012,10.367454545454509,10.288083333333304,10.382083333333412,10.25563636363637
2458142.7574,-2.176472560483999,1.5059650908804023,-0.9355402653558258,11.808084620612282,-12.833808,0.5646326912059273,J13458-179,['M3.5 V'],10.783363636363674,10.610636363636388,10.60958333333332,10.441090909090915,10.392272727272712,10.313000000000102,10.406500000000053,10.280545454545518
2458273.4207,2.33092908781245,1.4223863198545688,-0.5433895548656125,8.51372151980205,-9.74986,-0.8588209570905224,J13458-179,['M3.5 V'],10.775363636363693,10.60250000000002,10.601545454545487,10.432545454545448,10.38200000000012,10.303545454545429,10.397333333333393,10.271181818181844
2458277.4247,-0.0826613835913148,1.6884110455789991,-0.6422375659253419,12.06239687471416,-6.974355,4.330274514313243,J13458-179,['M3.5 V'],10.775000000000093,10.601916666666682,10.601,10.432727272727275,10.38225,10.303833333333388,10.397333333333336,10.270909090909129
2458280.3801,0.9116829115629588,1.5416317250847322,0.13993119362631035,14.608552423042545,-10.704757,-0.3944717808410318,J13458-179,['M3.5 V'],10.775750000000016,10.603181818181897,10.601583333333338,10.433166666666637,10.382545454545491,10.3038181818182,10.397454545454536,10.271500000000003
2458286.3758,0.5617698200045117,1.2078024851294211,-0.12078966690734205,10.796689685598992,-12.435873,-1.7756746892825852,J13458-179,['M3.5 V'],10.789500000000032,10.616454545454587,10.615749999999991,10.446249999999964,10.395249999999976,10.316727272727292,10.410545454545511,10.284583333333387
2458294.372,1.179840570641879,0.6918411633399566,0.12450117277367667,7.004685769889702,-10.011511,0.0306165600800479,J13458-179,['M3.5 V'],10.814090909090908,10.64125000000007,10.640181818181816,10.471545454545437,10.420272727272788,10.341272727272724,10.435333333333404,10.308090909090936
2458048.3967,1.6196721005854062,0.7728310693014321,0.2182329400507257,12.26798341772459,38.457513,-1.9881206284292048,J19169+051N,['M2.5 V'],10.891090909090964,10.71845454545462,10.717083333333392,10.548272727272774,10.498416666666683,10.41925000000009,10.513000000000034,10.386545454545455
2458053.35,1.3885686451543453,0.5903023816128471,0.3229322813324984,6.317814152323074,37.55802,-2.656510172998144,J19169+051N,['M2.5 V'],10.887727272727318,10.714818181818202,10.714083333333347,10.544583333333378,10.49609090909098,10.41700000000003,10.51008333333334,10.38445454545456
2458054.3513,1.091344828676241,1.0400177424351431,0.3711089598472199,3.473902461157268,37.690911,-2.226395356520039,J19169+051N,['M2.5 V'],10.88609090909091,10.71358333333336,10.712636363636364,10.543727272727269,10.49425000000008,10.415272727272736,10.508416666666676,10.3824166666667
2458055.267,-0.1821774315445581,0.9643103310887586,0.4104525704652815,5.425892458954248,36.744036,-1.8997480962992384,J19169+051N,['M2.5 V'],10.88245454545455,10.70972727272732,10.70883333333336,10.539545454545475,10.489499999999964,10.410166666666726,10.504083333333313,10.377818181818212
2458056.2568,-1.024234694944151,0.7583334837041741,-0.5639038280741744,5.334846218159558,37.092628,-0.7090988328996493,J19169+051N,['M2.5 V'],10.879909090908995,10.707416666666688,10.706250000000011,10.536909090909091,10.48608333333334,10.40833333333336,10.50124999999997,10.375083333333407
2458058.2661,-1.2970025414936024,1.4466985283494664,-0.6999947258783976,4.63640802509477,38.877423,1.3484640136498047,J19169+051N,['M2.5 V'],10.873999999999969,10.701000000000022,10.6996666666667,10.530636363636347,10.480909090909108,10.4018333333334,10.495750000000044,10.3692727272728
2458059.297,2.152366788279945,0.7966922591112973,-0.2642500268540715,3.699961470074674,42.01922,1.040891683876254,J19169+051N,['M2.5 V'],10.874272727272682,10.701909090909112,10.700999999999963,10.531363636363665,10.482090909090914,10.403500000000008,10.497000000000014,10.370727272727322
2458060.2638,2.60822647029416,0.6815520309884104,-0.04410413672499658,7.881494867063526,39.747046,-1.6871419981379605,J19169+051N,['M2.5 V'],10.874916666666708,10.702249999999992,10.701181818181851,10.531916666666632,10.48258333333331,10.403818181818224,10.49809090909099,10.371000000000038
2458065.25,-0.2414899651018537,0.7287067440201329,-1.2433478333718568,5.51662214854777,39.300841,0.7163694372580542,J19169+051N,['M2.5 V'],10.849727272727309,10.677363636363625,10.675416666666706,10.50683333333336,10.456545454545449,10.37841666666668,10.472083333333387,10.34509090909097
2458066.2528,1.4808453791503462,0.9068928017201991,-1.4687280155705906,7.081822340822432,38.239251,-2.067555906994141,J19169+051N,['M2.5 V'],10.849750000000029,10.676909090909136,10.675333333333413,10.50683333333336,10.457181818181825,10.379166666666665,10.472454545454523,10.345454545454572
2458080.2836,1.1709962097525324,1.1471032321690473,0.3459229684480931,8.270272489548889,41.776015,1.779057262403671,J19169+051N,['M2.5 V'],10.790166666666664,10.617833333333351,10.616454545454587,10.44741666666664,10.39766666666668,10.319181818181846,10.412909090909125,10.286083333333352
2458081.2651,1.7179939852860815,0.8284835311438316,-0.481930590328588,5.49463474500086,44.239559,3.69560348687012,J19169+051N,['M2.5 V'],10.7913636363636,10.619333333333373,10.617272727272734,10.448818181818185,10.399833333333332,10.320636363636424,10.414583333333326,10.288333333333355
2458082.2757,-3.022426140845574,0.9214126489573108,-1.404903778508043,5.372899155159344,39.912119,4.108583613001773,J19169+051N,['M2.5 V'],10.789750000000026,10.617500000000009,10.616363636363587,10.446818181818172,10.398333333333367,10.31909090909096,10.413000000000068,10.285833333333358
2458096.2348,-3.342182397583888,0.9397201233676816,-0.7452632885713655,6.925816432977626,37.867078,2.3832988697400896,J19169+051N,['M2.5 V'],10.781833333333282,10.609500000000082,10.608818181818208,10.43966666666671,10.39108333333337,10.312818181818216,10.406090909090892,10.279666666666628
2458131.5524,-1.2811793660000197,0.7493119128713068,-0.683226358089783,10.213095527540014,-11.900418,-1.1852769578527504,J11302+076,['M2.5 V'],10.758727272727242,10.58641666666665,10.585000000000036,10.416727272727258,10.367333333333365,10.288727272727272,10.382083333333355,10.25608333333338
2458166.7246,-5.869563660001121,0.8305947362412572,-0.6321297693024945,3.202847236749817,-17.508622,-2.205096663851648,J11302+076,['M2.5 V'],10.90733333333327,10.734454545454524,10.733416666666642,10.562333333333356,10.514583333333348,10.434272727272742,10.527090909090989,10.402083333333335
2458528.6292,-0.980640095884878,0.5555605002867311,-0.3553788001989915,9.853430941808751,-10.258437,1.0952191983597932,J09511-123,['M0.5 V'],10.778750000000002,10.606727272727312,10.604833333333374,10.436000000000035,10.386909090909056,10.307666666666762,10.402000000000044,10.276272727272726
2458532.5746,0.0034873641528953,0.66905431401919,-0.7025109007498287,7.51688993368152,-8.039383,2.33014573832202,J09511-123,['M0.5 V'],10.779416666666634,10.606916666666676,10.605000000000077,10.437090909090957,10.386416666666662,10.3067272727273,10.401727272727271,10.27483333333339
2458535.5124,-0.7666955459895053,0.5484965866859962,-1.1304062378315507,13.208843574071125,-11.517466,-0.3777543515355794,J09511-123,['M0.5 V'],10.778083333333312,10.60572727272728,10.604272727272756,10.436272727272808,10.384999999999993,10.306333333333384,10.40081818181818,10.273818181818172
2458538.5277,0.4249264872705425,0.683289676420495,0.34951096078484056,11.255461209502732,-9.267566,0.680523615204373,J09511-123,['M0.5 V'],10.779999999999973,10.607416666666666,10.606727272727312,10.437333333333411,10.388000000000034,10.309000000000026,10.402666666666676,10.277000000000044
2458554.4796,-0.9657019505814,0.7471706400500693,-0.6149552413715185,10.539900756864654,-14.559871,-3.2211529469436835,J09511-123,['M0.5 V'],10.780583333333311,10.608416666666642,10.606727272727255,10.439272727272735,10.38900000000001,10.310333333333348,10.40409090909094,10.278250000000014
2458048.4842,1.5490336315634006,0.7726762652646076,0.2225564768520769,12.269172761489523,-4.931119,-1.90572225616213,J01048-181,['M5.0 V'],10.890363636363643,10.718083333333368,10.716818181818212,10.54727272727274,10.497416666666766,10.418000000000063,10.5118333333333,10.385250000000042
2458058.4391,-0.3090842151332971,0.6009654495307009,-0.6981656306583375,4.636613144408399,-1.760827,3.122687590534568,J01048-181,['M5.0 V'],10.872916666666754,10.700636363636365,10.699000000000012,10.529666666666628,10.48036363636362,10.4016666666667,10.495333333333347,10.369090909090914
2458120.3123,-2.126776797089148,0.6692153676436126,-2.966890684197864,8.981701147035196,-8.308273,-1.607065827509582,J01048-181,['M5.0 V'],10.765416666666738,10.592749999999969,10.591818181818212,10.42358333333334,10.37463636363634,10.295636363636447,10.389363636363612,10.263499999999963
2458343.6665,0.1224413201096452,0.651454986269735,0.5500267700635959,3.8478747823429353,-3.010263,1.441726055291625,J01048-181,['M5.0 V'],10.89090909090919,10.717727272727302,10.71700000000004,10.547727272727286,10.495363636363663,10.41590909090911,10.510090909090875,10.383454545454583
2458352.636,0.0725915904012167,0.561004865941088,-0.20299570649511622,7.258731921537395,-1.181504,3.3203347850000533,J01048-181,['M5.0 V'],10.86663636363636,10.694181818181846,10.692636363636382,10.52345454545457,10.469272727272768,10.39081818181819,10.484272727272751,10.357636363636344
2458357.6567,-0.952692995398682,0.5761296151287725,0.7202235167357571,5.84859533968505,-3.152368,2.3747553707999525,J01048-181,['M5.0 V'],10.85827272727272,10.68500000000006,10.684545454545514,10.515181818181816,10.463090909090909,10.38427272727273,10.47754545454552,10.35172727272726
2458362.6281,-0.5096617274088592,0.9128078091843272,-1.1553202601244692,8.974427396183543,0.565029,5.649121102810129,J01048-181,['M5.0 V'],10.86772727272728,10.695090909090936,10.693666666666672,10.524500000000046,10.471545454545492,10.392454545454598,10.486833333333436,10.359636363636357
2458385.5755,-1.0683716075248724,0.7245913098261109,-0.03646276836894913,6.788064989337863,-2.071864,3.570937982926143,J01048-181,['M5.0 V'],10.868181818181824,10.695916666666676,10.694416666666768,10.525416666666672,10.473333333333414,10.393909090909062,10.488333333333344,10.36191666666673
2458392.5885,0.2023384762158113,0.6228936557566079,0.3393872824160411,3.600073166630376,-7.983697,-3.611605100814541,J01048-181,['M5.0 V'],10.866000000000042,10.693666666666672,10.692454545454552,10.523750000000009,10.469916666666675,10.39172727272728,10.485181818181845,10.359000000000036
2458397.551,-0.5733035308289426,1.0580523998830578,-0.04727158216965677,4.895792963293972,-14.411896,-9.264162093769787,J01048-181,['M5.0 V'],10.859545454545469,10.68616666666668,10.685090909090889,10.516166666666663,10.464666666666687,10.385727272727308,10.47963636363636,10.354083333333335
2458413.4683,-1.8868397178608467,0.7219953681330816,0.06821301077872022,6.717747967149973,-9.65674,-3.1954699067378822,J01048-181,['M5.0 V'],10.846909090909094,10.674249999999972,10.673090909090888,10.503333333333387,10.451999999999998,10.372272727272788,10.466181818181838,10.339583333333335
2458710.6578,-0.404461524914869,0.6046686456411169,1.7411585066692794,5.006495412999899,-4.71801,0.2608819003161396,J01048-181,['M5.0 V'],10.922916666666596,10.751000000000031,10.749250000000076,10.580818181818245,10.52727272727276,10.449250000000006,10.543250000000056,10.416636363636428
2458720.6596,1.798023329188376,0.6866899548722445,1.5539187383725022,5.342998625790173,-7.048401,-4.2719939537871054,J01048-181,['M5.0 V'],10.918083333333414,10.74545454545455,10.743916666666737,10.575363636363647,10.52163636363639,10.442000000000064,10.536416666666696,10.410090909090911
2458744.5829,0.3770524188944584,0.682808011334631,1.5166954475293295,5.023908130697767,-2.455338,1.742039956506812,J01048-181,['M5.0 V'],10.869909090909118,10.697000000000005,10.695416666666745,10.527333333333388,10.474000000000046,10.395181818181811,10.489166666666732,10.36308333333335
2458757.5579,-0.3816893577348145,0.608975808170206,0.06179477585190796,8.281749791538445,-5.793,-0.8368802668639154,J01048-181,['M5.0 V'],10.881416666666723,10.708454545454572,10.706999999999994,10.538727272727272,10.486181818181876,10.407333333333384,10.500636363636374,10.374272727272796
2458762.5241,1.951678891448616,0.6659433701771816,1.8139021512842248,4.614033122899093,-7.784489,-5.161737516047345,J01048-181,['M5.0 V'],10.889166666666654,10.716833333333454,10.71536363636369,10.546090909090935,10.493916666666678,10.414750000000026,10.50854545454547,10.38233333333335
2458767.5278,-0.7543454383382694,1.0200486654243304,0.15387249032889372,7.305949875706685,1.054785,6.38356081373954,J01048-181,['M5.0 V'],10.895999999999958,10.723272727272729,10.721666666666692,10.553833333333388,10.499909090909114,10.42154545454548,10.515250000000036,10.388636363636294
2458773.5112,-0.0685011798438804,0.5875620808715087,-0.07506068936359611,4.239878850773138,-2.006154,2.636777555245151,J01048-181,['M5.0 V'],10.890666666666732,10.717833333333374,10.716636363636384,10.5476363636364,10.494666666666715,10.415916666666648,10.509999999999993,10.383166666666682
2458122.4077,-0.4128892276214267,1.0962070331827305,-0.7547747490314833,10.216584830148657,-8.08853,-1.1305932859766052,J00162+198E,['M4.0 V'],10.768000000000027,10.595454545454572,10.594000000000053,10.4256666666667,10.377363636363668,10.297583333333364,10.391666666666708,10.266363636363678
2458124.3155,-4.145042264054205,1.5626460926246597,-0.8988638546424994,9.52681945499892,-4.22903,6.461059750456174,J00162+198E,['M4.0 V'],10.774166666666702,10.600833333333355,10.600090909090966,10.431416666666678,10.382000000000062,10.3034545454546,10.397272727272764,10.271333333333304
2458356.5893,0.6795708991844376,0.6066960015669551,0.6138806406955979,3.277716750533179,-4.969837,0.8956395872175309,J00162+198E,['M4.0 V'],10.860250000000065,10.687818181818216,10.685333333333404,10.51625000000007,10.464272727272771,10.38558333333333,10.478916666666748,10.352909090909122
2458413.4451,-1.8712553541890635,0.7167863603613357,0.06710625434949691,6.717543542341144,-12.201855,-3.785552159408968,J00162+198E,['M4.0 V'],10.84699999999998,10.674666666666669,10.673090909090943,10.503363636363758,10.45199999999994,10.372416666666709,10.466636363636384,10.340416666666728
2458491.3867,-1.4661916289125294,0.568834893268125,-0.6237322358314543,8.617093653472109,-7.30353,0.7077091153144976,J00162+198E,['M4.0 V'],10.740916666666692,10.568363636363642,10.56725,10.398909090909116,10.347454545454582,10.268666666666718,10.362500000000011,10.23627272727282
2458720.6129,1.0366536538709827,0.6924176848737039,1.5539308943657346,5.343136026633222,-1.448507,4.059886832530986,J00162+198E,['M4.0 V'],10.91825,10.7455833333334,10.744090909090914,10.574999999999989,10.521500000000003,10.441499999999962,10.536272727272774,10.40933333333345
2458766.3833,1.881921426221556,0.7896802154783745,1.5950076426029511,5.966381648272458,-6.007699,-1.3445729398195867,J00162+198E,['M4.0 V'],10.892909090909145,10.720333333333372,10.71918181818188,10.5505,10.496416666666732,10.417818181818234,10.51127272727274,10.385333333333335
2458158.7539,-1.5366262086000906,1.5255807068730205,-1.7789017887864276,7.414297199067255,-8.694244,-0.8832090274681993,J17052-050,['M1.5 V'],10.758727272727242,10.586545454545444,10.584636363636378,10.416818181818256,10.367166666666662,10.288250000000003,10.38266666666675,10.25563636363637
2458161.738,-2.4442718118522,1.0474378866382956,-0.9483024300618297,6.618076675473469,-11.112662,-2.3939814242160904,J17052-050,['M1.5 V'],10.764363636363557,10.591416666666705,10.590636363636406,10.421636363636368,10.37354545454548,10.294090909090984,10.388083333333384,10.261909090909114
2458207.6972,0.7994566438273633,1.22691333979821,-0.9610414824513214,10.599756866337785,-4.630188,0.8447641201043459,J17052-050,['M1.5 V'],10.75927272727273,10.587000000000046,10.58563636363641,10.41718181818186,10.368090909090997,10.289454545454532,10.383416666666676,10.257181818181891
2458212.7038,-1.4813509059807957,0.5405061865915801,-0.7943167690752801,9.630069464824269,-7.568439,0.1873206699125055,J17052-050,['M1.5 V'],10.74808333333334,10.575416666666683,10.574083333333364,10.405916666666712,10.355999999999996,10.27781818181819,10.371909090909128,10.24483333333336
2458237.6535,2.0913403487067583,0.8814334121907634,0.34588828680205097,8.031929781021349,1.363573,5.546641415224951,J17052-050,['M1.5 V'],10.759833333333347,10.587000000000046,10.586000000000013,10.417166666666674,10.367833333333351,10.289090909090874,10.383000000000038,10.256500000000017
2458271.5123,-1.63454205423178,0.8336251529159231,-0.009027791048353606,11.782244993774851,-8.792785,-0.8838341818365106,J17052-050,['M1.5 V'],10.779000000000051,10.606749999999977,10.605181818181848,10.436090909090922,10.384909090909048,10.30608333333339,10.400166666666737,10.273727272727283
2458293.499,-0.1579497424314865,0.8218472863940799,0.8020906887479953,7.441945945174113,-3.732592,2.699766506363196,J17052-050,['M1.5 V'],10.8125454545455,10.640000000000043,10.63891666666666,10.470166666666673,10.420000000000073,10.340666666666664,10.434727272727288,10.308083333333345
2458314.4013,1.289176377439351,0.9196565551554609,-0.28405968219128397,9.544787703760486,-5.611063,-0.6258306135076411,J17052-050,['M1.5 V'],10.86118181818182,10.68827272727276,10.687090909090957,10.517250000000049,10.46700000000004,10.38766666666669,10.48145454545454,10.355083333333369
2458346.4083,1.1480533606738403,0.7226433882583246,0.9320598040539352,3.154177975979241,-4.327386,0.7989694032578695,J17052-050,['M1.5 V'],10.888166666666676,10.715636363636406,10.713916666666648,10.545083333333366,10.493272727272767,10.41409090909093,10.508083333333444,10.381090909090917
2458366.365,-1.1630326984414634,0.8454421010294698,0.38591281531267896,3.742396866720305,-9.731562,-2.2941205376268274,J17052-050,['M1.5 V'],10.869916666666654,10.697083333333351,10.69518181818188,10.526909090909156,10.474750000000029,10.395416666666677,10.488727272727315,10.362916666666706
2458568.6753,1.549491418730351,0.649885770837375,-0.30840227437148826,9.593998846921384,-8.062463,-3.337545654798641,J17052-050,['M1.5 V'],10.793083333333414,10.620818181818208,10.619416666666725,10.45081818181825,10.40100000000001,10.322249999999997,10.415727272727224,10.289727272727305
2458589.6002,-0.2670869470850189,0.5437946595991533,0.06820670083698133,10.543548282577529,0.591767,7.133262711016728,J17052-050,['M1.5 V'],10.779000000000051,10.606249999999989,10.605181818181848,10.43625000000003,10.385666666666625,10.30709090909096,10.400727272727352,10.274416666666696
2458631.581,1.4073754943216032,0.7712489112896772,-0.2695012202347016,10.295881924329894,-3.456205,1.4108282696101062,J17052-050,['M1.5 V'],10.810166666666705,10.637416666666695,10.635818181818196,10.46845454545462,10.41725000000008,10.33824999999996,10.432090909090904,10.306000000000097
2458656.5002,0.0889606391013941,0.4904155983403116,1.7217742743853108,6.778864824189197,-5.304026,0.8814221248303151,J17052-050,['M1.5 V'],10.861083333333395,10.68827272727276,10.686833333333368,10.519545454545437,10.466727272727326,10.387916666666683,10.482333333333315,10.355000000000018
2458679.4552,1.939011950530665,0.7640774467650068,2.0970129787959735,3.976520943677468,-7.866693,-3.5312961865989547,J17052-050,['M1.5 V'],11.01191666666665,10.838916666666648,10.837363636363648,10.666727272727258,10.614833333333364,10.535166666666669,10.627909090909156,10.50225000000006
2458701.4037,0.8611470937260249,0.6778069208694253,2.3503745336259243,10.949082287895347,-0.705674,4.707587670205684,J17052-050,['M1.5 V'],10.918090909091006,10.74550000000005,10.744416666666725,10.575500000000034,10.52309090909091,10.44427272727279,10.538500000000056,10.412083333333328
2458727.3574,-1.1254685144061902,0.4251861321308718,1.0740119688805123,4.236352172169511,-7.760886,-0.3610087216621004,J17052-050,['M1.5 V'],10.90554545454546,10.732583333333366,10.731666666666683,10.5626666666667,10.509636363636387,10.431090909090983,10.524749999999983,10.398333333333367
2458121.6735,-1.407910958852198,0.7369545828489491,-2.003147640672836,7.323833344123115,-8.794223,6.625126229618842,J11476+002,['M4.0 V'],10.76724999999999,10.59445454545454,10.593181818181847,10.424416666666673,10.376090909090864,10.297818181818172,10.39100000000002,10.264749999999992
2458122.6457,-0.4508253435682653,1.0400032755744912,-0.7544869530088079,10.216488130860702,-20.289187,-5.826923385665088,J11476+002,['M4.0 V'],10.76816666666673,10.595916666666652,10.594272727272768,10.42575000000005,10.376909090909123,10.298272727272774,10.39190909090911,10.265833333333376
2458118.6595,0.2143302876536068,0.8004483645505158,-1.137932346215763,5.553752540693509,-3.357241,-0.630257235945175,J11511+352,['M1.5 V'],10.760916666666674,10.588916666666648,10.587090909090932,10.418636363636438,10.36975000000001,10.290999999999997,10.384818181818162,10.25866666666667
2458119.686,-1.3145244557017173,0.8499748724335988,-0.4052396617763634,7.584691369937228,-7.70802,-3.452181492589851,J11511+352,['M1.5 V'],10.763999999999951,10.591666666666754,10.590333333333376,10.421454545454594,10.372333333333358,10.29408333333339,10.387500000000044,10.261181818181852
2458120.6966,-2.054615261348321,0.6795077875301252,-2.9684397189377307,8.981316757334673,-7.040564,-2.044634686943247,J11511+352,['M1.5 V'],10.766090909090964,10.593000000000076,10.592545454545473,10.42336363636366,10.375333333333344,10.296454545454594,10.3898333333334,10.263583333333427
2458131.6527,-1.2227385890750366,0.7885494800270901,-0.6868863976398529,10.212044096012322,-5.536412,-1.3723593592165315,J11511+352,['M1.5 V'],10.759090909090958,10.58708333333334,10.585666666666723,10.41700000000003,10.368000000000052,10.28924999999998,10.383166666666682,10.257272727272778
2458149.5993,-3.350136797993017,0.7794006815084903,-1.4333788877591047,10.393922400572457,-0.841106,5.450344849701449,J11511+352,['M1.5 V'],10.761000000000024,10.588749999999948,10.58708333333334,10.418083333333414,10.36936363636363,10.290636363636338,10.38508333333334,10.258583333333377
2458171.6346,-0.2550127528767507,1.039376090838919,-1.5267475670077317,5.466924605899456,-1.580158,1.6161688045851827,J11511+352,['M1.5 V'],10.81345454545459,10.640500000000031,10.639363636363669,10.470454545454572,10.421636363636368,10.34183333333334,10.436083333333386,10.309363636363628
2458187.567,1.5914995237880052,1.0321884928306342,-0.8517525075263137,7.338211895475552,-5.161389,-3.811574472079573,J11511+352,['M1.5 V'],10.76390909090901,10.591500000000051,10.590454545454577,10.422545454545457,10.374090909090969,10.29554545454556,10.389416666666705,10.262454545454602
2458199.4808,-0.7281430936428496,0.6400436384044418,-0.8520375373286697,5.644366979879375,-3.302659,0.3667981453512817,J11511+352,['M1.5 V'],10.758909090909128,10.586666666666645,10.584818181818209,10.416909090909089,10.36772727272728,10.289666666666676,10.383333333333384,10.257181818181891
2458206.442,-0.7727480683208953,0.6185646993600183,-0.22722220122349768,9.556214831624729,-3.718282,-0.0042198799706726,J11511+352,['M1.5 V'],10.762833333333331,10.590818181818236,10.588666666666713,10.420833333333404,10.372250000000008,10.293818181818269,10.38718181818183,10.261500000000012
2458211.4775,-0.6020828953558878,1.0421979886470143,-0.5499672406464242,6.601676250379318,-5.137874,-1.5944770529356802,J11511+352,['M1.5 V'],10.750000000000057,10.57774999999998,10.576545454545396,10.407818181818186,10.359454545454582,10.28054545454546,10.374500000000012,10.248363636363706
2458212.4533,-1.3999285171356737,0.5368214404617653,-0.7922355039477651,9.630105579752646,-6.559608,-2.2183654311558945,J11511+352,['M1.5 V'],10.747833333333404,10.57541666666674,10.5741818181819,10.405454545454576,10.35609090909088,10.277727272727304,10.371416666666676,10.244916666666654
2458215.416,-2.195882963200779,0.668264160270573,-0.117182349669406,11.238702007343212,-4.390882,0.7463150149092104,J11511+352,['M1.5 V'],10.75516666666664,10.582818181818196,10.581500000000062,10.413000000000013,10.364333333333375,10.285916666666653,10.379181818181848,10.253250000000037
2458217.4191,-0.4224812072498572,1.1675192256379625,-0.910749217811059,7.732430009228722,-3.979392,-0.6155967410417107,J11511+352,['M1.5 V'],10.754250000000011,10.581636363636337,10.581083333333368,10.41183333333339,10.36308333333335,10.28416666666675,10.37781818181827,10.25109090909092
2458218.4021,-0.3798659951997732,1.5247083850245904,-1.5691348046417914,6.762997393831956,-1.686013,1.6351670469082051,J11511+352,['M1.5 V'],10.753363636363758,10.580909090909074,10.57963636363644,10.41045454545457,10.362500000000011,10.283833333333405,10.376499999999965,10.251090909090864
2458237.4581,2.015423084369659,0.905611969804275,0.3468030065850485,8.03200894980482,2.09966,3.025550967338773,J11511+352,['M1.5 V'],10.760166666666692,10.587083333333396,10.586333333333355,10.418250000000056,10.368083333333402,10.288909090909044,10.382727272727324,10.256666666666716
2458238.4549,-1.194350414249957,0.5793035975743149,-1.0021086370970806,9.748705789731988,-3.027487,1.1081774659583892,J11511+352,['M1.5 V'],10.75766666666675,10.584750000000042,10.583583333333364,10.41491666666667,10.365272727272725,10.285545454545511,10.38036363636354,10.253749999999968
2458260.3802,0.2321380339304585,1.0718991651618446,-0.578485108389188,8.425293870625838,-1.523161,1.1860150177779736,J11511+352,['M1.5 V'],10.769666666666694,10.597090909090866,10.59566666666666,10.427666666666653,10.376583333333372,10.298454545454549,10.392272727272768,10.26608333333337
2458261.3697,0.8189456689521754,1.1157780119664136,0.4327843970456655,8.143983510511804,-2.989378,-0.8670096172437434,J11511+352,['M1.5 V'],10.771416666666653,10.598666666666702,10.597333333333324,10.429250000000025,10.37954545454545,10.30127272727276,10.395249999999976,10.269083333333356
2458262.408,1.559517490141356,2.231488801843291,0.016198789066905306,10.735792338035989,-0.598852,0.782944561567076,J11511+352,['M1.5 V'],10.77791666666667,10.605083333333312,10.603666666666696,10.43572727272732,10.38718181818183,10.30781818181822,10.402083333333335,10.275818181818238
2458264.3909,1.0054312537364478,1.4814942985998931,-0.33268426826469977,8.085421436484278,-4.771093,-2.835210202028015,J11511+352,['M1.5 V'],10.781999999999982,10.609333333333382,10.608166666666705,10.43975000000006,10.390454545454588,10.311727272727351,10.405636363636404,10.279583333333337
2458265.4428,-1.0438215031847844,1.2462721773778165,0.22433007194081256,8.877743816674185,-5.310712,-1.3255764451067833,J11511+352,['M1.5 V'],10.780833333333362,10.608666666666636,10.607090909090914,10.437999999999988,10.388000000000034,10.308727272727252,10.403166666666664,10.276909090909156
2458270.3545,-1.5147658533806647,1.724680609629714,0.28425872654068485,8.304084842788205,-3.677143,0.7789369050890966,J11511+352,['M1.5 V'],10.776090909090897,10.60333333333341,10.602000000000032,10.433727272727252,10.383454545454583,10.304250000000025,10.397749999999974,10.272090909090934
2458330.3438,-0.8190606611513034,0.8843050446847237,0.40453609884600894,8.466288136235672,-0.564502,3.195872712859736,J11511+352,['M1.5 V'],10.879090909090904,10.706363636363562,10.705333333333384,10.536416666666751,10.48458333333332,10.405500000000018,10.499181818181851,10.372916666666754
2458331.3454,0.3886347638062444,0.996769653021072,0.5471964131382094,6.115069084121452,0.465802,3.0184812879021874,J11511+352,['M1.5 V'],10.87999999999994,10.70683333333335,10.705333333333272,10.536000000000058,10.485727272727331,10.406545454545435,10.500333333333344,10.373636363636365
2458433.7354,0.7698902657614446,0.9583502785822584,0.24614506815944992,6.870956072184508,-4.617075,-2.4456512140530124,J11511+352,['M1.5 V'],10.798166666666646,10.625636363636374,10.624500000000069,10.45618181818179,10.404272727272712,10.325416666666683,10.419583333333437,10.291636363636428
2458454.7091,0.0187791282498212,0.6863015057613326,-0.44710796788682217,7.529293705195943,-3.792394,-0.8698590765413892,J11511+352,['M1.5 V'],10.74683333333337,10.573750000000018,10.57254545454549,10.40445454545454,10.353333333333351,10.274,10.368272727272767,10.24216666666672
2458469.7092,-0.7036498763325313,0.5879130218487187,0.3157259133938055,10.481266743686778,-2.267412,1.3775519280409632,J11511+352,['M1.5 V'],10.74758333333341,10.575083333333396,10.573909090909126,10.405909090909065,10.353666666666696,10.274249999999997,10.368454545454597,10.242416666666657
