x,theta
0.0,5.966822172932709
1.0,5.987657554732067
2.0,5.985321311080561
3.0,5.982986057209466
4.0,5.980649542001352
5.0,5.978314017637928
6.0,5.975977230953212
7.0,5.972616468070598
8.0,5.970280522842955
9.0,5.967943314718795
10.0,5.9656070998775235
11.0,5.963269621887072
12.0,5.983122209557109
13.0,5.981812493889038
14.0,5.976398618060259
15.0,5.997257509776787
16.0,5.9949201318620595
17.0,5.992583744676473
18.0,5.990246094480064
19.0,5.9879094348730035
20.0,5.985571511051361
21.0,5.983234579378248
22.0,5.980896382709211
23.0,5.977533056057744
24.0,5.975195702666639
25.0,5.972857083532048
26.0,5.992732154177091
27.0,5.9914224277683985
28.0,5.986004040039688
29.0,6.006886526069323
30.0,6.004548019454965
31.0,6.002210499562949
32.0,5.999871713189172
33.0,5.996506734179661
34.0,5.994168786863227
35.0,5.991829572232483
36.0,5.989491351903972
37.0,5.987151863442406
38.0,5.984813370725746
39.0,5.982473611019643
40.0,6.002371248410142
41.0,5.996952775350579
42.0,5.995638604060687
43.0,6.015516535859824
44.0,6.01317800283865
45.0,6.010838203487502
46.0,6.007471121368738
47.0,6.005132159128969
48.0,6.002791928087703
49.0,6.00045269067904
50.0,5.998112183843638
51.0,5.995772672483298
52.0,5.993431891415611
53.0,6.013349312803996
54.0,6.009985155756709
55.0,6.006616653502931
56.0,6.003243798076113
57.0,6.023145489807774
58.0,6.020805792162832
59.0,6.018464823265674
60.0,6.01612484869505
61.0,6.0137836028233735
62.0,6.010413952943232
63.0,6.0080735454621745
64.0,6.005731866677785
65.0,6.003391184705464
66.0,6.0010492272369405
67.0,6.0209905094200735
68.0,6.0155633107037545
69.0,6.014249131884611
70.0,6.034170684205989
71.0,6.030799550216777
72.0,6.02845868606034
73.0,6.02611654872149
74.0,6.023775405074524
75.0,6.021432988366904
76.0,6.018061076385209
77.0,6.015719498781806
78.0,6.013376647170567
79.0,6.01000427494111
80.0,6.029966615447961
81.0,6.028656890538727
82.0,6.023221035834268
83.0,6.0431636398684745
84.0,6.040821887662638
85.0,6.038478862707493
86.0,6.035105314540722
87.0,6.032763123914968
88.0,6.030419658488519
89.0,6.027045642709858
90.0,6.024703016258165
91.0,6.022359112568601
92.0,6.018984631478737
93.0,6.0389681100106
94.0,6.037658395671471
95.0,6.032218321994762
96.0,6.052182050716723
97.0,6.049839256375584
98.0,6.0474951842085645
99.0,6.044119533507917
100.0,6.041776297456579
101.0,6.039431783437664
102.0,6.036055661233355
103.0,6.033711985704237
104.0,6.031367030527804
105.0,6.027990440043645
106.0,6.04799512808863
107.0,6.044618404390789
108.0,6.041241125375095
109.0,6.061226056467618
110.0,6.0578486181659486
111.0,6.055504619343196
112.0,6.0531593422368175
113.0,6.0497814289731195
114.0,6.04743698748937
115.0,6.045091265960167
116.0,6.041712878830587
117.0,6.03936799630268
118.0,6.037021832356885
119.0,6.057047805777529
120.0,6.051603727078998
121.0,6.048220330083325
122.0,6.069262277688523
123.0,6.066916241561437
124.0,6.063536539379463
125.0,6.0601566816267365
126.0,6.057811317592744
127.0,6.055464671854629
128.0,6.052084336260087
129.0,6.049738527288959
130.0,6.047391437268139
131.0,6.067435857036969
132.0,6.064059091054446
133.0,6.058606652003107
134.0,6.078632423739329
135.0,6.076286588496771
136.0,6.073939470683527
137.0,6.070557665447794
138.0,6.068211380812869
139.0,6.065863811952312
140.0,6.0624815255129505
141.0,6.059099082732132
142.0,6.056752190714704
143.0,6.054404012213347
144.0,6.0744709927330405
145.0,6.069018766132302
146.0,6.065631306709335
147.0,6.0856796238252855
148.0,6.083332707407941
149.0,6.0809845059677485
150.0,6.077600593702371
151.0,6.0752532266294
152.0,6.072904573675707
153.0,6.069520177128062
154.0,6.066135623696404
155.0,6.063787644906917
156.0,6.084908817276798
157.0,6.079452775683819
158.0,6.076067385003114
159.0,6.096134279578727
160.0,6.092748745595188
161.0,6.089363051443286
162.0,6.087014890568568
163.0,6.0846654422305875
164.0,6.081279258882397
165.0,6.077892916127439
166.0,6.0755441409273985
167.0,6.073194075380222
168.0,6.093299409612001
169.0,6.089916649192986
170.0,6.084452111735885
171.0,6.104538775442414
172.0,6.101151295109126
173.0,6.098802344483403
174.0,6.096452103494272
175.0,6.093064133412717
176.0,6.0896760028919275
177.0,6.0873264308890995
178.0,6.084975568362644
179.0,6.081586948629294
180.0,6.1017121231372045
181.0,6.098327418145104
182.0,6.092858948030667
183.0,6.112965440300513
184.0,6.109576016199966
185.0,6.107226110767364
186.0,6.10487491373334
187.0,6.101484994721879
188.0,6.098094913391201
189.0,6.094704670086173
190.0,6.09235397509422
191.0,6.0900019888853905
192.0,6.110147066677598
193.0,6.106760414310244
194.0,6.101288002835091
195.0,6.121414391072847
196.0,6.118023018366152
197.0,6.114631482567006
198.0,6.112280455307605
199.0,6.109928135093433
200.0,6.106536100670418
201.0,6.103143903473445
202.0,6.099751544306237
203.0,6.096359023979616
204.0,6.116525205633991
205.0,6.113132579363054
206.0,6.107656114446257
207.0,6.1278035907958
208.0,6.1254519037566055
209.0,6.123098923406921
210.0,6.119705269918477
211.0,6.116311451046386
212.0,6.112917468214533
213.0,6.110564983953942
214.0,6.1082112021283805
215.0,6.104816722142182
216.0,6.125002941725427
217.0,6.117441931420856
218.0,6.13864907791001
219.0,6.136295437830299
220.0,6.13290016663592
221.0,6.129504728868788
222.0,6.126109124046607
223.0,6.122713353896927
224.0,6.120360040798019
225.0,6.1180054285943015
226.0,6.114609156419199
227.0,6.134812512349853
228.0,6.129333182902911
229.0,6.125936250232172
230.0,6.146120888361352
231.0,6.1427238345742055
232.0,6.13932661070173
233.0,6.135929219896596
234.0,6.132531661442435
235.0,6.12913393673383
236.0,6.1267796257695295
