x,theta
0.0,6.317260217182685
1.0,6.317857596574072
2.0,6.318455118738498
3.0,6.319052784403134
4.0,6.319650593627934
5.0,6.3202485465547085
6.0,6.320846643066524
7.0,6.321444883079984
8.0,6.323091108656442
9.0,6.324736476899147
10.0,6.325335313296044
11.0,6.325934293752709
12.0,6.326533418436178
13.0,6.327132687019066
14.0,6.327732099986598
15.0,6.328331656502115
16.0,6.3289313576492034
17.0,6.329531203625756
18.0,6.330131193634614
19.0,6.331780123996907
20.0,6.333428198265047
21.0,6.334028786612002
22.0,6.334629520607621
23.0,6.335230398549925
24.0,6.335831422082087
25.0,6.336432589857765
26.0,6.337033902807313
27.0,6.337635360375593
28.0,6.338236963474536
29.0,6.338838711578035
30.0,6.339440604767539
31.0,6.3400426423853204
32.0,6.341694746297435
33.0,6.343345992920831
34.0,6.343948633449251
35.0,6.344551419482258
36.0,6.345154350872541
37.0,6.345757427663649
38.0,6.34636065012927
39.0,6.346964019011288
40.0,6.347567533613621
41.0,6.348171193092178
42.0,6.348774999177209
43.0,6.349378951002834
44.0,6.349983048851968
45.0,6.350587292998291
46.0,6.351191682844039
47.0,6.351796219948582
48.0,6.352400902513615
49.0,6.35300573205123
50.0,6.353610707381982
51.0,6.35526737698595
52.0,6.356923189818872
53.0,6.357528772010497
54.0,6.35813450108747
55.0,6.35874037516141
56.0,6.359346398439804
57.0,6.359952567263733
58.0,6.360558884712212
59.0,6.361165346014879
60.0,6.361771957549422
61.0,6.362378714245992
62.0,6.362985619387814
63.0,6.363592670287957
64.0,6.364199869966953
65.0,6.364807215842035
66.0,6.365414710133194
67.0,6.366022350613854
68.0,6.366630138887373
69.0,6.367238076535912
70.0,6.367846161644195
71.0,6.368454392709793
72.0,6.369062771958937
73.0,6.369671299521514
74.0,6.3702799747918135
75.0,6.370888798619376
76.0,6.371497771304419
77.0,6.372106890672207
78.0,6.372716157028911
79.0,6.373325573408778
80.0,6.3739351382579486
81.0,6.374544851269839
82.0,6.375154711984479
83.0,6.375764721841826
84.0,6.376374880508536
85.0,6.376985186878635
86.0,6.37759564164427
87.0,6.3782062464621845
88.0,6.378816999834719
89.0,6.379427902410171
90.0,6.380038952723474
91.0,6.380650151696749
92.0,6.381261500489217
93.0,6.381872998599746
94.0,6.382484646494895
95.0,6.383096441620275
96.0,6.3837083881211
97.0,6.384320482844267
98.0,6.3838772330366425
99.0,6.383435139181373
100.0,6.38404751308574
101.0,6.384660037778126
102.0,6.385272710945593
103.0,6.3858855342361025
104.0,6.386498506673547
105.0,6.387111629560394
106.0,6.387724902652529
107.0,6.3883383257440585
108.0,6.388951898931943
109.0,6.389565621260552
110.0,6.390179494509638
111.0,6.390793517541141
112.0,6.391407690811526
113.0,6.392022014048642
114.0,6.392636489089689
115.0,6.393251113176007
116.0,6.393865888671712
117.0,6.394480814149816
118.0,6.394038747695944
119.0,6.393597839504487
120.0,6.394213047627183
121.0,6.394828406595927
122.0,6.395443916280925
123.0,6.396059575834727
124.0,6.396675387979208
125.0,6.397291350455639
126.0,6.3979074641560345
127.0,6.398523728197247
128.0,6.3991401443760125
129.0,6.399756711844596
130.0,6.400373430583578
131.0,6.399932097672696
132.0,6.399491925266055
133.0,6.4001089280165715
134.0,6.4007260820690135
135.0,6.4013433876749986
136.0,6.401960845926254
137.0,6.4025784552179275
138.0,6.403196215877543
139.0,6.403814129109179
140.0,6.404432193995596
