x,theta
0.0,6.250486729796961
1.0,6.251095612684033
2.0,6.251704637657731
3.0,6.252313805293305
4.0,6.252923118418607
5.0,6.253532580223265
6.0,6.254142180572792
7.0,6.254751925394686
8.0,6.255361817926236
9.0,6.257016755007768
10.0,6.258670828959701
11.0,6.259281318050753
12.0,6.259891951946052
13.0,6.260502729907074
14.0,6.261113651987195
15.0,6.2617247203054305
16.0,6.262335933064222
17.0,6.262947290437602
18.0,6.263558792913628
19.0,6.264170440655995
20.0,6.26478223327954
21.0,6.26539417067152
22.0,6.266006253190312
23.0,6.266618482974124
24.0,6.267230856183552
25.0,6.267843375145453
26.0,6.268456040231989
27.0,6.26906885036486
28.0,6.269681804407362
29.0,6.2713415072811145
30.0,6.273000343994902
31.0,6.273613902731604
32.0,6.274227606235343
33.0,6.274841456163344
34.0,6.275455453238941
35.0,6.276069594853958
36.0,6.276683882803802
37.0,6.277298317607219
38.0,6.277912898618929
39.0,6.278527625491691
40.0,6.27914249836482
41.0,6.279757518104972
42.0,6.280372684663696
43.0,6.280987997432597
44.0,6.2816034559087015
45.0,6.282219062176594
46.0,6.282834815173075
47.0,6.283450715335505
48.0,6.284066762114264
49.0,6.284682954609615
50.0,6.2852992945798505
51.0,6.285915782303178
52.0,6.286532416547892
53.0,6.287149198090368
54.0,6.287766126517113
55.0,6.2883832026350674
56.0,6.289000426137854
57.0,6.289617797109052
58.0,6.290235314476803
59.0,6.29085298008431
60.0,6.291470793784285
61.0,6.292088754916236
62.0,6.292706863950613
63.0,6.293325120859336
64.0,6.293943523294097
65.0,6.2945620766230235
66.0,6.295180776030364
67.0,6.295799624020894
68.0,6.296418620044136
69.0,6.297037763991668
70.0,6.297657056849694
71.0,6.298276498016918
72.0,6.298896086939493
73.0,6.299515824506386
74.0,6.299085362609091
75.0,6.298656062192428
76.0,6.299276078487836
77.0,6.299896241858882
78.0,6.300516554544728
79.0,6.301137016265713
80.0,6.301757626850545
81.0,6.302378385071798
82.0,6.302999295114432
83.0,6.303620350637232
84.0,6.304241556535551
85.0,6.304862911095633
86.0,6.305484415328905
87.0,6.306106068726876
88.0,6.306727872233509
89.0,6.307349823468485
90.0,6.307971923958206
91.0,6.308594175022051
92.0,6.309216575064667
93.0,6.309839126706407
94.0,6.309409841897917
95.0,6.308981726784779
96.0,6.309604560539832
97.0,6.3102275384194115
98.0,6.310850671511751
99.0,6.311473946877221
100.0,6.312097380130133
101.0,6.312720958696573
102.0,6.313344690241806
103.0,6.31396857030834
104.0,6.314592599884207
105.0,6.315216781810257
106.0,6.315841112458806
107.0,6.338272682330029
108.0,6.336795154847053
109.0,6.337421469120343
110.0,6.338047934294551
111.0,6.338674550442192
112.0,6.337192917027394
113.0,6.337819666357234
114.0,6.338446566789813
115.0,6.339073618585047
116.0,6.3397008216556685
117.0,6.340328176161435
118.0,6.340955682135373
119.0,6.3394776103458526
120.0,6.340105250147218
121.0,6.340733041672223
122.0,6.339250876473557
123.0,6.361691307198406
124.0,6.36232108642259
125.0,6.3629510214830844
126.0,6.363581105547311
127.0,6.364211349107215
128.0,6.364841736334384
129.0,6.36547228023845
130.0,6.365047287504744
131.0,6.36462346144652
132.0,6.365254293055109
133.0,6.365885276154707
134.0,6.366516414544186
135.0,6.367147701850655
136.0,6.367779145446633
137.0,6.368410740739961
138.0,6.367986166371082
139.0,6.367562759480485
140.0,6.368194643531972
141.0,6.36882668070141
142.0,6.369458872199182
143.0,6.370091215335911
144.0,6.370723714548745
145.0,6.370299492116942
146.0,6.3698764369712535
147.0,6.3705092247307675
148.0,6.37114216612396
149.0,6.371775260946045
150.0,6.372408509601144
151.0,6.373041912287746
152.0,6.372618043168387
153.0,6.372195342651608
154.0,6.372829036731041
155.0,6.373462884124301
156.0,6.374096885218542
157.0,6.374731040512664
158.0,6.374307458387555
159.0,6.373885045445718
160.0,6.374519492378276
161.0,6.3751540944973755
162.0,6.375788849912404
163.0,6.376423760320158
164.0,6.376000465380429
165.0,6.37557834033754
166.0,6.376213543280365
167.0,6.376848900714165
168.0,6.377484413021456
169.0,6.378120080016153
170.0,6.377697073019597
171.0,6.377275237319566
172.0,6.3779111975080625
173.0,6.37854731328806
174.0,6.379183583340797
175.0,6.37876079595307
176.0,6.378339182155699
177.0,6.378975746493289
178.0,6.379612465823641
179.0,6.380249340848813
180.0,6.3798267746181025
181.0,6.379405382241536
182.0,6.380042551208703
183.0,6.3806798761040895
184.0,6.381317356730406
185.0,6.380895012197314
186.0,6.380473842105417
187.0,6.381111617682002
188.0,6.381749549328731
189.0,6.382387636720715
190.0,6.3819655140089395
191.0,6.381544567148765
192.0,6.382182950488804
193.0,6.382821489537811
194.0,6.38239951973739
195.0,6.381978727208242
196.0,6.382617562513893
197.0,6.383256554348947
198.0,6.383895702206502
199.0,6.383473955932885
200.0,6.383053388008726
201.0,6.383692832680403
202.0,6.384332434045575
203.0,6.383910842263774
204.0,6.383490427861126
205.0,6.384130326688485
206.0,6.384770381966362
207.0,6.384348944349455
208.0,6.3839286848024415
209.0,6.384569038804514
210.0,6.385209548807836
211.0,6.384788265402001
212.0,6.384368163636182
213.0,6.385008970802048
214.0,6.385649939727436
215.0,6.385228810765611
216.0,6.384808863108134
217.0,6.385450126967527
218.0,6.386091548551647
219.0,6.408731637712293
220.0,6.407252242867102
221.0,6.40576876233655
222.0,6.406412218382755
223.0,6.407055832658074
224.0,6.405576015633642
225.0,6.4040921098824555
226.0,6.426724537092504
227.0,6.4273701892121196
228.0,6.426951952802263
229.0,6.426534890128238
230.0,6.427180844358503
231.0,6.427826955068369
232.0,6.427408876121284
233.0,6.4269919763313865
234.0,6.427638392852764
235.0,6.427220402392798
236.0,6.426803590385298
237.0,6.427450308794974
238.0,6.428097187406777
239.0,6.427679355798077
240.0,6.427262706017977
