gj617A;HD 147379;16 16 42.7466017485 +67 14 19.830690618;-498.018  84.110  [0.050 0.053 90];92.8704 [0.0311] A 2018yCat.1345....0G;v:~ -18.96 (~) A [0.09] 2002ApJS..141..503N


