gj154;HD  23453;03 46 20.1399146634 +26 12 55.821894034;386.933  -196.426  [0.106 0.079 90];69.4494 [0.0627] A 2018yCat.1345....0G;v:spectroscopic 35.70 (Opt) A [0.30] 2018yCat.1345....0G


