wlc,wll,posc,posm,posme,posmy,d,sd,k,order,flag
5177.22409338,5177.22616331,0.00000000,1600.15520211,0.33929588,7.65361321,0.01998460,0.01998461,38601,118,1
5177.22409338,5177.22616331,0.00000000,1600.15520211,0.33929588,7.65361321,0.01998460,0.01998461,38601,118,1
5177.22409338,5177.22616331,0.00000000,1600.15520211,0.33929588,7.65361321,0.01998460,0.01998461,38601,118,1
5177.34364964,5177.36032590,0.00000000,1605.30300214,0.03718201,7.73347025,0.01998455,0.01998461,38600,118,1
5177.45870108,nan,0.00000000,1610.25985418,0.20722491,7.81031503,0.01998551,0.01998461,38601,118,1
5177.61410055,5177.62867194,0.00000000,1616.95976300,0.30161247,7.91409470,0.01998456,0.01998461,38598,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.03848705,nan,0.00000000,-2147483648,118,1
5177.90226642,5177.89704579,0.00000000,1629.39814618,0.09475380,8.10645597,0.01998463,0.01998461,38596,118,1
5178.05134349,5178.03124315,0.00000000,1635.84025658,0.21183861,8.20590652,0.01998469,0.01998461,38595,118,1
5178.17040899,5178.16544745,0.00000000,1640.98908114,0.13928459,8.28529497,0.01998463,0.01998461,38594,118,1
5178.28500741,5178.29965872,0.00000000,1645.94776851,0.20024534,8.36166478,0.01998456,0.01998461,38593,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.45475360,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.48548432,nan,0.00000000,-2147483648,118,1
5178.57728165,5178.56810211,0.00000000,1658.60803364,0.23905111,8.55622706,0.01998465,0.01998461,38591,118,1
5178.57728165,5178.56810211,0.00000000,1658.60803364,0.23905111,8.55622706,0.01998465,0.01998461,38591,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.65420906,nan,0.00000000,-2147483648,118,1
5178.84683690,5178.83657334,0.00000000,1670.30148059,0.20744824,8.73533816,0.01998465,0.01998461,38589,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.80713126,nan,0.00000000,-2147483648,118,1
5179.11052623,5179.10507239,0.00000000,1681.75658566,0.27980915,8.91018379,0.01998463,0.01998461,38587,118,1
5179.25049029,5179.23933235,0.00000000,1687.84336123,0.04739314,9.00282181,0.01998466,0.01998461,38586,118,1
5179.37604112,5179.37359928,0.00000000,1693.30718104,0.11829857,9.08581107,0.01998462,0.01998461,38585,118,1
5179.51224569,5179.50787316,0.00000000,1699.23876421,0.17607059,9.17571803,0.01998463,0.01998461,38584,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,9.27795288,nan,0.00000000,-2147483648,118,1
5179.78981534,5179.77644181,0.00000000,1711.33999577,0.17204255,9.35850388,0.01998467,0.01998461,38582,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,9.44368853,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,9.47374024,nan,0.00000000,-2147483648,118,1
5180.04125923,5180.04503830,0.00000000,1722.31771623,0.07226497,9.52353430,0.01998460,0.01998461,38580,118,1
5180.18244671,5180.17934699,0.00000000,1728.48826468,0.06283030,9.61595037,0.01998463,0.01998461,38579,118,1
5180.31753375,5180.31366264,0.00000000,1734.39657295,0.14722448,9.70419465,0.01998463,0.01998461,38578,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,9.77277920,nan,0.00000000,-2147483648,118,1
5180.58450772,5180.58231484,0.00000000,1746.08585533,0.04485462,9.87804772,0.01998462,0.01998461,38576,118,1
5180.71616408,5180.71665138,1751.86847599,1751.84710857,0.10291812,9.96336129,0.01998461,0.01998461,38575,118,0
5180.71616408,5180.71665138,1751.86847599,1751.84710857,0.10291812,9.96336129,0.01998461,0.01998461,38575,118,0
nan,nan,0.00000000,-1.00000000,0.00000000,10.05419215,nan,0.00000000,-2147483648,118,1
5181.00222617,5180.98534537,0.00000000,1764.40919552,0.13686983,10.14848804,0.01998468,0.01998461,38573,118,1
5181.12438574,5181.11970281,0.00000000,1769.77559209,0.24034467,10.22718491,0.01998463,0.01998461,38572,118,1
5181.25306029,5181.25406722,1775.46592613,1775.42164949,0.08289074,10.30972399,0.01998461,0.01998462,38571,118,0
nan,nan,0.00000000,-1.00000000,0.00000000,10.39100648,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,10.46363149,nan,0.00000000,-2147483648,118,1
5181.65983281,nan,0.00000000,1793.33953307,0.08399022,10.56983456,0.01998463,0.01998462,38568,118,1
5181.65983281,5181.65720226,0.00000000,1793.33953307,0.08399022,10.56983456,0.01998463,0.01998462,38568,118,1
5181.78998914,5181.79159454,1799.13821431,1799.06740509,0.12140881,10.65237563,0.01998461,0.01998462,38567,118,0
nan,nan,0.00000000,-1.00000000,0.00000000,10.73754402,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,10.79477917,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,10.83760419,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,10.88034134,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,10.90878352,nan,0.00000000,-2147483648,118,1
5182.34247773,5182.32923337,0.00000000,1823.48147962,0.06290373,11.00068299,0.01998467,0.01998462,38563,118,1
5182.34247773,5182.32923337,0.00000000,1823.48147962,0.06290373,11.00068299,0.01998467,0.01998462,38563,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,11.06449861,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,11.17696659,nan,0.00000000,-2147483648,118,1
5182.73442795,5182.73253569,0.00000000,1840.83909473,0.13667582,11.24467045,0.01998462,0.01998462,38560,118,1
5182.87027606,5182.86698375,0.00000000,1846.86393900,0.40024840,11.32861355,0.01998463,0.01998462,38559,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,11.41369980,nan,0.00000000,-2147483648,118,1
5183.13284557,5183.13590078,0.00000000,1858.52172271,0.05216563,11.48991070,0.01998461,0.01998462,38557,118,1
5183.25577725,5183.27036976,0.00000000,1863.98559238,0.20301859,11.56498526,0.01998456,0.01998462,38556,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,11.66086370,nan,0.00000000,-2147483648,118,1
5183.54274907,5183.53932864,0.00000000,1876.75502084,0.25748528,11.73910051,0.01998463,0.01998462,38554,118,1
5183.69154021,5183.67381855,0.00000000,1883.38385790,0.10167843,11.82873099,0.01998469,0.01998462,38553,118,1
5183.69154021,5183.67381855,0.00000000,1883.38385790,0.10167843,11.82873099,0.01998469,0.01998462,38553,118,1
5183.81109954,5183.80831543,0.00000000,1888.71437918,0.06114613,11.90042387,0.01998463,0.01998462,38552,118,1
