gj606;BD-07  4156;15 59 53.3815624277 -08 15 11.541690269;202.554  -25.528  [0.114 0.060 90];75.2306 [0.0513] A 2018yCat.1345....0G;v:~ -17.00 (~) A [0.6] 2002AJ....123.3356G


