2457408.62981 nan nan car-20160121T02h59m20s-sci-gtoc-vis.fits 64
2457408.63214 nan nan car-20160121T03h02m23s-sci-gtoc-vis.fits 64
2457410.48433 nan nan car-20160122T23h25m04s-sci-gtoc-vis.fits 128
2457410.49284 nan nan car-20160122T23h36m59s-sci-gtoc-vis.fits 128
2457410.50092 nan nan car-20160122T23h48m33s-sci-gtoc-vis.fits 128
2457411.50024 nan nan car-20160123T23h47m52s-sci-gtoc-vis.fits 128
2457411.50766 nan nan car-20160123T23h58m31s-sci-gtoc-vis.fits 128
2457411.55671 nan nan car-20160124T01h14m10s-sci-gtoc-vis.fits 64
2457412.47617 nan nan car-20160124T23h12m49s-sci-gtoc-vis.fits 128
2457412.48345 nan nan car-20160124T23h23m28s-sci-gtoc-vis.fits 128
2457421.68566 nan nan car-20160203T04h15m52s-sci-gtoc-vis.fits 128
2457589.32359 nan nan car-20160719T19h50m56s-tst-vis.fits 64
2457589.32923 nan nan car-20160719T19h59m03s-tst-vis.fits 64
2457589.33664 nan nan car-20160719T20h09m43s-tst-vis.fits 64
2457833.44497 nan nan car-20170320T22h32m24s-sci-gtoc-vis.fits 64
2458165.56029 nan nan car-20180216T01h17m56s-sci-gtoc-vis.fits 64
2458243.43723 nan nan car-20180504T22h25m59s-sci-gtoc-vis.fits 64
2458569.65384 nan nan car-20190327T03h33m46s-sci-gtoc-vis.fits 64
2458611.5131 nan nan car-20190508T00h14m55s-sci-gtoc-vis.fits 64
