x,theta
0.0,5.909508626704842
1.0,5.929285166631004
2.0,5.925968003325693
3.0,5.920603562385949
4.0,5.941382991313986
5.0,5.9390814806362116
6.0,5.935759462378385
7.0,5.932437298246228
8.0,5.929114987208813
9.0,5.925792530662825
10.0,5.922469928905549
11.0,5.919147182501021
12.0,5.91582429252373
13.0,5.935621167538699
14.0,5.930257356761842
15.0,5.92897455767276
16.0,5.948751727344202
17.0,5.94542798362167
18.0,5.942104091569668
19.0,5.938780051927907
20.0,5.93545586462681
21.0,5.932131531126174
22.0,5.92880705141733
23.0,5.925482425895126
24.0,5.945295696318311
25.0,5.941974933037898
26.0,5.936603212410844
27.0,5.95639789458734
28.0,5.9530724348647865
29.0,5.950770115677734
30.0,5.948466528037393
31.0,5.945140609121658
32.0,5.9418145428110805
33.0,5.9384883283491305
34.0,5.935161967342339
35.0,5.931835458720236
36.0,5.9516691878176715
37.0,5.946298087753476
38.0,5.942966902193874
39.0,5.962782027504886
40.0,5.959454687050652
41.0,5.956127197733181
42.0,5.952799557811176
43.0,5.949471768864548
44.0,5.946143831988053
45.0,5.942815745968055
46.0,5.939487510953654
47.0,5.959338869393605
48.0,5.953964287234328
49.0,5.950631375064958
50.0,5.970464121846504
51.0,5.967135061727717
52.0,5.963805849165205
53.0,5.9604764861472574
54.0,5.9571469729125255
55.0,5.954842386592453
56.0,5.952536526120269
57.0,5.949206552595591
58.0,5.969074462992509
59.0,5.963696484674344
60.0,5.958313861932524
61.0,5.979190270336332
62.0,5.976884350773105
63.0,5.973553403934439
64.0,5.970222305135508
65.0,5.966891054467915
66.0,5.963559652760594
67.0,5.9602280999637784
68.0,5.956896398122879
69.0,5.976782040664119
70.0,5.971400566395005
71.0,5.966014443099354
72.0,5.986909463883059
73.0,5.984602705753105
74.0,5.981270032741833
75.0,5.977937206786592
76.0,5.974604227464518
77.0,5.970244247084132
78.0,5.965885240777183
79.0,5.962551815704771
80.0,5.982456375325967
81.0,5.977071303427664
82.0,5.973733199269432
83.0,5.993619126049175
84.0,5.990284889658078
85.0,5.9869504980026065
86.0,5.983615951873233
87.0,5.980281252244964
88.0,5.97694639931477
89.0,5.97361139454658
90.0,5.970276235998796
91.0,5.990198634083001
92.0,5.984810051173795
93.0,5.9814702115846075
94.0,6.001373971332548
95.0,5.998038004500614
96.0,5.994701882382564
97.0,5.991365604127992
98.0,5.9880291715829586
99.0,5.984692584830249
100.0,5.9813558430138585
101.0,5.978018949578605
102.0,5.997959240563375
103.0,5.990508123049722
104.0,6.010426856435515
105.0,6.007089321604511
106.0,6.003751631856886
107.0,6.000413784670478
108.0,5.997075781377404
109.0,5.993737622437898
110.0,5.990399308198441
111.0,5.98706084077201
112.0,6.0070161491270255
113.0,6.003681585793913
114.0,5.9982818413574535
115.0,6.0182185071418814
116.0,6.013848888805711
117.0,6.009480238493111
118.0,6.006140664129568
119.0,6.002800932471544
120.0,5.999461044244491
121.0,5.996121000897958
122.0,5.992780801402496
123.0,6.012755236389452
124.0,6.007356429984696
125.0,6.004011546720051
126.0,6.023967324158356
127.0,6.020626328239736
128.0,6.016253973857481
129.0,6.011882588265955
130.0,6.008541125553265
131.0,6.0051995056987835
132.0,6.001857728939619
133.0,6.021847273459144
134.0,6.018509412853618
135.0,6.013102943925446
136.0,6.033073831369428
137.0,6.02869920222787
138.0,6.024325541089034
139.0,6.020982662676545
140.0,6.01763962507907
141.0,6.014296429329434
142.0,6.010953075341547
143.0,6.007609563840326
144.0,6.027618335814381
145.0,6.020146941710976
146.0,6.040134106869608
147.0,6.036789975578614
148.0,6.033445684000462
149.0,6.030101230830766
150.0,6.026756616599322
151.0,6.023411843275952
152.0,6.020066910019665
153.0,6.016721818921965
154.0,6.036745792780721
155.0,6.029273602133216
156.0,6.025923831825892
157.0,6.045930260681267
158.0,6.042584394757746
159.0,6.039238366514553
160.0,6.034858445786128
161.0,6.030479494376891
162.0,6.027132988380458
163.0,6.023786324491752
164.0,6.043826676052788
165.0,6.04048394210993
166.0,6.032998304050437
167.0,6.053021105371883
168.0,6.049673669500827
169.0,6.04632607106354
170.0,6.042978309465688
171.0,6.0396303851935755
172.0,6.036282299797229
173.0,6.03189951229043
174.0,6.050922873634818
175.0,6.047578570007715
176.0,6.042158929751608
177.0,6.062197017881658
178.0,6.057812587365696
179.0,6.053429118745612
180.0,6.050079784153681
181.0,6.046730286206731
182.0,6.043380625474029
183.0,6.040030801251831
184.0,6.060102909262511
185.0,6.054688572755367
186.0,6.049265713535817
187.0,6.069320265584068
188.0,6.065969681001214
189.0,6.06158269014216
190.0,6.057196663778377
191.0,6.053845589522091
192.0,6.050494351839546
193.0,6.047142950955013
194.0,6.06723156947389
195.0,6.061814014129752
196.0,6.056387929389743
197.0,6.076458986755327
198.0,6.073106828362775
199.0,6.068717437095792
200.0,6.064329010343791
201.0,6.0609763592581345
202.0,6.057623542762663
203.0,6.05427056256395
204.0,6.074375737512938
205.0,6.068954957091748
206.0,6.063525640974518
207.0,6.083613247419528
208.0,6.079221619587685
209.0,6.074830952788886
210.0,6.071476888517758
211.0,6.068122657791271
212.0,6.0637304200098825
213.0,6.059339151865522
214.0,6.079462064823787
215.0,6.076111465145203
216.0,6.068601456225622
217.0,6.0887067877203975
218.0,6.085351481819075
219.0,6.08199600562201
220.0,6.07864036210696
221.0,6.07424587725734
222.0,6.069852359341887
223.0,6.066496219814226
224.0,6.086635780500387
225.0,6.081204591564685
226.0,6.075768687969131
227.0,6.095890661524692
228.0,6.0914942648832024
229.0,6.087098831140423
230.0,6.083741609858883
231.0,6.080384219696803
232.0,6.077026662432111
233.0,6.07262948205117
234.0,6.0917485526213255
235.0,6.086314015944325
236.0,6.0808709124634674
237.0,6.10101070375687
238.0,6.097652239409783
239.0,6.094293604217199
240.0,6.089894504637378
241.0,6.085496370752821
242.0,6.082137231800914
