x,theta
0.0,6.027248221803866
1.0,6.025891682889856
2.0,6.046837390893231
3.0,6.045483620352542
4.0,6.04206899834675
5.0,6.040710808825665
6.0,6.061640745938121
7.0,6.060285313676253
8.0,6.058929797402719
9.0,6.057574197855587
10.0,6.056218515452372
11.0,6.054862749955127
12.0,6.053506902023528
13.0,6.051120285477936
14.0,6.048734654915123
15.0,6.04737848138587
16.0,6.046022224898479
17.0,6.044665885788277
18.0,6.043309462881403
19.0,6.0419529572660196
20.0,6.040596370415173
21.0,6.039239697186147
22.0,6.060219231336006
23.0,6.058865336887536
24.0,6.055447360699972
25.0,6.054089041031048
26.0,6.075052799269763
27.0,6.073697248447253
28.0,6.072341613439406
29.0,6.070985893506695
30.0,6.069630090372513
31.0,6.068274204567807
32.0,6.066918234309405
33.0,6.065562180938741
34.0,6.064206044219574
35.0,6.062849823998739
36.0,6.061493519945806
37.0,6.060137134045419
38.0,6.057748165247837
39.0,6.055360187821684
40.0,6.054003473604432
41.0,6.05264667900024
42.0,6.0736602191847595
43.0,6.07230620955562
44.0,6.0688848700390565
45.0,6.067526428755841
46.0,6.088524197071514
47.0,6.087168532680202
48.0,6.085812785078744
49.0,6.084456953782947
50.0,6.08310103736823
51.0,6.0807111857869955
52.0,6.078322320357934
53.0,6.076966075650994
54.0,6.0756097468019234
55.0,6.074253334536685
56.0,6.072896838517515
57.0,6.071540258368898
58.0,6.070183594730956
59.0,6.068826848898887
60.0,6.06747001835658
61.0,6.066113100446266
62.0,6.087160839547877
63.0,6.083736488894942
64.0,6.080311592153123
65.0,6.101341746838415
66.0,6.099985985416936
67.0,6.098630139943786
68.0,6.097274210585049
69.0,6.095918196582829
70.0,6.094562098105619
71.0,6.093205915858263
72.0,6.090814168088556
73.0,6.088423409423164
74.0,6.087066895454157
75.0,6.085710297970067
76.0,6.0843536163134
77.0,6.082996850154508
78.0,6.081640000987591
79.0,6.0802830665302
80.0,6.101360479162437
81.0,6.097937084350747
82.0,6.094509349052288
83.0,6.0931507004657846
84.0,6.11421340869223
